fid,CODE,NOM,REF_PLAQUE,TYPE,NATURE,HAUTEUR_APPUI,TYPE_APPUI,EFFORT_APPUI,NB_BOITIERS,STATUT,PROPRIETAIRE,GESTIONNAIRE,ADRESSSE,VILLE,CODE_POSTAL,COMMENT,X,Y,display_label,label_provenance,source_entity_key,source_handle,source_layer,geometry_role,style_aci,style_truecolor,style_linetype,style_lineweight,style_rotation,style_rotation_deg,style_qgis_rotation_deg,style_render_key,lineage_json,source_cad_length_m,dimension_length_m,source_segment_sum_m,source_native_length_delta_m,delivery_grid_length_m,geodesic_length_m
11,EXT. MR.KSRA.P001,,,,,,,,,,,,,,,,762855.4810100582,604783.4338083031,EXT. MR.KSRA.P001,DWG_DERIVED:AI-ANNOTATION-OBSERVED_0597D1075B31DF337427176EA58E78EC-001|RULE:AI-ANNOTATION-ASSIGN-001,02c34b322a6b2cfb01512d2652deac355e29b3fb4dab778e2b3a3993a0f928a6,1C9D5D,EXT POLE,SOURCE_ASSET,1,,BYLAYER,-1,0.0,0.0,0.0,PTECH:EXISTING|ROT_QGIS:0.000000000,"[{""operation"":""identity"",""source_entity_key"":""02c34b322a6b2cfb01512d2652deac355e29b3fb4dab778e2b3a3993a0f928a6"",""max_displacement_m"":0.0}]",,,,,,
12,MR.IJY.KLDYA.P014,,,,,,,,,,,,,,,,761741.3384937337,604910.6276377611,MR.IJY.KLDYA.P014,DWG_DERIVED:AI-ANNOTATION-OBSERVED_0597D1075B31DF337427176EA58E78EC-001|RULE:AI-ANNOTATION-ASSIGN-001,64997a1219cc5cfd92791346e28288f2c8407ddd59794f17f52e068f93ae8154,1AEAA8,NEW POLE 7m(4 inches),SOURCE_ASSET,3,,BYLAYER,-1,0.0,0.0,0.0,"PTECH:NP7 4""|ROT_QGIS:0.000000000","[{""operation"":""identity"",""source_entity_key"":""64997a1219cc5cfd92791346e28288f2c8407ddd59794f17f52e068f93ae8154"",""max_displacement_m"":0.0}]",,,,,,
13,MR.IJY.KLDYA.P008,,,,,,,,,,,,,,,,762000.2579274528,604855.0152103683,MR.IJY.KLDYA.P008,DWG_DERIVED:AI-ANNOTATION-OBSERVED_0597D1075B31DF337427176EA58E78EC-001|RULE:AI-ANNOTATION-ASSIGN-001,cc598f4024c50be1a773bf5045679e7f6b889dc02114ede5e20b16fc84cdbb64,1AEAB8,NEW POLE 7m(4 inches),SOURCE_ASSET,3,,BYLAYER,-1,0.0,0.0,0.0,"PTECH:NP7 4""|ROT_QGIS:0.000000000","[{""operation"":""identity"",""source_entity_key"":""cc598f4024c50be1a773bf5045679e7f6b889dc02114ede5e20b16fc84cdbb64"",""max_displacement_m"":0.0}]",,,,,,
14,MR.IJY.KLDYA.P010,,,,,,,,,,,,,,,,761942.6737932642,604852.5175091785,MR.IJY.KLDYA.P010,DWG_DERIVED:AI-ANNOTATION-OBSERVED_0597D1075B31DF337427176EA58E78EC-001|RULE:AI-ANNOTATION-ASSIGN-001,ada090ebad6743b77fe4b1dfc1abc1da8c3075b0cd31779dcf95e3546cec87ff,1AEA88,NEW POLE 7m(4 inches),SOURCE_ASSET,3,,BYLAYER,-1,0.0,0.0,0.0,"PTECH:NP7 4""|ROT_QGIS:0.000000000","[{""operation"":""identity"",""source_entity_key"":""ada090ebad6743b77fe4b1dfc1abc1da8c3075b0cd31779dcf95e3546cec87ff"",""max_displacement_m"":0.0}]",,,,,,
15,MR.IJY.KLDYA.P016,,,,,,,,,,,,,,,,761666.2144231438,604948.274584707,MR.IJY.KLDYA.P016,DWG_DERIVED:AI-ANNOTATION-OBSERVED_0597D1075B31DF337427176EA58E78EC-001|RULE:AI-ANNOTATION-ASSIGN-001,2ca25ec76db11550ba58b4b7ebe22a830da99e09ba155a98d8d65ccbc86b7298,1B0564,NEW POLE 7m(4 inches),SOURCE_ASSET,3,,BYLAYER,-1,0.0,0.0,0.0,"PTECH:NP7 4""|ROT_QGIS:0.000000000","[{""operation"":""identity"",""source_entity_key"":""2ca25ec76db11550ba58b4b7ebe22a830da99e09ba155a98d8d65ccbc86b7298"",""max_displacement_m"":0.0}]",,,,,,
16,MR.IJY.KLDYA.P012,,,,,,,,,,,,,,,,761865.8235885772,604860.8531525765,MR.IJY.KLDYA.P012,DWG_DERIVED:AI-ANNOTATION-OBSERVED_0597D1075B31DF337427176EA58E78EC-001|RULE:AI-ANNOTATION-ASSIGN-001,6d3591e29a9e9033f59ca8401666a07ab45ab905d85d3095b625c291a01d0c2f,1AEA98,NEW POLE 7m(4 inches),SOURCE_ASSET,3,,BYLAYER,-1,0.0,0.0,0.0,"PTECH:NP7 4""|ROT_QGIS:0.000000000","[{""operation"":""identity"",""source_entity_key"":""6d3591e29a9e9033f59ca8401666a07ab45ab905d85d3095b625c291a01d0c2f"",""max_displacement_m"":0.0}]",,,,,,
17,MR.IJY.KLDYA.P004,,,,,,,,,,,,,,,,762261.6415959327,604867.3259233613,MR.IJY.KLDYA.P004,DWG_DERIVED:AI-ANNOTATION-OBSERVED_0597D1075B31DF337427176EA58E78EC-001|RULE:AI-ANNOTATION-ASSIGN-001,5caae9ad4f1f979c11199abc43160d03040dd635e4c0ba0698e2e224874e20aa,1AE9F8,NEW POLE 7m(4 inches),SOURCE_ASSET,3,,BYLAYER,-1,0.0,0.0,0.0,"PTECH:NP7 4""|ROT_QGIS:0.000000000","[{""operation"":""identity"",""source_entity_key"":""5caae9ad4f1f979c11199abc43160d03040dd635e4c0ba0698e2e224874e20aa"",""max_displacement_m"":0.0}]",,,,,,
18,MR.IJY.KLDYA.P001,,,,,,,,,,,,,,,,762467.6419597314,604867.9669791701,MR.IJY.KLDYA.P001,DWG_DERIVED:AI-ANNOTATION-OBSERVED_0597D1075B31DF337427176EA58E78EC-001|RULE:AI-ANNOTATION-ASSIGN-001,891219b44519865ba5a5a4327187368fd2636883a58eb983119aed37978fe918,1C9847,NEW POLE 7m(4 inches),SOURCE_ASSET,3,,BYLAYER,-1,0.0,0.0,0.0,"PTECH:NP7 4""|ROT_QGIS:0.000000000","[{""operation"":""identity"",""source_entity_key"":""891219b44519865ba5a5a4327187368fd2636883a58eb983119aed37978fe918"",""max_displacement_m"":0.0}]",,,,,,
19,EXT. MR.KSRA.P004,,,,,,,,,,,,,,,,762710.5634776398,604843.2880316399,EXT. MR.KSRA.P004,DWG_DERIVED:AI-ANNOTATION-OBSERVED_0597D1075B31DF337427176EA58E78EC-001|RULE:AI-ANNOTATION-ASSIGN-001,811df3ce385562ae1d2d726663b24e593fb78c2c6a741e636360f017ec4a54c3,1C9D75,EXT POLE,SOURCE_ASSET,1,,BYLAYER,-1,0.0,0.0,0.0,PTECH:EXISTING|ROT_QGIS:0.000000000,"[{""operation"":""identity"",""source_entity_key"":""811df3ce385562ae1d2d726663b24e593fb78c2c6a741e636360f017ec4a54c3"",""max_displacement_m"":0.0}]",,,,,,
20,MR.IJY.KLDYA.P011,,,,,,,,,,,,,,,,761904.6167659134,604854.35123137,MR.IJY.KLDYA.P011,DWG_DERIVED:AI-ANNOTATION-OBSERVED_0597D1075B31DF337427176EA58E78EC-001|RULE:AI-ANNOTATION-ASSIGN-001,3aedf01d9d8a35ee2afe658368df7dce1241d6644e28bbfa2c247342a349a611,1AEA90,NEW POLE 7m(4 inches),SOURCE_ASSET,3,,BYLAYER,-1,0.0,0.0,0.0,"PTECH:NP7 4""|ROT_QGIS:0.000000000","[{""operation"":""identity"",""source_entity_key"":""3aedf01d9d8a35ee2afe658368df7dce1241d6644e28bbfa2c247342a349a611"",""max_displacement_m"":0.0}]",,,,,,
21,EXT. MR.KSRA.P003,,,,,,,,,,,,,,,,762767.8642847603,604816.5793546889,EXT. MR.KSRA.P003,DWG_DERIVED:AI-ANNOTATION-OBSERVED_0597D1075B31DF337427176EA58E78EC-001|RULE:AI-ANNOTATION-ASSIGN-001,7dead1ccabaf132f74573be5416c782bedaa8056e9eb151c36c576948a5a760b,1C9D6D,EXT POLE,SOURCE_ASSET,1,,BYLAYER,-1,0.0,0.0,0.0,PTECH:EXISTING|ROT_QGIS:0.000000000,"[{""operation"":""identity"",""source_entity_key"":""7dead1ccabaf132f74573be5416c782bedaa8056e9eb151c36c576948a5a760b"",""max_displacement_m"":0.0}]",,,,,,
22,EXT. MR.KSRA.P007,,,,,,,,,,,,,,,,762578.4555102133,604870.9411219883,EXT. MR.KSRA.P007,DWG_DERIVED:AI-ANNOTATION-OBSERVED_0597D1075B31DF337427176EA58E78EC-001|RULE:AI-ANNOTATION-ASSIGN-001,b4ec618e2f20c5b0d5d9fe563ae5dbbc42444f502a2d43f7bdaccaeacd50d84b,1C9D7D,EXT POLE,SOURCE_ASSET,1,,BYLAYER,-1,0.0,0.0,0.0,PTECH:EXISTING|ROT_QGIS:0.000000000,"[{""operation"":""identity"",""source_entity_key"":""b4ec618e2f20c5b0d5d9fe563ae5dbbc42444f502a2d43f7bdaccaeacd50d84b"",""max_displacement_m"":0.0}]",,,,,,
23,EXT.MR.KLDYA.P001,,,,,,,,,,,,,,,,762359.6360164372,604868.8419748164,EXT.MR.KLDYA.P001,DWG_DERIVED:AI-ANNOTATION-OBSERVED_0597D1075B31DF337427176EA58E78EC-001|RULE:AI-ANNOTATION-ASSIGN-001,3a414929229b430e4149563d5db0ac09fdb92a08061bbf2c16ace7f648835155,1AC878,EXT POLE,SOURCE_ASSET,1,,BYLAYER,-1,0.0,0.0,0.0,PTECH:EXISTING|ROT_QGIS:0.000000000,"[{""operation"":""identity"",""source_entity_key"":""3a414929229b430e4149563d5db0ac09fdb92a08061bbf2c16ace7f648835155"",""max_displacement_m"":0.0}]",,,,,,
24,MR.IJY.KLDYA.P002,,,,,,,,,,,,,,,,762405.9813400103,604868.4134682715,MR.IJY.KLDYA.P002,DWG_DERIVED:AI-ANNOTATION-OBSERVED_0597D1075B31DF337427176EA58E78EC-001|RULE:AI-ANNOTATION-ASSIGN-001,1f7cdf5e050176d5467d159bf505f34bb4ef6e7f6e27e34f394b8eac954b08e9,1B3E06,NEW POLE 7m(4 inches),SOURCE_ASSET,3,,BYLAYER,-1,0.0,0.0,0.0,"PTECH:NP7 4""|ROT_QGIS:0.000000000","[{""operation"":""identity"",""source_entity_key"":""1f7cdf5e050176d5467d159bf505f34bb4ef6e7f6e27e34f394b8eac954b08e9"",""max_displacement_m"":0.0}]",,,,,,
25,MR.IJY.KLDYA.P006,,,,,,,,,,,,,,,,762147.6119812857,604867.047553412,MR.IJY.KLDYA.P006,DWG_DERIVED:AI-ANNOTATION-OBSERVED_0597D1075B31DF337427176EA58E78EC-001|RULE:AI-ANNOTATION-ASSIGN-001,90b49775c7dee9181d0d28d5ef6ab0d8b6103f4e8d4c047110bb96e7ba5b5043,1AEA08,NEW POLE 7m(4 inches),SOURCE_ASSET,3,,BYLAYER,-1,0.0,0.0,0.0,"PTECH:NP7 4""|ROT_QGIS:0.000000000","[{""operation"":""identity"",""source_entity_key"":""90b49775c7dee9181d0d28d5ef6ab0d8b6103f4e8d4c047110bb96e7ba5b5043"",""max_displacement_m"":0.0}]",,,,,,
26,EXT. MR.KSRA.P005,,,,,,,,,,,,,,,,762662.8161403257,604865.8539466559,EXT. MR.KSRA.P005,DWG_DERIVED:AI-ANNOTATION-OBSERVED_0597D1075B31DF337427176EA58E78EC-001|RULE:AI-ANNOTATION-ASSIGN-001,a344cb2199d230797cab1ff6779e4a850c47d83c3b9e60282fb26fddaa59fa45,1C9D8D,EXT POLE,SOURCE_ASSET,1,,BYLAYER,-1,0.0,0.0,0.0,PTECH:EXISTING|ROT_QGIS:0.000000000,"[{""operation"":""identity"",""source_entity_key"":""a344cb2199d230797cab1ff6779e4a850c47d83c3b9e60282fb26fddaa59fa45"",""max_displacement_m"":0.0}]",,,,,,
