fid,CODE,NOM,REF_PLAQUE,TYPE,NATURE,HAUTEUR_APPUI,TYPE_APPUI,EFFORT_APPUI,NB_BOITIERS,STATUT,PROPRIETAIRE,GESTIONNAIRE,ADRESSSE,VILLE,CODE_POSTAL,COMMENT,X,Y,display_label,label_provenance,source_entity_key,source_handle,source_layer,geometry_role,style_aci,style_truecolor,style_linetype,style_lineweight,style_rotation,style_rotation_deg,style_qgis_rotation_deg,style_render_key,lineage_json,source_cad_length_m,dimension_length_m,source_segment_sum_m,source_native_length_delta_m,delivery_grid_length_m,geodesic_length_m
11,MR.TGGR04-2.P064,,,,,,,,,,,,,,,,629358.0811711596,9314054.559945686,MR.TGGR04-2.P064,DWG_DERIVED:AI-ANNOTATION-OBSERVED_5577636E76166B75274F71DFBA514704-001|RULE:AI-ANNOTATION-ASSIGN-001,e6d2b6c18f6e212672137fce29ab4f3a69e8461fc7ec672ca08332295349a73b,A5E70,NEW POLE 7M 2.5INCH FDT 2,SOURCE_ASSET,212,,BYLAYER,-1,0.0,0.0,0.0,"PTECH:NP7 2.5""|ROT_QGIS:0.000000000","[{""operation"":""identity"",""source_entity_key"":""e6d2b6c18f6e212672137fce29ab4f3a69e8461fc7ec672ca08332295349a73b"",""max_displacement_m"":0.0}]",,,,,,
12,MR.TGGR04-2.P021,,,,,,,,,,,,,,,,629934.3970476461,9313995.601779165,MR.TGGR04-2.P021,DWG_DERIVED:AI-ANNOTATION-OBSERVED_7A0CD45381E5622D117427EB889EC999-001|RULE:AI-ANNOTATION-ASSIGN-001,f1053e9cbc5a91bbfc34735f4a7d8d8a58e0380d2c9747c9bba4441532bc4b7d,A5CFD,NEW POLE 7m (3 inches) FDT 2,SOURCE_ASSET,4,,BYLAYER,-1,0.0,0.0,0.0,"PTECH:NP7 3""|ROT_QGIS:0.000000000","[{""operation"":""identity"",""source_entity_key"":""f1053e9cbc5a91bbfc34735f4a7d8d8a58e0380d2c9747c9bba4441532bc4b7d"",""max_displacement_m"":0.0}]",,,,,,
13,MR.TGGR04-2.P034,,,,,,,,,,,,,,,,629864.5440832454,9313843.618040234,MR.TGGR04-2.P034,DWG_DERIVED:AI-ANNOTATION-OBSERVED_7A0CD45381E5622D117427EB889EC999-001|RULE:AI-ANNOTATION-ASSIGN-001,0cb6ecd09734702bb051a2ed4b5f0ea8d7e86579a5841caef95d6224bdb1a0f7,A5D3C,NEW POLE 7m (3 inches) FDT 2,SOURCE_ASSET,4,,BYLAYER,-1,0.0,0.0,0.0,"PTECH:NP7 3""|ROT_QGIS:0.000000000","[{""operation"":""identity"",""source_entity_key"":""0cb6ecd09734702bb051a2ed4b5f0ea8d7e86579a5841caef95d6224bdb1a0f7"",""max_displacement_m"":0.0}]",,,,,,
14,MR.TGGR04-2.P054,,,,,,,,,,,,,,,,629369.1369189216,9313894.848679535,MR.TGGR04-2.P054,DWG_DERIVED:AI-ANNOTATION-OBSERVED_7A0CD45381E5622D117427EB889EC999-001|RULE:AI-ANNOTATION-ASSIGN-001,0822f926087e07908a409a1c446249e54651ef9028ee33667186a2dc3ae03bd4,A5D97,NEW POLE 7m (3 inches) FDT 2,SOURCE_ASSET,4,,BYLAYER,-1,0.0,0.0,0.0,"PTECH:NP7 3""|ROT_QGIS:0.000000000","[{""operation"":""identity"",""source_entity_key"":""0822f926087e07908a409a1c446249e54651ef9028ee33667186a2dc3ae03bd4"",""max_displacement_m"":0.0}]",,,,,,
15,MR.TGGR04-1.P005,,,,,,,,,,,,,,,,630274.6296114995,9314295.281156199,MR.TGGR04-1.P005,DWG_DERIVED:AI-ANNOTATION-OBSERVED_F6B8BD116445737BA00FB1D03FFCFB6F-001|RULE:AI-ANNOTATION-ASSIGN-001,d3d0603b4369fdd2a1ca890af7f17b25ae2a5f9c10e2c5d11df162d61da1c502,A5A5D,NEW POLE 7m (3 inches) FDT 1,SOURCE_ASSET,4,,BYLAYER,-1,0.0,0.0,0.0,"PTECH:NP7 3""|ROT_QGIS:0.000000000","[{""operation"":""identity"",""source_entity_key"":""d3d0603b4369fdd2a1ca890af7f17b25ae2a5f9c10e2c5d11df162d61da1c502"",""max_displacement_m"":0.0}]",,,,,,
16,MR.TGGR04-1.P019,,,,,,,,,,,,,,,,630204.2342001661,9314532.822210565,MR.TGGR04-1.P019,DWG_DERIVED:AI-ANNOTATION-OBSERVED_F6B8BD116445737BA00FB1D03FFCFB6F-001|RULE:AI-ANNOTATION-ASSIGN-001,bb5c3d3c9020bf5a3e871c422ac4ee3352bb86d6c93b142186a6fb463bf1e0ba,A5AB1,NEW POLE 7m (3 inches) FDT 1,SOURCE_ASSET,4,,BYLAYER,-1,0.0,0.0,0.0,"PTECH:NP7 3""|ROT_QGIS:0.000000000","[{""operation"":""identity"",""source_entity_key"":""bb5c3d3c9020bf5a3e871c422ac4ee3352bb86d6c93b142186a6fb463bf1e0ba"",""max_displacement_m"":0.0}]",,,,,,
17,MR.TGGR04-2.P019,,,,,,,,,,,,,,,,629857.1318616329,9314003.803170022,MR.TGGR04-2.P019,DWG_DERIVED:AI-ANNOTATION-OBSERVED_5577636E76166B75274F71DFBA514704-001|RULE:AI-ANNOTATION-ASSIGN-001,ecb82c10c3e6696a17c51df090818108c65122724ae664f25b12e9588adbbf3e,A5E00,NEW POLE 7M 2.5INCH FDT 2,SOURCE_ASSET,212,,BYLAYER,-1,0.0,0.0,0.0,"PTECH:NP7 2.5""|ROT_QGIS:0.000000000","[{""operation"":""identity"",""source_entity_key"":""ecb82c10c3e6696a17c51df090818108c65122724ae664f25b12e9588adbbf3e"",""max_displacement_m"":0.0}]",,,,,,
18,MR.TGGR04-1.P004,,,,,,,,,,,,,,,,630283.4498876687,9314266.495732184,MR.TGGR04-1.P004,DWG_DERIVED:AI-ANNOTATION-OBSERVED_F6B8BD116445737BA00FB1D03FFCFB6F-001|RULE:AI-ANNOTATION-ASSIGN-001,fb2a8ab0a56b860bad3f7cd8f686d48b383de9388cdfe890e65648e86b23ca2a,A5A56,NEW POLE 7m (3 inches) FDT 1,SOURCE_ASSET,4,,BYLAYER,-1,0.0,0.0,0.0,"PTECH:NP7 3""|ROT_QGIS:0.000000000","[{""operation"":""identity"",""source_entity_key"":""fb2a8ab0a56b860bad3f7cd8f686d48b383de9388cdfe890e65648e86b23ca2a"",""max_displacement_m"":0.0}]",,,,,,
19,MR.TGGR04-2.P066,,,,,,,,,,,,,,,,629263.6774464326,9314032.382930461,MR.TGGR04-2.P066,DWG_DERIVED:AI-ANNOTATION-OBSERVED_5577636E76166B75274F71DFBA514704-001|RULE:AI-ANNOTATION-ASSIGN-001,e0f132cc7831cbecc1d4649cce35d00120ce1bf3a02e1a611bc52363de952f6e,A5E7E,NEW POLE 7M 2.5INCH FDT 2,SOURCE_ASSET,212,,BYLAYER,-1,0.0,0.0,0.0,"PTECH:NP7 2.5""|ROT_QGIS:0.000000000","[{""operation"":""identity"",""source_entity_key"":""e0f132cc7831cbecc1d4649cce35d00120ce1bf3a02e1a611bc52363de952f6e"",""max_displacement_m"":0.0}]",,,,,,
20,MR.TGGR04-2.P023,,,,,,,,,,,,,,,,629988.0903545063,9313974.438593451,MR.TGGR04-2.P023,DWG_DERIVED:AI-ANNOTATION-OBSERVED_7A0CD45381E5622D117427EB889EC999-001|RULE:AI-ANNOTATION-ASSIGN-001,5359046f3d5c3eaf2439c5bab96ad5f2fd53aae5f71c01b849d896330ff6acab,A5D0B,NEW POLE 7m (3 inches) FDT 2,SOURCE_ASSET,4,,BYLAYER,-1,0.0,0.0,0.0,"PTECH:NP7 3""|ROT_QGIS:0.000000000","[{""operation"":""identity"",""source_entity_key"":""5359046f3d5c3eaf2439c5bab96ad5f2fd53aae5f71c01b849d896330ff6acab"",""max_displacement_m"":0.0}]",,,,,,
21,MR.TGGR04-2.P030,,,,,,,,,,,,,,,,630018.3269599837,9313891.701189725,MR.TGGR04-2.P030,DWG_DERIVED:AI-ANNOTATION-OBSERVED_7A0CD45381E5622D117427EB889EC999-001|RULE:AI-ANNOTATION-ASSIGN-001,412894113a70575951265870ac92d5d178bca790472764c8d2a0dc303363e29a,A5D27,NEW POLE 7m (3 inches) FDT 2,SOURCE_ASSET,4,,BYLAYER,-1,0.0,0.0,0.0,"PTECH:NP7 3""|ROT_QGIS:0.000000000","[{""operation"":""identity"",""source_entity_key"":""412894113a70575951265870ac92d5d178bca790472764c8d2a0dc303363e29a"",""max_displacement_m"":0.0}]",,,,,,
22,MR.TGGR04-1.P012,,,,,,,,,,,,,,,,630186.36217948,9314408.108494962,MR.TGGR04-1.P012,DWG_DERIVED:AI-ANNOTATION-OBSERVED_F6B8BD116445737BA00FB1D03FFCFB6F-001|RULE:AI-ANNOTATION-ASSIGN-001,fb4660fb4d0133b99919747abf041376664f3147bfc2b4dd56be90bd560b7701,A5A8E,NEW POLE 7m (3 inches) FDT 1,SOURCE_ASSET,4,,BYLAYER,-1,0.0,0.0,0.0,"PTECH:NP7 3""|ROT_QGIS:0.000000000","[{""operation"":""identity"",""source_entity_key"":""fb4660fb4d0133b99919747abf041376664f3147bfc2b4dd56be90bd560b7701"",""max_displacement_m"":0.0}]",,,,,,
23,EXT.MR.WLT2.TGGR04-2.P010,,,,,,,,,,,,,,,,630024.9150838341,9314111.723779107,EXT.MR.WLT2.TGGR04-2.P010,DWG_DERIVED:pole-label-semantic|RULE:AI-ANNOTATION-ASSIGN-001,b094449b79d9edf9f83633e031bf344d862d645a4936f58757670ca30a8037ed,A5E91,EXT POLE FDT 1,SOURCE_ASSET,1,,BYLAYER,-1,0.0,0.0,0.0,PTECH:EXISTING|ROT_QGIS:0.000000000,"[{""operation"":""identity"",""source_entity_key"":""b094449b79d9edf9f83633e031bf344d862d645a4936f58757670ca30a8037ed"",""max_displacement_m"":0.0}]",,,,,,
24,MR.TGGR04-2.P013,,,,,,,,,,,,,,,,629865.6423444324,9314071.955546767,MR.TGGR04-2.P013,DWG_DERIVED:AI-ANNOTATION-OBSERVED_7A0CD45381E5622D117427EB889EC999-001|RULE:AI-ANNOTATION-ASSIGN-001,26df2912608f464cea8e65fb5a27dccf0a8a14ed54913c5ec4105e20ec2cf273,A5CD3,NEW POLE 7m (3 inches) FDT 2,SOURCE_ASSET,4,,BYLAYER,-1,0.0,0.0,0.0,"PTECH:NP7 3""|ROT_QGIS:0.000000000","[{""operation"":""identity"",""source_entity_key"":""26df2912608f464cea8e65fb5a27dccf0a8a14ed54913c5ec4105e20ec2cf273"",""max_displacement_m"":0.0}]",,,,,,
25,MR.TGGR04-2.P002,,,,,,,,,,,,,,,,630084.579426994,9314085.18344054,MR.TGGR04-2.P002,DWG_DERIVED:AI-ANNOTATION-OBSERVED_5577636E76166B75274F71DFBA514704-001|RULE:AI-ANNOTATION-ASSIGN-001,590c47c27ce15d3695cf1c3a912bb6b2dfd72d742163b3e9186b3a23cbc2d31c,A5E4D,NEW POLE 7M 2.5INCH FDT 2,SOURCE_ASSET,212,,BYLAYER,-1,0.0,0.0,0.0,"PTECH:NP7 2.5""|ROT_QGIS:0.000000000","[{""operation"":""identity"",""source_entity_key"":""590c47c27ce15d3695cf1c3a912bb6b2dfd72d742163b3e9186b3a23cbc2d31c"",""max_displacement_m"":0.0}]",,,,,,
26,MR.TGGR04-1.P020,,,,,,,,,,,,,,,,630173.4448588153,9314534.928634215,MR.TGGR04-1.P020,DWG_DERIVED:AI-ANNOTATION-OBSERVED_F6B8BD116445737BA00FB1D03FFCFB6F-001|RULE:AI-ANNOTATION-ASSIGN-001,dc2468dd827a7432790bf6345f31ab92122af8a273700cf1b271e31ecb095d5a,A5AB8,NEW POLE 7m (3 inches) FDT 1,SOURCE_ASSET,4,,BYLAYER,-1,0.0,0.0,0.0,"PTECH:NP7 3""|ROT_QGIS:0.000000000","[{""operation"":""identity"",""source_entity_key"":""dc2468dd827a7432790bf6345f31ab92122af8a273700cf1b271e31ecb095d5a"",""max_displacement_m"":0.0}]",,,,,,
27,MR.TGGR04-2.P007,,,,,,,,,,,,,,,,629937.0547884116,9314157.926181389,MR.TGGR04-2.P007,DWG_DERIVED:AI-ANNOTATION-OBSERVED_7A0CD45381E5622D117427EB889EC999-001|RULE:AI-ANNOTATION-ASSIGN-001,dc8e956173c10e660f9cdbd982059db74f9b1addb745ce58e37bd79ad7354ef0,A5CB7,NEW POLE 7m (3 inches) FDT 2,SOURCE_ASSET,4,,BYLAYER,-1,0.0,0.0,0.0,"PTECH:NP7 3""|ROT_QGIS:0.000000000","[{""operation"":""identity"",""source_entity_key"":""dc8e956173c10e660f9cdbd982059db74f9b1addb745ce58e37bd79ad7354ef0"",""max_displacement_m"":0.0}]",,,,,,
28,MR.TGGR04-2.P042,,,,,,,,,,,,,,,,629633.6386015239,9313945.0360158,MR.TGGR04-2.P042,DWG_DERIVED:AI-ANNOTATION-OBSERVED_7A0CD45381E5622D117427EB889EC999-001|RULE:AI-ANNOTATION-ASSIGN-001,1a63e34a10f2f36acb0c9e7e0239ea92ec1a2b24c8bf76492a9c9897ea6ea2b9,A5D5F,NEW POLE 7m (3 inches) FDT 2,SOURCE_ASSET,4,,BYLAYER,-1,0.0,0.0,0.0,"PTECH:NP7 3""|ROT_QGIS:0.000000000","[{""operation"":""identity"",""source_entity_key"":""1a63e34a10f2f36acb0c9e7e0239ea92ec1a2b24c8bf76492a9c9897ea6ea2b9"",""max_displacement_m"":0.0}]",,,,,,
29,EXT.MR.WLT2.TGGR04-2.P003,,,,,,,,,,,,,,,,630284.170180202,9314212.698523063,EXT.MR.WLT2.TGGR04-2.P003,DWG_DERIVED:AI-ANNOTATION-OBSERVED_8F75A35FB5F1D65C797BDA444F709364-001|RULE:AI-ANNOTATION-ASSIGN-001,c15611cf9a1c8167e9a00028c24643f9070bd1cb7049035f3456e5b487f7a047,A5A33,EXT POLE FDT 1,SOURCE_ASSET,1,,BYLAYER,-1,0.0,0.0,0.0,PTECH:EXISTING|ROT_QGIS:0.000000000,"[{""operation"":""identity"",""source_entity_key"":""c15611cf9a1c8167e9a00028c24643f9070bd1cb7049035f3456e5b487f7a047"",""max_displacement_m"":0.0}]",,,,,,
30,MR.TGGR04-2.P010,,,,,,,,,,,,,,,,629935.0143463858,9314075.572825346,MR.TGGR04-2.P010,DWG_DERIVED:AI-ANNOTATION-OBSERVED_7A0CD45381E5622D117427EB889EC999-001|RULE:AI-ANNOTATION-ASSIGN-001,51b760ffc3d5e6ecf0f75c8bd282d5e6c33a9048df752448e8d4d498087aa02a,A5CC5,NEW POLE 7m (3 inches) FDT 2,SOURCE_ASSET,4,,BYLAYER,-1,0.0,0.0,0.0,"PTECH:NP7 3""|ROT_QGIS:0.000000000","[{""operation"":""identity"",""source_entity_key"":""51b760ffc3d5e6ecf0f75c8bd282d5e6c33a9048df752448e8d4d498087aa02a"",""max_displacement_m"":0.0}]",,,,,,
31,MR.TGGR04-1.P010,,,,,,,,,,,,,,,,630214.7283779039,9314371.042654362,MR.TGGR04-1.P010,DWG_DERIVED:AI-ANNOTATION-OBSERVED_F6B8BD116445737BA00FB1D03FFCFB6F-001|RULE:AI-ANNOTATION-ASSIGN-001,ac567fa74b666bfd0cd16baed5392017af9c1219b1f7cb91b7db7f91a7759fcf,A5A80,NEW POLE 7m (3 inches) FDT 1,SOURCE_ASSET,4,,BYLAYER,-1,0.0,0.0,0.0,"PTECH:NP7 3""|ROT_QGIS:0.000000000","[{""operation"":""identity"",""source_entity_key"":""ac567fa74b666bfd0cd16baed5392017af9c1219b1f7cb91b7db7f91a7759fcf"",""max_displacement_m"":0.0}]",,,,,,
32,MR.TGGR04-2.P050,,,,,,,,,,,,,,,,629453.6122762357,9313932.493179588,MR.TGGR04-2.P050,DWG_DERIVED:AI-ANNOTATION-OBSERVED_7A0CD45381E5622D117427EB889EC999-001|RULE:AI-ANNOTATION-ASSIGN-001,e259a2aaef74b3f603439d714eeca43afdfe41712cd714aeabc4b3c2652c4100,A5D82,NEW POLE 7m (3 inches) FDT 2,SOURCE_ASSET,4,,BYLAYER,-1,0.0,0.0,0.0,"PTECH:NP7 3""|ROT_QGIS:0.000000000","[{""operation"":""identity"",""source_entity_key"":""e259a2aaef74b3f603439d714eeca43afdfe41712cd714aeabc4b3c2652c4100"",""max_displacement_m"":0.0}]",,,,,,
33,MR.TGGR04-2.P008,,,,,,,,,,,,,,,,629937.6535461892,9314125.023014624,MR.TGGR04-2.P008,DWG_DERIVED:AI-ANNOTATION-OBSERVED_7A0CD45381E5622D117427EB889EC999-001|RULE:AI-ANNOTATION-ASSIGN-001,1290c24ba215560e8b66f12ab48cca3b44bc513c42da5ea067dc3adf54f8ed05,A5CBE,NEW POLE 7m (3 inches) FDT 2,SOURCE_ASSET,4,,BYLAYER,-1,0.0,0.0,0.0,"PTECH:NP7 3""|ROT_QGIS:0.000000000","[{""operation"":""identity"",""source_entity_key"":""1290c24ba215560e8b66f12ab48cca3b44bc513c42da5ea067dc3adf54f8ed05"",""max_displacement_m"":0.0}]",,,,,,
34,MR.TGGR04-2.P015,,,,,,,,,,,,,,,,629792.7957290498,9314066.771650411,MR.TGGR04-2.P015,DWG_DERIVED:AI-ANNOTATION-OBSERVED_7A0CD45381E5622D117427EB889EC999-001|RULE:AI-ANNOTATION-ASSIGN-001,531e6b0eac6a18bb6bb55fcbf51a733c3ac3d15e6217acbe76eac7ba61a3c57d,A5CE1,NEW POLE 7m (3 inches) FDT 2,SOURCE_ASSET,4,,BYLAYER,-1,0.0,0.0,0.0,"PTECH:NP7 3""|ROT_QGIS:0.000000000","[{""operation"":""identity"",""source_entity_key"":""531e6b0eac6a18bb6bb55fcbf51a733c3ac3d15e6217acbe76eac7ba61a3c57d"",""max_displacement_m"":0.0}]",,,,,,
35,MR.TGGR04-2.P031,,,,,,,,,,,,,,,,629938.5522698141,9313899.021469243,MR.TGGR04-2.P031,DWG_DERIVED:AI-ANNOTATION-OBSERVED_5577636E76166B75274F71DFBA514704-001|RULE:AI-ANNOTATION-ASSIGN-001,e3d4e2117dcf8971640bf1c846df0c3533f53ceac7a9da5c8f85fcdf4059d5de,A5E1C,NEW POLE 7M 2.5INCH FDT 2,SOURCE_ASSET,212,,BYLAYER,-1,0.0,0.0,0.0,"PTECH:NP7 2.5""|ROT_QGIS:0.000000000","[{""operation"":""identity"",""source_entity_key"":""e3d4e2117dcf8971640bf1c846df0c3533f53ceac7a9da5c8f85fcdf4059d5de"",""max_displacement_m"":0.0}]",,,,,,
36,MR.TGGR04-2.P068,,,,,,,,,,,,,,,,629290.4116894555,9314082.173798721,MR.TGGR04-2.P068,DWG_DERIVED:AI-ANNOTATION-OBSERVED_7A0CD45381E5622D117427EB889EC999-001|RULE:AI-ANNOTATION-ASSIGN-001,362384588c64c0d1941ad9fda85fa7a960ad6cfab96da07a6bea3fa5c10dc074,A5DE4,NEW POLE 7m (3 inches) FDT 2,SOURCE_ASSET,4,,BYLAYER,-1,0.0,0.0,0.0,"PTECH:NP7 3""|ROT_QGIS:0.000000000","[{""operation"":""identity"",""source_entity_key"":""362384588c64c0d1941ad9fda85fa7a960ad6cfab96da07a6bea3fa5c10dc074"",""max_displacement_m"":0.0}]",,,,,,
37,MR.TGGR04-2.P022,,,,,,,,,,,,,,,,629958.9096834074,9313989.200572815,MR.TGGR04-2.P022,DWG_DERIVED:AI-ANNOTATION-OBSERVED_7A0CD45381E5622D117427EB889EC999-001|RULE:AI-ANNOTATION-ASSIGN-001,1aa573e45573fa8166f7c4d597074caff753f0b91f6b2581795756aa8d24b4ee,A5D04,NEW POLE 7m (3 inches) FDT 2,SOURCE_ASSET,4,,BYLAYER,-1,0.0,0.0,0.0,"PTECH:NP7 3""|ROT_QGIS:0.000000000","[{""operation"":""identity"",""source_entity_key"":""1aa573e45573fa8166f7c4d597074caff753f0b91f6b2581795756aa8d24b4ee"",""max_displacement_m"":0.0}]",,,,,,
