fid,CODE,CODE_PTC,REF_PLAQUE,REF_NRO,REF_PM,TYPE,TYPE_STRUCTURE,MODE_POSE,CAPACITE,NB_LOGEMENT,NB_SPLICES,NB_FIBRE_UTIL,FABRIQUANT,REF_BPE,NB_CASSETTES_MAX,CABLE_AMONT,STATUT,PROPRIETAIRE,GESTIONNAIRE,ADRESSSE,VILLE,CODE_POSTAL,COMMENT,X,Y,display_label,label_provenance,source_entity_key,source_handle,source_layer,geometry_role,style_aci,style_truecolor,style_linetype,style_lineweight,style_rotation,style_rotation_deg,style_qgis_rotation_deg,style_render_key,lineage_json,source_cad_length_m,dimension_length_m,source_segment_sum_m,source_native_length_delta_m,delivery_grid_length_m,geodesic_length_m
11,TGGR04-2.023.A05,,,,,,,,,,,,,,,,,,,,,,,629935.0143463858,9314075.572825346,TGGR04-2.023.A05 · 16,DWG_DERIVED:AI-ANNOTATION-OBSERVED_57E087A37B05A51B896DF9D2FE7F9E6E-001|RULE:AI-ANNOTATION-ASSIGN-001|DWG_DERIVED:nearby-integer-label,5ea988db9f2b62d0daed8d78eee3911df8ab80e67d4ad8489e3585e32f988fb6,A5EB7,FAT,SOURCE_ASSET,40,,BYLAYER,-1,0.0,0.0,0.0,ACI:40|LT:BYLAYER|LW:-1|ROT_QGIS:0.000000000,"[{""operation"":""rectangular_frame_centroid"",""source_entity_key"":""5ea988db9f2b62d0daed8d78eee3911df8ab80e67d4ad8489e3585e32f988fb6"",""max_displacement_m"":0.0},{""operation"":""select_device_number_label"",""source_entity_key"":""50b0367b9d5651fa79a0045f6d07606b95218c8b72d242a94932d5c6cc049384"",""source_handle"":""A5EB8"",""target_source_entity_key"":""5ea988db9f2b62d0daed8d78eee3911df8ab80e67d4ad8489e3585e32f988fb6"",""field_name"":""DEVICE_NUMBER"",""selected_value"":""16"",""distance_native_m"":2.1665940591665565,""method"":""nearest_unused_integer_label_within_20_native_m"",""review_status"":""required"",""geometry_changed"":false},{""operation"":""collocate_with_support"",""source_entity_key"":""5ea988db9f2b62d0daed8d78eee3911df8ab80e67d4ad8489e3585e32f988fb6"",""support_feature_key"":""646c014101ce6868c0e1b07752a4d0c7e043fbe2d5191d5c10b413b4680b2b98"",""support_handle"":""A5CC5"",""max_displacement_m"":1.7853808335093666}]",,,,,,
12,TGGR04-2.023.A13,,,,,,,,,,,,,,,,,,,,,,,629453.6122762357,9313932.493179588,TGGR04-2.023.A13 · 16,DWG_DERIVED:AI-ANNOTATION-OBSERVED_57E087A37B05A51B896DF9D2FE7F9E6E-001|RULE:AI-ANNOTATION-ASSIGN-001|DWG_DERIVED:nearby-integer-label,1099a72b7204d70c980818b9a15d0fae3fefe823501c0f1fca1e0e31508456e6,A5ED6,FAT,SOURCE_ASSET,40,,BYLAYER,-1,0.0,0.0,0.0,ACI:40|LT:BYLAYER|LW:-1|ROT_QGIS:0.000000000,"[{""operation"":""rectangular_frame_centroid"",""source_entity_key"":""1099a72b7204d70c980818b9a15d0fae3fefe823501c0f1fca1e0e31508456e6"",""max_displacement_m"":0.0},{""operation"":""select_device_number_label"",""source_entity_key"":""aa148775d090a8c00f2821434be5eaae7ba9aafd16ad7580b25d0fe7df848cc0"",""source_handle"":""A5ED8"",""target_source_entity_key"":""1099a72b7204d70c980818b9a15d0fae3fefe823501c0f1fca1e0e31508456e6"",""field_name"":""DEVICE_NUMBER"",""selected_value"":""16"",""distance_native_m"":2.166594059165706,""method"":""nearest_unused_integer_label_within_20_native_m"",""review_status"":""required"",""geometry_changed"":false},{""operation"":""collocate_with_support"",""source_entity_key"":""1099a72b7204d70c980818b9a15d0fae3fefe823501c0f1fca1e0e31508456e6"",""support_feature_key"":""6683e00605666210f33b1f9f37efb7df867d1719c283efa3f88d5d6c50c0ff7b"",""support_handle"":""A5D82"",""max_displacement_m"":1.7534757749536336}]",,,,,,
13,TGGR04-1.022.A02,,,,,,,,,,,,,,,,,,,,,,,630289.6290490777,9314235.710616313,TGGR04-1.022.A02 · 16,DWG_DERIVED:AI-ANNOTATION-OBSERVED_57E087A37B05A51B896DF9D2FE7F9E6E-001|RULE:AI-ANNOTATION-ASSIGN-001|DWG_DERIVED:nearby-integer-label,1c807a394297027d1d03e4c4b5d5232df9e106e930b9a91e2674cffe20ed1292,A5B75,FAT,SOURCE_ASSET,40,,BYLAYER,-1,0.0,0.0,0.0,ACI:40|LT:BYLAYER|LW:-1|ROT_QGIS:0.000000000,"[{""operation"":""rectangular_frame_centroid"",""source_entity_key"":""1c807a394297027d1d03e4c4b5d5232df9e106e930b9a91e2674cffe20ed1292"",""max_displacement_m"":0.0},{""operation"":""select_device_number_label"",""source_entity_key"":""4685524c33c535b17008bb7feed0cb7fe250abee0ed8840a94bb28bf353e553f"",""source_handle"":""A5B77"",""target_source_entity_key"":""1c807a394297027d1d03e4c4b5d5232df9e106e930b9a91e2674cffe20ed1292"",""field_name"":""DEVICE_NUMBER"",""selected_value"":""16"",""distance_native_m"":2.166594059166637,""method"":""nearest_unused_integer_label_within_20_native_m"",""review_status"":""required"",""geometry_changed"":false},{""operation"":""collocate_with_support"",""source_entity_key"":""1c807a394297027d1d03e4c4b5d5232df9e106e930b9a91e2674cffe20ed1292"",""support_feature_key"":""f7adcc52e6b63c7d5c658bcdfea9e69e2f1d4f88851450a0371ef4b1c4d49e51"",""support_handle"":""A5A2C"",""max_displacement_m"":1.4196184165545098}]",,,,,,
14,TGGR04-1.022.A08,,,,,,,,,,,,,,,,,,,,,,,630188.4945221023,9314574.87445712,TGGR04-1.022.A08 · 16,DWG_DERIVED:AI-ANNOTATION-OBSERVED_57E087A37B05A51B896DF9D2FE7F9E6E-001|RULE:AI-ANNOTATION-ASSIGN-001|DWG_DERIVED:nearby-integer-label,bd629f7fb6cf4f18f0165d81cd964030493bde6904dd76b202e37fe4191ab03c,A5B8E,FAT,SOURCE_ASSET,40,,BYLAYER,-1,0.0,0.0,0.0,ACI:40|LT:BYLAYER|LW:-1|ROT_QGIS:0.000000000,"[{""operation"":""rectangular_frame_centroid"",""source_entity_key"":""bd629f7fb6cf4f18f0165d81cd964030493bde6904dd76b202e37fe4191ab03c"",""max_displacement_m"":0.0},{""operation"":""select_device_number_label"",""source_entity_key"":""145040d56c50420842c79829a1b1ec858139ec64a179bd1edf7f60a16c830740"",""source_handle"":""A5B8F"",""target_source_entity_key"":""bd629f7fb6cf4f18f0165d81cd964030493bde6904dd76b202e37fe4191ab03c"",""field_name"":""DEVICE_NUMBER"",""selected_value"":""16"",""distance_native_m"":2.1665940591663952,""method"":""nearest_unused_integer_label_within_20_native_m"",""review_status"":""required"",""geometry_changed"":false},{""operation"":""collocate_with_support"",""source_entity_key"":""bd629f7fb6cf4f18f0165d81cd964030493bde6904dd76b202e37fe4191ab03c"",""support_feature_key"":""0b9f6a5e0faf3c52c579b644b7ce6b597f875f3229fc6211dbab3279e16ac118"",""support_handle"":""A5ABF"",""max_displacement_m"":1.7336769720028469}]",,,,,,
15,TGGR04-1.022.A05,,,,,,,,,,,,,,,,,,,,,,,630219.9773418515,9314444.214505965,TGGR04-1.022.A05 · 16,DWG_DERIVED:AI-ANNOTATION-OBSERVED_57E087A37B05A51B896DF9D2FE7F9E6E-001|RULE:AI-ANNOTATION-ASSIGN-001|DWG_DERIVED:nearby-integer-label,b6d7ede4cbe180f5fc4628196287bb2cb451e54f9d06b06dff41c0133cf7116f,A5B81,FAT,SOURCE_ASSET,40,,BYLAYER,-1,0.0,0.0,0.0,ACI:40|LT:BYLAYER|LW:-1|ROT_QGIS:0.000000000,"[{""operation"":""rectangular_frame_centroid"",""source_entity_key"":""b6d7ede4cbe180f5fc4628196287bb2cb451e54f9d06b06dff41c0133cf7116f"",""max_displacement_m"":0.0},{""operation"":""select_device_number_label"",""source_entity_key"":""b273a4c5998aa82c652320780c0d10884acea9b969aae566374404bc48db842c"",""source_handle"":""A5B83"",""target_source_entity_key"":""b6d7ede4cbe180f5fc4628196287bb2cb451e54f9d06b06dff41c0133cf7116f"",""field_name"":""DEVICE_NUMBER"",""selected_value"":""16"",""distance_native_m"":2.1665940591667177,""method"":""nearest_unused_integer_label_within_20_native_m"",""review_status"":""required"",""geometry_changed"":false},{""operation"":""collocate_with_support"",""source_entity_key"":""b6d7ede4cbe180f5fc4628196287bb2cb451e54f9d06b06dff41c0133cf7116f"",""support_feature_key"":""e77fa81fa1e791b621247034bd3efe63db994205dc3057fab069ba8dfff38208"",""support_handle"":""A5A9C"",""max_displacement_m"":0.20386521680741948}]",,,,,,
16,TGGR04-2.023.A15,,,,,,,,,,,,,,,,,,,,,,,629410.69413194,9313892.925679602,TGGR04-2.023.A15 · 16,DWG_DERIVED:AI-ANNOTATION-OBSERVED_57E087A37B05A51B896DF9D2FE7F9E6E-001|RULE:AI-ANNOTATION-ASSIGN-001|DWG_DERIVED:nearby-integer-label,16fbd486ba068bf5c4f10ee2850d3952adb2f57e02124b3b874b8bfbc6136448,A5EDF,FAT,SOURCE_ASSET,40,,BYLAYER,-1,0.0,0.0,0.0,ACI:40|LT:BYLAYER|LW:-1|ROT_QGIS:0.000000000,"[{""operation"":""rectangular_frame_centroid"",""source_entity_key"":""16fbd486ba068bf5c4f10ee2850d3952adb2f57e02124b3b874b8bfbc6136448"",""max_displacement_m"":0.0},{""operation"":""select_device_number_label"",""source_entity_key"":""ad39fe5c3bac855d219f79ea2638ff3899bcce324ec53fb3bc01a518ca9c7b09"",""source_handle"":""A5EE0"",""target_source_entity_key"":""16fbd486ba068bf5c4f10ee2850d3952adb2f57e02124b3b874b8bfbc6136448"",""field_name"":""DEVICE_NUMBER"",""selected_value"":""16"",""distance_native_m"":2.16659405916597,""method"":""nearest_unused_integer_label_within_20_native_m"",""review_status"":""required"",""geometry_changed"":false},{""operation"":""collocate_with_support"",""source_entity_key"":""16fbd486ba068bf5c4f10ee2850d3952adb2f57e02124b3b874b8bfbc6136448"",""support_feature_key"":""b5345448c989e01ac313e4f45f84bf7d79df532aa9f57fec775e216de99fe305"",""support_handle"":""A5D90"",""max_displacement_m"":0.20386521688458606}]",,,,,,
17,TGGR04-1.022.A11,,,,,,,,,,,,,,,,,,,,,,,630123.6181289697,9314333.930788482,TGGR04-1.022.A11 · 16,DWG_DERIVED:AI-ANNOTATION-OBSERVED_57E087A37B05A51B896DF9D2FE7F9E6E-001|RULE:AI-ANNOTATION-ASSIGN-001|DWG_DERIVED:nearby-integer-label,2f83c812177ed3460656054fee1e8e022ce96b6106a1813802197392d466eff4,A5B99,FAT,SOURCE_ASSET,40,,BYLAYER,-1,0.0,0.0,0.0,ACI:40|LT:BYLAYER|LW:-1|ROT_QGIS:0.000000000,"[{""operation"":""rectangular_frame_centroid"",""source_entity_key"":""2f83c812177ed3460656054fee1e8e022ce96b6106a1813802197392d466eff4"",""max_displacement_m"":0.0},{""operation"":""select_device_number_label"",""source_entity_key"":""5dde421c26d15c5afcf7a1818277145f4f94cbffdf402f7e69d3c83592aeb967"",""source_handle"":""A5B9B"",""target_source_entity_key"":""2f83c812177ed3460656054fee1e8e022ce96b6106a1813802197392d466eff4"",""field_name"":""DEVICE_NUMBER"",""selected_value"":""16"",""distance_native_m"":2.166594059166637,""method"":""nearest_unused_integer_label_within_20_native_m"",""review_status"":""required"",""geometry_changed"":false},{""operation"":""collocate_with_support"",""source_entity_key"":""2f83c812177ed3460656054fee1e8e022ce96b6106a1813802197392d466eff4"",""support_feature_key"":""b34538babd3d9ced7f4cabe36ca8e2f618a35e6260e50a798e1133c8a5734caa"",""support_handle"":""A5AFE"",""max_displacement_m"":1.472076088445938}]",,,,,,
18,TGGR04-2.023.A06,,,,,,,,,,,,,,,,,,,,,,,629792.7957290498,9314066.771650411,TGGR04-2.023.A06 · 16,DWG_DERIVED:AI-ANNOTATION-OBSERVED_57E087A37B05A51B896DF9D2FE7F9E6E-001|RULE:AI-ANNOTATION-ASSIGN-001|DWG_DERIVED:nearby-integer-label,109c02ea94040025cfb0cf0ffe17a3bce5ccc1a430de84ae401450335a234729,A5EBB,FAT,SOURCE_ASSET,40,,BYLAYER,-1,0.0,0.0,0.0,ACI:40|LT:BYLAYER|LW:-1|ROT_QGIS:0.000000000,"[{""operation"":""rectangular_frame_centroid"",""source_entity_key"":""109c02ea94040025cfb0cf0ffe17a3bce5ccc1a430de84ae401450335a234729"",""max_displacement_m"":0.0},{""operation"":""select_device_number_label"",""source_entity_key"":""08b22d74910f94a57c22927700b1f80062eda1a3556919e5d7676678c8954972"",""source_handle"":""A5EBC"",""target_source_entity_key"":""109c02ea94040025cfb0cf0ffe17a3bce5ccc1a430de84ae401450335a234729"",""field_name"":""DEVICE_NUMBER"",""selected_value"":""16"",""distance_native_m"":2.16659405916597,""method"":""nearest_unused_integer_label_within_20_native_m"",""review_status"":""required"",""geometry_changed"":false},{""operation"":""collocate_with_support"",""source_entity_key"":""109c02ea94040025cfb0cf0ffe17a3bce5ccc1a430de84ae401450335a234729"",""support_feature_key"":""67cdbedbfeb01220ae1f04864eff105c8c4b002fac079c32e9aab10d5a754ade"",""support_handle"":""A5CE1"",""max_displacement_m"":2.0171120872170856}]",,,,,,
19,TGGR04-2.023.A07,,,,,,,,,,,,,,,,,,,,,,,629903.9034984446,9314000.382181017,TGGR04-2.023.A07 · 16,DWG_DERIVED:AI-ANNOTATION-OBSERVED_57E087A37B05A51B896DF9D2FE7F9E6E-001|RULE:AI-ANNOTATION-ASSIGN-001|DWG_DERIVED:nearby-integer-label,04a61d8bbfaa19d5951bb7719043f6fd34c11b5e91c604bd4ea5454f1bb6d3b9,A5EBF,FAT,SOURCE_ASSET,40,,BYLAYER,-1,0.0,0.0,0.0,ACI:40|LT:BYLAYER|LW:-1|ROT_QGIS:0.000000000,"[{""operation"":""rectangular_frame_centroid"",""source_entity_key"":""04a61d8bbfaa19d5951bb7719043f6fd34c11b5e91c604bd4ea5454f1bb6d3b9"",""max_displacement_m"":0.0},{""operation"":""select_device_number_label"",""source_entity_key"":""37c2ee569a989161afb7bd34d605a4a8cefb4c2eaf1849772646b58dd2d41987"",""source_handle"":""A5EC0"",""target_source_entity_key"":""04a61d8bbfaa19d5951bb7719043f6fd34c11b5e91c604bd4ea5454f1bb6d3b9"",""field_name"":""DEVICE_NUMBER"",""selected_value"":""16"",""distance_native_m"":2.16659405916597,""method"":""nearest_unused_integer_label_within_20_native_m"",""review_status"":""required"",""geometry_changed"":false},{""operation"":""collocate_with_support"",""source_entity_key"":""04a61d8bbfaa19d5951bb7719043f6fd34c11b5e91c604bd4ea5454f1bb6d3b9"",""support_feature_key"":""cf9731f17b6591788b940c955e1d399df3c5c9c3714250c47bf894a507eda649"",""support_handle"":""A5CF6"",""max_displacement_m"":2.005928741742087}]",,,,,,
20,TGGR04-2.023.A03,,,,,,,,,,,,,,,,,,,,,,,630032.9887371832,9314167.318224322,TGGR04-2.023.A03 · 16,DWG_DERIVED:AI-ANNOTATION-OBSERVED_57E087A37B05A51B896DF9D2FE7F9E6E-001|RULE:AI-ANNOTATION-ASSIGN-001|DWG_DERIVED:nearby-integer-label,710d37d899904015e251de456d3b32ec748d1b839554988d72c2845b075a24f4,A5EA6,FAT,SOURCE_ASSET,40,,BYLAYER,-1,0.0,0.0,0.0,ACI:40|LT:BYLAYER|LW:-1|ROT_QGIS:0.000000000,"[{""operation"":""rectangular_frame_centroid"",""source_entity_key"":""710d37d899904015e251de456d3b32ec748d1b839554988d72c2845b075a24f4"",""max_displacement_m"":0.0},{""operation"":""select_device_number_label"",""source_entity_key"":""cc7c0d9a367bb6769ee7c07258189faa60d972e54a9e62e230d3f090e72f23d8"",""source_handle"":""A5EA8"",""target_source_entity_key"":""710d37d899904015e251de456d3b32ec748d1b839554988d72c2845b075a24f4"",""field_name"":""DEVICE_NUMBER"",""selected_value"":""16"",""distance_native_m"":2.166594059165999,""method"":""nearest_unused_integer_label_within_20_native_m"",""review_status"":""required"",""geometry_changed"":false},{""operation"":""collocate_with_support"",""source_entity_key"":""710d37d899904015e251de456d3b32ec748d1b839554988d72c2845b075a24f4"",""support_feature_key"":""b4964dc9bfcbd29f240c5172b8cdf62dfa377914660e05d3c4a39669ed6faad1"",""support_handle"":""A5CA9"",""max_displacement_m"":0.24552930266400952}]",,,,,,
21,TGGR04-2.023.A12,,,,,,,,,,,,,,,,,,,,,,,629804.657458562,9313885.594673797,TGGR04-2.023.A12 · 16,DWG_DERIVED:AI-ANNOTATION-OBSERVED_57E087A37B05A51B896DF9D2FE7F9E6E-001|RULE:AI-ANNOTATION-ASSIGN-001|DWG_DERIVED:nearby-integer-label,c2f43040ad292c8233ba1c8802ba663f4229fef6feef153bd64d143309a393f8,A5ED3,FAT,SOURCE_ASSET,40,,BYLAYER,-1,0.0,0.0,0.0,ACI:40|LT:BYLAYER|LW:-1|ROT_QGIS:0.000000000,"[{""operation"":""rectangular_frame_centroid"",""source_entity_key"":""c2f43040ad292c8233ba1c8802ba663f4229fef6feef153bd64d143309a393f8"",""max_displacement_m"":0.0},{""operation"":""select_device_number_label"",""source_entity_key"":""c1cf791a27d959c29e015d4ee425c89e7fc261bc410fc32f062c17e7dce85569"",""source_handle"":""A5ED4"",""target_source_entity_key"":""c2f43040ad292c8233ba1c8802ba663f4229fef6feef153bd64d143309a393f8"",""field_name"":""DEVICE_NUMBER"",""selected_value"":""16"",""distance_native_m"":2.166594059166131,""method"":""nearest_unused_integer_label_within_20_native_m"",""review_status"":""required"",""geometry_changed"":false},{""operation"":""collocate_with_support"",""source_entity_key"":""c2f43040ad292c8233ba1c8802ba663f4229fef6feef153bd64d143309a393f8"",""support_feature_key"":""936b071550edb1a4b0f63273094d0b00eaa2609f123443d74077f55e4bbfd58b"",""support_handle"":""A5D4A"",""max_displacement_m"":2.0023593973178264}]",,,,,,
22,TGGR04-2.023.A19,,,,,,,,,,,,,,,,,,,,,,,629288.1889977946,9314049.272631297,TGGR04-2.023.A19 · 2,DWG_DERIVED:AI-ANNOTATION-OBSERVED_57E087A37B05A51B896DF9D2FE7F9E6E-001|RULE:AI-ANNOTATION-ASSIGN-001|DWG_DERIVED:nearby-integer-label,1ac35702908145b96c8fb596d3b73a044e74817af7e3defdf04783a70e1a6361,A5EEF,FAT,SOURCE_ASSET,40,,BYLAYER,-1,0.0,0.0,0.0,ACI:40|LT:BYLAYER|LW:-1|ROT_QGIS:0.000000000,"[{""operation"":""rectangular_frame_centroid"",""source_entity_key"":""1ac35702908145b96c8fb596d3b73a044e74817af7e3defdf04783a70e1a6361"",""max_displacement_m"":0.0},{""operation"":""select_device_number_label"",""source_entity_key"":""951c0f27a82e5ef459e4e44f890e78230db19f85f9cce0e82fd927e10fd37719"",""source_handle"":""A5F90"",""target_source_entity_key"":""1ac35702908145b96c8fb596d3b73a044e74817af7e3defdf04783a70e1a6361"",""field_name"":""DEVICE_NUMBER"",""selected_value"":""2"",""distance_native_m"":1.4447788835031259,""method"":""nearest_unused_integer_label_within_20_native_m"",""review_status"":""required"",""geometry_changed"":false},{""operation"":""collocate_with_support"",""source_entity_key"":""1ac35702908145b96c8fb596d3b73a044e74817af7e3defdf04783a70e1a6361"",""support_feature_key"":""b1413f5977dcd3de80bfe2468361814545173a6b4bc7fd87c3085e13c61af65f"",""support_handle"":""A5DD6"",""max_displacement_m"":1.8238690730702178}]",,,,,,
23,TGGR04-2.023.A09,,,,,,,,,,,,,,,,,,,,,,,629971.9464629771,9313897.918154422,TGGR04-2.023.A09 · 16,DWG_DERIVED:AI-ANNOTATION-OBSERVED_57E087A37B05A51B896DF9D2FE7F9E6E-001|RULE:AI-ANNOTATION-ASSIGN-001|DWG_DERIVED:nearby-integer-label,6c317b326e5668e786c0b3f8e16216de1463a5e7caae495972ea06925a29cefc,A5EC7,FAT,SOURCE_ASSET,40,,BYLAYER,-1,0.0,0.0,0.0,ACI:40|LT:BYLAYER|LW:-1|ROT_QGIS:0.000000000,"[{""operation"":""rectangular_frame_centroid"",""source_entity_key"":""6c317b326e5668e786c0b3f8e16216de1463a5e7caae495972ea06925a29cefc"",""max_displacement_m"":0.0},{""operation"":""select_device_number_label"",""source_entity_key"":""f035502d820dd08329e5a7c2da1a1cd1c8c75113b3f4012cd27e9621f22dc496"",""source_handle"":""A5EC8"",""target_source_entity_key"":""6c317b326e5668e786c0b3f8e16216de1463a5e7caae495972ea06925a29cefc"",""field_name"":""DEVICE_NUMBER"",""selected_value"":""16"",""distance_native_m"":2.1665940591668496,""method"":""nearest_unused_integer_label_within_20_native_m"",""review_status"":""required"",""geometry_changed"":false},{""operation"":""collocate_with_support"",""source_entity_key"":""6c317b326e5668e786c0b3f8e16216de1463a5e7caae495972ea06925a29cefc"",""support_feature_key"":""d8a6d59c2d73d0595deef66ae4c43563b7e3cc68cc547618d756c20758f73c8c"",""support_handle"":""A5D20"",""max_displacement_m"":0.11642391754820226}]",,,,,,
24,TGGR04-1.022.A09,,,,,,,,,,,,,,,,,,,,,,,630216.5865596526,9314568.877196576,TGGR04-1.022.A09 · 2,DWG_DERIVED:AI-ANNOTATION-OBSERVED_57E087A37B05A51B896DF9D2FE7F9E6E-001|RULE:AI-ANNOTATION-ASSIGN-001|DWG_DERIVED:nearby-integer-label,79f4fd0cbe5900d4a648b40c634e675aecc310f1b7f844b7e51cc66beddcb7c6,A5B92,FAT,SOURCE_ASSET,40,,BYLAYER,-1,0.0,0.0,0.0,ACI:40|LT:BYLAYER|LW:-1|ROT_QGIS:0.000000000,"[{""operation"":""rectangular_frame_centroid"",""source_entity_key"":""79f4fd0cbe5900d4a648b40c634e675aecc310f1b7f844b7e51cc66beddcb7c6"",""max_displacement_m"":0.0},{""operation"":""select_device_number_label"",""source_entity_key"":""0f72efc70d3a39d28b8fc27734c54d20e21d03de5c48cdee7d3fc167d6ee5851"",""source_handle"":""A5F39"",""target_source_entity_key"":""79f4fd0cbe5900d4a648b40c634e675aecc310f1b7f844b7e51cc66beddcb7c6"",""field_name"":""DEVICE_NUMBER"",""selected_value"":""2"",""distance_native_m"":1.1191263385521546,""method"":""nearest_unused_integer_label_within_20_native_m"",""review_status"":""required"",""geometry_changed"":false},{""operation"":""collocate_with_support"",""source_entity_key"":""79f4fd0cbe5900d4a648b40c634e675aecc310f1b7f844b7e51cc66beddcb7c6"",""support_feature_key"":""74d269d3069291ec3d4f0b15b70bcc9f62f677de08a35c5716e8f31880b35862"",""support_handle"":""A5AC6"",""max_displacement_m"":0.20386521688428966}]",,,,,,
25,TGGR04-2.023.A17,,,,,,,,,,,,,,,,,,,,,,,629339.3862345733,9314016.00872693,TGGR04-2.023.A17 · 16,DWG_DERIVED:AI-ANNOTATION-OBSERVED_57E087A37B05A51B896DF9D2FE7F9E6E-001|RULE:AI-ANNOTATION-ASSIGN-001|DWG_DERIVED:nearby-integer-label,bf202af1bb503a43dabb61a960c62d403015d5c3d2d2d4143e7335c3ca476131,A5EE7,FAT,SOURCE_ASSET,40,,BYLAYER,-1,0.0,0.0,0.0,ACI:40|LT:BYLAYER|LW:-1|ROT_QGIS:0.000000000,"[{""operation"":""rectangular_frame_centroid"",""source_entity_key"":""bf202af1bb503a43dabb61a960c62d403015d5c3d2d2d4143e7335c3ca476131"",""max_displacement_m"":0.0},{""operation"":""select_device_number_label"",""source_entity_key"":""1b5a5b96d3ef2b91df9b4b0d5fb9eaa3a4669e2856fd28da9553565b3f033916"",""source_handle"":""A5EE8"",""target_source_entity_key"":""bf202af1bb503a43dabb61a960c62d403015d5c3d2d2d4143e7335c3ca476131"",""field_name"":""DEVICE_NUMBER"",""selected_value"":""16"",""distance_native_m"":2.1665940591663952,""method"":""nearest_unused_integer_label_within_20_native_m"",""review_status"":""required"",""geometry_changed"":false},{""operation"":""collocate_with_support"",""source_entity_key"":""bf202af1bb503a43dabb61a960c62d403015d5c3d2d2d4143e7335c3ca476131"",""support_feature_key"":""fcd848946a314d8694081dfd574740bcc4e53165d2a53dea01d6bc48c381a0ed"",""support_handle"":""A5DC8"",""max_displacement_m"":0.11642391754791952}]",,,,,,
26,TGGR04-2.023.A02,,,,,,,,,,,,,,,,,,,,,,,630081.9573794211,9314118.963108396,TGGR04-2.023.A02 · 16,DWG_DERIVED:AI-ANNOTATION-OBSERVED_57E087A37B05A51B896DF9D2FE7F9E6E-001|RULE:AI-ANNOTATION-ASSIGN-001|DWG_DERIVED:nearby-integer-label,0060256225f58745e82258f853820bd2526c8f6874b0d914f0c80be3c537ca5b,A5EAA,FAT,SOURCE_ASSET,40,,BYLAYER,-1,0.0,0.0,0.0,ACI:40|LT:BYLAYER|LW:-1|ROT_QGIS:0.000000000,"[{""operation"":""rectangular_frame_centroid"",""source_entity_key"":""0060256225f58745e82258f853820bd2526c8f6874b0d914f0c80be3c537ca5b"",""max_displacement_m"":0.0},{""operation"":""select_device_number_label"",""source_entity_key"":""b44bc5189fd26960717ec10afaeb7d2180c32262f55620cb1da8d68272ce7813"",""source_handle"":""A5EAC"",""target_source_entity_key"":""0060256225f58745e82258f853820bd2526c8f6874b0d914f0c80be3c537ca5b"",""field_name"":""DEVICE_NUMBER"",""selected_value"":""16"",""distance_native_m"":2.166594059166637,""method"":""nearest_unused_integer_label_within_20_native_m"",""review_status"":""required"",""geometry_changed"":false},{""operation"":""collocate_with_support"",""source_entity_key"":""0060256225f58745e82258f853820bd2526c8f6874b0d914f0c80be3c537ca5b"",""support_feature_key"":""e38c98060615aa8a74b5b21dd83c99b4bddeb33ca0e91e54998a4bb81f4990e4"",""support_handle"":""A5E98"",""max_displacement_m"":1.749844569704794}]",,,,,,
27,TGGR04-2.023.A08,,,,,,,,,,,,,,,,,,,,,,,630020.7916363698,9314000.99289802,TGGR04-2.023.A08 · 3,DWG_DERIVED:AI-ANNOTATION-OBSERVED_57E087A37B05A51B896DF9D2FE7F9E6E-001|RULE:AI-ANNOTATION-ASSIGN-001|DWG_DERIVED:nearby-integer-label,79f9b1001d09a234bf42201f25c35e568c39f23265129d8da14b33573fc85086,A5EC2,FAT,SOURCE_ASSET,40,,BYLAYER,-1,0.0,0.0,0.0,ACI:40|LT:BYLAYER|LW:-1|ROT_QGIS:0.000000000,"[{""operation"":""rectangular_frame_centroid"",""source_entity_key"":""79f9b1001d09a234bf42201f25c35e568c39f23265129d8da14b33573fc85086"",""max_displacement_m"":0.0},{""operation"":""select_device_number_label"",""source_entity_key"":""537ad35efde37b7db87789237ab0283e599a2fe3ab31c3fb85193761b65f5911"",""source_handle"":""A5F65"",""target_source_entity_key"":""79f9b1001d09a234bf42201f25c35e568c39f23265129d8da14b33573fc85086"",""field_name"":""DEVICE_NUMBER"",""selected_value"":""3"",""distance_native_m"":1.4874250332605814,""method"":""nearest_unused_integer_label_within_20_native_m"",""review_status"":""required"",""geometry_changed"":false},{""operation"":""collocate_with_support"",""source_entity_key"":""79f9b1001d09a234bf42201f25c35e568c39f23265129d8da14b33573fc85086"",""support_feature_key"":""c00a8d295ebfc632d7e9b5628ebc1c5acef84eed846a352f19a0c11a9fb89767"",""support_handle"":""A5D12"",""max_displacement_m"":2.1266075143332355}]",,,,,,
