fid,CODE,REF_PLAQUE,REF_NRO,REF_SRO,STATUT,NB_PRISES,COMMENT,display_label,label_provenance,source_entity_key,source_handle,source_layer,geometry_role,style_aci,style_truecolor,style_linetype,style_lineweight,style_rotation,style_rotation_deg,style_qgis_rotation_deg,style_render_key,lineage_json,source_cad_length_m,dimension_length_m,source_segment_sum_m,source_native_length_delta_m,delivery_grid_length_m,geodesic_length_m
11,ZPM-CAD-4D028,,,,,,,,UNAVAILABLE,f124d4bcbf7722b913c84e4c52cd654c8bab4179526faa910030368dd3f912dc,4D028,FAT AREA,SOURCE_BOUNDARY,1,,BYLAYER,30,0.0,0.0,0.0,ACI:1|LT:BYLAYER|LW:30|ROT_QGIS:0.000000000,"[{""operation"":""identity"",""source_entity_key"":""f124d4bcbf7722b913c84e4c52cd654c8bab4179526faa910030368dd3f912dc"",""max_displacement_m"":0.0}]",,,,,,
12,ZPM-CAD-4D032,,,,,,,,UNAVAILABLE,ddf452a55cdd11ba54557c5e4b1811c7c568c6681ed7be8a602ee984f4818fd1,4D032,FAT AREA,SOURCE_BOUNDARY,2,#F1EB1F,BYLAYER,30,0.0,0.0,0.0,TRUECOLOR:F1EB1F|LT:BYLAYER|LW:30|ROT_QGIS:0.000000000,"[{""operation"":""identity"",""source_entity_key"":""ddf452a55cdd11ba54557c5e4b1811c7c568c6681ed7be8a602ee984f4818fd1"",""max_displacement_m"":0.0}]",,,,,,
13,ZPM-CAD-4D029,,,,,,,,UNAVAILABLE,6e9d2ee496ad1080592dab4510c94783f57fb477309f139ab4bbcdcdd4911923,4D029,FAT AREA,SOURCE_BOUNDARY,1,,BYLAYER,30,0.0,0.0,0.0,ACI:1|LT:BYLAYER|LW:30|ROT_QGIS:0.000000000,"[{""operation"":""identity"",""source_entity_key"":""6e9d2ee496ad1080592dab4510c94783f57fb477309f139ab4bbcdcdd4911923"",""max_displacement_m"":0.0}]",,,,,,
14,ZPM-CAD-4D03A,,,,,,,,UNAVAILABLE,d2e9b4fe05ed40f04b720720a98b62c63f25e878c24944f79542e89f1bdef7c9,4D03A,FAT AREA,SOURCE_BOUNDARY,1,,BYLAYER,30,0.0,0.0,0.0,ACI:1|LT:BYLAYER|LW:30|ROT_QGIS:0.000000000,"[{""operation"":""identity"",""source_entity_key"":""d2e9b4fe05ed40f04b720720a98b62c63f25e878c24944f79542e89f1bdef7c9"",""max_displacement_m"":0.0}]",,,,,,
15,ZPM-CAD-4D030,,,,,,,,UNAVAILABLE,e1d5579ff4b2d7f05be85ed66c1d92432e2ab4f3f3f73094dd7cde84b6642a47,4D030,FAT AREA,SOURCE_BOUNDARY,2,#F1EB1F,BYLAYER,30,0.0,0.0,0.0,TRUECOLOR:F1EB1F|LT:BYLAYER|LW:30|ROT_QGIS:0.000000000,"[{""operation"":""identity"",""source_entity_key"":""e1d5579ff4b2d7f05be85ed66c1d92432e2ab4f3f3f73094dd7cde84b6642a47"",""max_displacement_m"":0.0}]",,,,,,
16,ZPM-CAD-4D02B,,,,,,,,UNAVAILABLE,296f3d5460d3ef5f92e96b4a53c5bf472968e7bba258dde6dab3ccc3f9e4fab7,4D02B,FAT AREA,SOURCE_BOUNDARY,1,,BYLAYER,30,0.0,0.0,0.0,ACI:1|LT:BYLAYER|LW:30|ROT_QGIS:0.000000000,"[{""operation"":""identity"",""source_entity_key"":""296f3d5460d3ef5f92e96b4a53c5bf472968e7bba258dde6dab3ccc3f9e4fab7"",""max_displacement_m"":0.0}]",,,,,,
17,ZPM-CAD-4D039,,,,,,,,UNAVAILABLE,c4ab7b885ded17e7ef2a7aa1b17f670ce2f036242cab645d30bbf876653cada6,4D039,FAT AREA,SOURCE_BOUNDARY,1,,BYLAYER,30,0.0,0.0,0.0,ACI:1|LT:BYLAYER|LW:30|ROT_QGIS:0.000000000,"[{""operation"":""identity"",""source_entity_key"":""c4ab7b885ded17e7ef2a7aa1b17f670ce2f036242cab645d30bbf876653cada6"",""max_displacement_m"":0.0}]",,,,,,
18,ZPM-CAD-4D027,,,,,,,,UNAVAILABLE,ee5244d196f4abe2b55f9eaf66beff65d1c78712617ed4f94c39aa059dc90701,4D027,FAT AREA,SOURCE_BOUNDARY,1,,BYLAYER,30,0.0,0.0,0.0,ACI:1|LT:BYLAYER|LW:30|ROT_QGIS:0.000000000,"[{""operation"":""identity"",""source_entity_key"":""ee5244d196f4abe2b55f9eaf66beff65d1c78712617ed4f94c39aa059dc90701"",""max_displacement_m"":0.0}]",,,,,,
19,ZPM-CAD-4D036,,,,,,,,UNAVAILABLE,50da7142bb0cc2cb22d5175cf2f762c4be3f103f66df202fc7e2cc051aa944f1,4D036,FAT AREA,SOURCE_BOUNDARY,2,#F1EB1F,BYLAYER,30,0.0,0.0,0.0,TRUECOLOR:F1EB1F|LT:BYLAYER|LW:30|ROT_QGIS:0.000000000,"[{""operation"":""identity"",""source_entity_key"":""50da7142bb0cc2cb22d5175cf2f762c4be3f103f66df202fc7e2cc051aa944f1"",""max_displacement_m"":0.0}]",,,,,,
20,ZPM-CAD-4D02C,,,,,,,,UNAVAILABLE,c5ecf8b57905f09d9627c1c3ec1a9cfd419727b497f45b89b828697d4c5069bf,4D02C,FAT AREA,SOURCE_BOUNDARY,1,,BYLAYER,30,0.0,0.0,0.0,ACI:1|LT:BYLAYER|LW:30|ROT_QGIS:0.000000000,"[{""operation"":""identity"",""source_entity_key"":""c5ecf8b57905f09d9627c1c3ec1a9cfd419727b497f45b89b828697d4c5069bf"",""max_displacement_m"":0.0}]",,,,,,
21,ZPM-CAD-4D033,,,,,,,,UNAVAILABLE,96b22c7838ebc51f4fcc5e13ad1cbe70c9077484488399e2f0c4dc7c6aa77688,4D033,FAT AREA,SOURCE_BOUNDARY,2,#F1EB1F,BYLAYER,30,0.0,0.0,0.0,TRUECOLOR:F1EB1F|LT:BYLAYER|LW:30|ROT_QGIS:0.000000000,"[{""operation"":""identity"",""source_entity_key"":""96b22c7838ebc51f4fcc5e13ad1cbe70c9077484488399e2f0c4dc7c6aa77688"",""max_displacement_m"":0.0}]",,,,,,
22,ZPM-CAD-4D02D,,,,,,,,UNAVAILABLE,b8c6980cb8a7c8183791ae57d70e57eda26349d8b8ea468bf783443f29778727,4D02D,FAT AREA,SOURCE_BOUNDARY,1,,BYLAYER,30,0.0,0.0,0.0,ACI:1|LT:BYLAYER|LW:30|ROT_QGIS:0.000000000,"[{""operation"":""identity"",""source_entity_key"":""b8c6980cb8a7c8183791ae57d70e57eda26349d8b8ea468bf783443f29778727"",""max_displacement_m"":0.0}]",,,,,,
