fid,CODE,REF_PLAQUE,REGION,PROVINCE,VILLE,COMMUNE,CODE_POSTAL,NUMERO_VOIE,TYPE_VOIE,TYPE_BATIMENT,TYPE_CLIENT,NB_LOC_RES,NB_LOC_PRO,NB_LOC_TOT,RACCORDEMENT,STATUT,NB_ETAGE,COL_MONTANTE,SOUS_SOL,SOUS_SOL_COMMUN,BPE_CODE,X,Y,display_label,label_provenance,source_entity_key,source_handle,source_layer,geometry_role,style_aci,style_truecolor,style_linetype,style_lineweight,style_rotation,style_rotation_deg,style_qgis_rotation_deg,style_render_key,lineage_json,source_cad_length_m,dimension_length_m,source_segment_sum_m,source_native_length_delta_m,delivery_grid_length_m,geodesic_length_m
11,G4,,,,,,,,,,,,,,,,,,,,,819946.0595338913,9896129.801865296,G4,DWG_DIRECT:text|RULE:AI-IMB-LABEL-001,8e4a05ff780c9df4179b8b685a62e4e7ccd1661888ca61f1fd6eafa4406f61ac,4C6B1,Homepass Number,SOURCE_HOME_LABEL,6,,BYLAYER,30,0.0,0.0,0.0,ACI:6|LT:BYLAYER|LW:30|ROT_QGIS:0.000000000,"[{""operation"":""identity"",""source_entity_key"":""8e4a05ff780c9df4179b8b685a62e4e7ccd1661888ca61f1fd6eafa4406f61ac"",""max_displacement_m"":0.0}]",,,,,,
12,R8,,,,,,,,,,,,,,,,,,,,,819872.8502394647,9896208.897980304,R8,DWG_DIRECT:text|RULE:AI-IMB-LABEL-001,49a1b21aeaca9ff5e8ee46a266261836b2838d1d65e3baed1fe3c3b23b89e5a0,4CC2E,Homepass Number,SOURCE_HOME_LABEL,6,,BYLAYER,30,0.0,0.0,0.0,ACI:6|LT:BYLAYER|LW:30|ROT_QGIS:0.000000000,"[{""operation"":""identity"",""source_entity_key"":""49a1b21aeaca9ff5e8ee46a266261836b2838d1d65e3baed1fe3c3b23b89e5a0"",""max_displacement_m"":0.0}]",,,,,,
13,3,,,,,,,,,,,,,,,,,,,,,819804.5318276868,9896226.69196927,3,DWG_DIRECT:text|RULE:AI-IMB-LABEL-001,6e895b79736051b09d85019af408499c1a79e01a24a8cead97b8b70b7376e520,4CFBB,Homepass Number,SOURCE_HOME_LABEL,6,,BYLAYER,30,0.0,0.0,0.0,ACI:6|LT:BYLAYER|LW:30|ROT_QGIS:0.000000000,"[{""operation"":""identity"",""source_entity_key"":""6e895b79736051b09d85019af408499c1a79e01a24a8cead97b8b70b7376e520"",""max_displacement_m"":0.0}]",,,,,,
14,E3,,,,,,,,,,,,,,,,,,,,,819976.7598470412,9896085.725758325,E3,DWG_DIRECT:text|RULE:AI-IMB-LABEL-001,8326acbb38172d9b86742916fa56d6daae983d5e80a0a5b793e5f85eb24b8edd,4C66C,Homepass Number,SOURCE_HOME_LABEL,6,,BYLAYER,30,0.0,0.0,0.0,ACI:6|LT:BYLAYER|LW:30|ROT_QGIS:0.000000000,"[{""operation"":""identity"",""source_entity_key"":""8326acbb38172d9b86742916fa56d6daae983d5e80a0a5b793e5f85eb24b8edd"",""max_displacement_m"":0.0}]",,,,,,
15,N5,,,,,,,,,,,,,,,,,,,,,819911.2084024296,9896115.135479974,N5,DWG_DIRECT:text|RULE:AI-IMB-LABEL-001,9506d4622bf49dfdb2de157789705c58d856d424940d3012da177d471681a6b0,4CC0E,Homepass Number,SOURCE_HOME_LABEL,6,,BYLAYER,30,0.0,0.0,0.0,ACI:6|LT:BYLAYER|LW:30|ROT_QGIS:0.000000000,"[{""operation"":""identity"",""source_entity_key"":""9506d4622bf49dfdb2de157789705c58d856d424940d3012da177d471681a6b0"",""max_displacement_m"":0.0}]",,,,,,
16,Z6,,,,,,,,,,,,,,,,,,,,,819874.7097819222,9896271.695928313,Z6,DWG_DIRECT:text|RULE:AI-IMB-LABEL-001,45976dc404db9a6c3b3dcf6dd5661d8158fc522e9931f07c5b76529749de976e,4CC5E,Homepass Number,SOURCE_HOME_LABEL,6,,BYLAYER,30,0.0,0.0,0.0,ACI:6|LT:BYLAYER|LW:30|ROT_QGIS:0.000000000,"[{""operation"":""identity"",""source_entity_key"":""45976dc404db9a6c3b3dcf6dd5661d8158fc522e9931f07c5b76529749de976e"",""max_displacement_m"":0.0}]",,,,,,
17,AB9,,,,,,,,,,,,,,,,,,,,,819843.4714814725,9896292.896241352,AB9,DWG_DIRECT:text|RULE:AI-IMB-LABEL-001,3075af051c34c946e25b70541af6da4eb8d6cea893aaec8586f1449f68e8e7b0,4CC4A,Homepass Number,SOURCE_HOME_LABEL,6,,BYLAYER,30,0.0,0.0,0.0,ACI:6|LT:BYLAYER|LW:30|ROT_QGIS:0.000000000,"[{""operation"":""identity"",""source_entity_key"":""3075af051c34c946e25b70541af6da4eb8d6cea893aaec8586f1449f68e8e7b0"",""max_displacement_m"":0.0}]",,,,,,
18,Y3,,,,,,,,,,,,,,,,,,,,,819895.6029729727,9896248.632810945,Y3,DWG_DIRECT:text|RULE:AI-IMB-LABEL-001,3b1f48c5c411cf96a974e07f3c38a4061a75ab16a763029bdc731fb627c7489d,4CC74,Homepass Number,SOURCE_HOME_LABEL,6,,BYLAYER,30,0.0,0.0,0.0,ACI:6|LT:BYLAYER|LW:30|ROT_QGIS:0.000000000,"[{""operation"":""identity"",""source_entity_key"":""3b1f48c5c411cf96a974e07f3c38a4061a75ab16a763029bdc731fb627c7489d"",""max_displacement_m"":0.0}]",,,,,,
19,A2,,,,,,,,,,,,,,,,,,,,,820059.2268887227,9896037.735480633,A2,DWG_DIRECT:text|RULE:AI-IMB-LABEL-001,d94bb6f62efb8e503b698ff878536b8cae4e67d6d0ce85ba8d1ac962f1fd11cc,4CCA9,Homepass Number,SOURCE_HOME_LABEL,6,,BYLAYER,30,0.0,0.0,0.0,ACI:6|LT:BYLAYER|LW:30|ROT_QGIS:0.000000000,"[{""operation"":""identity"",""source_entity_key"":""d94bb6f62efb8e503b698ff878536b8cae4e67d6d0ce85ba8d1ac962f1fd11cc"",""max_displacement_m"":0.0}]",,,,,,
20,O1,,,,,,,,,,,,,,,,,,,,,819892.7332823883,9896144.617664024,O1,DWG_DIRECT:text|RULE:AI-IMB-LABEL-001,c5055922017d5434bb0ce5061c66bee3c1aeaa4b9f56e56132acd370068a5072,4CC1A,Homepass Number,SOURCE_HOME_LABEL,6,,BYLAYER,30,0.0,0.0,0.0,ACI:6|LT:BYLAYER|LW:30|ROT_QGIS:0.000000000,"[{""operation"":""identity"",""source_entity_key"":""c5055922017d5434bb0ce5061c66bee3c1aeaa4b9f56e56132acd370068a5072"",""max_displacement_m"":0.0}]",,,,,,
21,C3,,,,,,,,,,,,,,,,,,,,,820009.4662391986,9896083.431165576,C3,DWG_DIRECT:text|RULE:AI-IMB-LABEL-001,62d82450ef4ba9684ddb24889dec31efc0b5e56ef6796dbd84fb6c2122f3bcd1,4C62A,Homepass Number,SOURCE_HOME_LABEL,6,,BYLAYER,30,0.0,0.0,0.0,ACI:6|LT:BYLAYER|LW:30|ROT_QGIS:0.000000000,"[{""operation"":""identity"",""source_entity_key"":""62d82450ef4ba9684ddb24889dec31efc0b5e56ef6796dbd84fb6c2122f3bcd1"",""max_displacement_m"":0.0}]",,,,,,
22,T3,,,,,,,,,,,,,,,,,,,,,819983.339256088,9896254.53151422,T3,DWG_DIRECT:text|RULE:AI-IMB-LABEL-001,a6149c2747a8ec7d9eccc910cb2290eab32e2f05e05e3a7b9191de92411b65c1,4C73B,Homepass Number,SOURCE_HOME_LABEL,6,,BYLAYER,30,0.0,0.0,0.0,ACI:6|LT:BYLAYER|LW:30|ROT_QGIS:0.000000000,"[{""operation"":""identity"",""source_entity_key"":""a6149c2747a8ec7d9eccc910cb2290eab32e2f05e05e3a7b9191de92411b65c1"",""max_displacement_m"":0.0}]",,,,,,
23,V2,,,,,,,,,,,,,,,,,,,,,819950.0600340903,9896248.411094312,V2,DWG_DIRECT:text|RULE:AI-IMB-LABEL-001,d497f2cf669b0d3bb856a80b89dd7e652692c0d970ddf2bd929bbbe19c5b41b4,4C74A,Homepass Number,SOURCE_HOME_LABEL,6,,BYLAYER,30,0.0,0.0,0.0,ACI:6|LT:BYLAYER|LW:30|ROT_QGIS:0.000000000,"[{""operation"":""identity"",""source_entity_key"":""d497f2cf669b0d3bb856a80b89dd7e652692c0d970ddf2bd929bbbe19c5b41b4"",""max_displacement_m"":0.0}]",,,,,,
24,U4,,,,,,,,,,,,,,,,,,,,,819962.9772786108,9896260.35404241,U4,DWG_DIRECT:text|RULE:AI-IMB-LABEL-001,d15f27e2f4c59bc93eb509bc9880559227e51da7e4338a70014089b7131b2552,4CBDA,Homepass Number,SOURCE_HOME_LABEL,6,,BYLAYER,30,0.0,0.0,0.0,ACI:6|LT:BYLAYER|LW:30|ROT_QGIS:0.000000000,"[{""operation"":""identity"",""source_entity_key"":""d15f27e2f4c59bc93eb509bc9880559227e51da7e4338a70014089b7131b2552"",""max_displacement_m"":0.0}]",,,,,,
25,F9,,,,,,,,,,,,,,,,,,,,,819957.9742410069,9896128.02313262,F9,DWG_DIRECT:text|RULE:AI-IMB-LABEL-001,2e422154ae3d2e623d86c242f502216341eb84465e75cb7453352de2d4e6f645,4C69F,Homepass Number,SOURCE_HOME_LABEL,6,,BYLAYER,30,0.0,0.0,0.0,ACI:6|LT:BYLAYER|LW:30|ROT_QGIS:0.000000000,"[{""operation"":""identity"",""source_entity_key"":""2e422154ae3d2e623d86c242f502216341eb84465e75cb7453352de2d4e6f645"",""max_displacement_m"":0.0}]",,,,,,
26,AA11,,,,,,,,,,,,,,,,,,,,,819864.0381056188,9896306.360554243,AA11,DWG_DIRECT:text|RULE:AI-IMB-LABEL-001,c48dbf7fe97c6e974765fa8eee50b21580a3e4e780b8721ea384296eeb01caa4,4CC67,Homepass Number,SOURCE_HOME_LABEL,6,,BYLAYER,30,0.0,0.0,0.0,ACI:6|LT:BYLAYER|LW:30|ROT_QGIS:0.000000000,"[{""operation"":""identity"",""source_entity_key"":""c48dbf7fe97c6e974765fa8eee50b21580a3e4e780b8721ea384296eeb01caa4"",""max_displacement_m"":0.0}]",,,,,,
27,AG5,,,,,,,,,,,,,,,,,,,,,819896.4804590892,9896356.17817412,AG5,DWG_DIRECT:text|RULE:AI-IMB-LABEL-001,64fba742a6f73a8dcb4f40473a36379c810dfd02905b17d641b58803e982a06e,4CCA3,Homepass Number,SOURCE_HOME_LABEL,6,,BYLAYER,30,0.0,0.0,0.0,ACI:6|LT:BYLAYER|LW:30|ROT_QGIS:0.000000000,"[{""operation"":""identity"",""source_entity_key"":""64fba742a6f73a8dcb4f40473a36379c810dfd02905b17d641b58803e982a06e"",""max_displacement_m"":0.0}]",,,,,,
28,P3,,,,,,,,,,,,,,,,,,,,,819878.8358372053,9896130.398432631,P3,DWG_DIRECT:text|RULE:AI-IMB-LABEL-001,cd1ac34885eb73fe7c8350183c4976fc7d2316dc8d1cd555d7fbeee50e334baa,4CC1D,Homepass Number,SOURCE_HOME_LABEL,6,,BYLAYER,30,0.0,0.0,0.0,ACI:6|LT:BYLAYER|LW:30|ROT_QGIS:0.000000000,"[{""operation"":""identity"",""source_entity_key"":""cd1ac34885eb73fe7c8350183c4976fc7d2316dc8d1cd555d7fbeee50e334baa"",""max_displacement_m"":0.0}]",,,,,,
29,S6,,,,,,,,,,,,,,,,,,,,,819995.3293497,9896274.86203712,S6,DWG_DIRECT:text|RULE:AI-IMB-LABEL-001,ad7eb2bf643ba81ff9705fea28ee4253ca7c56beaf9091e8ff102fe76b7c8cc7,4C72C,Homepass Number,SOURCE_HOME_LABEL,6,,BYLAYER,30,0.0,0.0,0.0,ACI:6|LT:BYLAYER|LW:30|ROT_QGIS:0.000000000,"[{""operation"":""identity"",""source_entity_key"":""ad7eb2bf643ba81ff9705fea28ee4253ca7c56beaf9091e8ff102fe76b7c8cc7"",""max_displacement_m"":0.0}]",,,,,,
30,AG2,,,,,,,,,,,,,,,,,,,,,819897.4362997259,9896372.12188299,AG2,DWG_DIRECT:text|RULE:AI-IMB-LABEL-001,85838650d47b9cd212400712e96bf78d2a87c563ff63f5754cbb22982925d6fa,4CCA6,Homepass Number,SOURCE_HOME_LABEL,6,,BYLAYER,30,0.0,0.0,0.0,ACI:6|LT:BYLAYER|LW:30|ROT_QGIS:0.000000000,"[{""operation"":""identity"",""source_entity_key"":""85838650d47b9cd212400712e96bf78d2a87c563ff63f5754cbb22982925d6fa"",""max_displacement_m"":0.0}]",,,,,,
31,Z10,,,,,,,,,,,,,,,,,,,,,819876.1682093297,9896299.058423966,Z10,DWG_DIRECT:text|RULE:AI-IMB-LABEL-001,0510c2f28d2768eb58f68106d4629303cc0810f4a9d1d95efda408e0a4beb6b8,4CC66,Homepass Number,SOURCE_HOME_LABEL,6,,BYLAYER,30,0.0,0.0,0.0,ACI:6|LT:BYLAYER|LW:30|ROT_QGIS:0.000000000,"[{""operation"":""identity"",""source_entity_key"":""0510c2f28d2768eb58f68106d4629303cc0810f4a9d1d95efda408e0a4beb6b8"",""max_displacement_m"":0.0}]",,,,,,
32,J4,,,,,,,,,,,,,,,,,,,,,819981.2823799262,9896175.883247789,J4,DWG_DIRECT:text|RULE:AI-IMB-LABEL-001,8aea83956a4a18a5d29f1abcade5dab684219e8723a1d429f4500025443c5fb1,4C6F3,Homepass Number,SOURCE_HOME_LABEL,6,,BYLAYER,30,0.0,0.0,0.0,ACI:6|LT:BYLAYER|LW:30|ROT_QGIS:0.000000000,"[{""operation"":""identity"",""source_entity_key"":""8aea83956a4a18a5d29f1abcade5dab684219e8723a1d429f4500025443c5fb1"",""max_displacement_m"":0.0}]",,,,,,
33,W6,,,,,,,,,,,,,,,,,,,,,819930.8168715085,9896277.187423272,W6,DWG_DIRECT:text|RULE:AI-IMB-LABEL-001,5dbf1f8266330d2b66ac4ac8ff3dd057748aeeab964c8c080b15949bd31af53d,4CC7E,Homepass Number,SOURCE_HOME_LABEL,6,,BYLAYER,30,0.0,0.0,0.0,ACI:6|LT:BYLAYER|LW:30|ROT_QGIS:0.000000000,"[{""operation"":""identity"",""source_entity_key"":""5dbf1f8266330d2b66ac4ac8ff3dd057748aeeab964c8c080b15949bd31af53d"",""max_displacement_m"":0.0}]",,,,,,
34,V9,,,,,,,,,,,,,,,,,,,,,819950.0600340903,9896296.800984114,V9,DWG_DIRECT:text|RULE:AI-IMB-LABEL-001,bb54464644644a85e1bf848a4f660bb0d8900a62d12c01688946427c1ba3cb42,4CBE8,Homepass Number,SOURCE_HOME_LABEL,6,,BYLAYER,30,0.0,0.0,0.0,ACI:6|LT:BYLAYER|LW:30|ROT_QGIS:0.000000000,"[{""operation"":""identity"",""source_entity_key"":""bb54464644644a85e1bf848a4f660bb0d8900a62d12c01688946427c1ba3cb42"",""max_displacement_m"":0.0}]",,,,,,
35,J3,,,,,,,,,,,,,,,,,,,,,819980.9833412189,9896168.945517564,J3,DWG_DIRECT:text|RULE:AI-IMB-LABEL-001,6369bb1e3f5f63b16701d46359263506bf6cc2ae43e94e021e7d111fc907600f,4C6F0,Homepass Number,SOURCE_HOME_LABEL,6,,BYLAYER,30,0.0,0.0,0.0,ACI:6|LT:BYLAYER|LW:30|ROT_QGIS:0.000000000,"[{""operation"":""identity"",""source_entity_key"":""6369bb1e3f5f63b16701d46359263506bf6cc2ae43e94e021e7d111fc907600f"",""max_displacement_m"":0.0}]",,,,,,
36,S8,,,,,,,,,,,,,,,,,,,,,819996.2258899208,9896287.144644657,S8,DWG_DIRECT:text|RULE:AI-IMB-LABEL-001,095e79b86ac3f13ac410f9d2acd55cc163b6323b4877babb0c589843d98e63e3,4CBEB,Homepass Number,SOURCE_HOME_LABEL,6,,BYLAYER,30,0.0,0.0,0.0,ACI:6|LT:BYLAYER|LW:30|ROT_QGIS:0.000000000,"[{""operation"":""identity"",""source_entity_key"":""095e79b86ac3f13ac410f9d2acd55cc163b6323b4877babb0c589843d98e63e3"",""max_displacement_m"":0.0}]",,,,,,
37,H4,,,,,,,,,,,,,,,,,,,,,819923.2234088338,9896128.608696343,H4,DWG_DIRECT:text|RULE:AI-IMB-LABEL-001,2ee8cd533682542d22f3fcd159b8d44de26667f7ca4cddfaa1c2bb49b771568b,4CC04,Homepass Number,SOURCE_HOME_LABEL,6,,BYLAYER,30,0.0,0.0,0.0,ACI:6|LT:BYLAYER|LW:30|ROT_QGIS:0.000000000,"[{""operation"":""identity"",""source_entity_key"":""2ee8cd533682542d22f3fcd159b8d44de26667f7ca4cddfaa1c2bb49b771568b"",""max_displacement_m"":0.0}]",,,,,,
38,I/11,,,,,,,,,,,,,,,,,,,,,819995.3277067547,9896224.595360525,I/11,DWG_DIRECT:text|RULE:AI-IMB-LABEL-001,ac8f4c702798d82d7d60accca3aac3fa5c721580de8b6e45ca1b7ae60b10243a,4C6E7,Homepass Number,SOURCE_HOME_LABEL,6,,BYLAYER,30,0.0,0.0,0.0,ACI:6|LT:BYLAYER|LW:30|ROT_QGIS:0.000000000,"[{""operation"":""identity"",""source_entity_key"":""ac8f4c702798d82d7d60accca3aac3fa5c721580de8b6e45ca1b7ae60b10243a"",""max_displacement_m"":0.0}]",,,,,,
39,R4,,,,,,,,,,,,,,,,,,,,,819871.6772360916,9896181.056087837,R4,DWG_DIRECT:text|RULE:AI-IMB-LABEL-001,729d118626a7ca25a4222dad48ed244725e91c2f5376817af1a7310f1445f905,4CC32,Homepass Number,SOURCE_HOME_LABEL,6,,BYLAYER,30,0.0,0.0,0.0,ACI:6|LT:BYLAYER|LW:30|ROT_QGIS:0.000000000,"[{""operation"":""identity"",""source_entity_key"":""729d118626a7ca25a4222dad48ed244725e91c2f5376817af1a7310f1445f905"",""max_displacement_m"":0.0}]",,,,,,
40,AG1,,,,,,,,,,,,,,,,,,,,,819909.1703803027,9896371.029910741,AG1,DWG_DIRECT:text|RULE:AI-IMB-LABEL-001,7056a7f8ae56b77cadefff8b1f21d6508242a56473ec27c6496813f48fc7d87a,4CCA7,Homepass Number,SOURCE_HOME_LABEL,6,,BYLAYER,30,0.0,0.0,0.0,ACI:6|LT:BYLAYER|LW:30|ROT_QGIS:0.000000000,"[{""operation"":""identity"",""source_entity_key"":""7056a7f8ae56b77cadefff8b1f21d6508242a56473ec27c6496813f48fc7d87a"",""max_displacement_m"":0.0}]",,,,,,
41,K4,,,,,,,,,,,,,,,,,,,,,819960.9265716476,9896177.071149511,K4,DWG_DIRECT:text|RULE:AI-IMB-LABEL-001,060978f9a70ef3a0fa8c893e88f8d13eca6a730c0ede91f44e10db88f36c1f03,4C714,Homepass Number,SOURCE_HOME_LABEL,6,,BYLAYER,30,0.0,0.0,0.0,ACI:6|LT:BYLAYER|LW:30|ROT_QGIS:0.000000000,"[{""operation"":""identity"",""source_entity_key"":""060978f9a70ef3a0fa8c893e88f8d13eca6a730c0ede91f44e10db88f36c1f03"",""max_displacement_m"":0.0}]",,,,,,
42,F4,,,,,,,,,,,,,,,,,,,,,819956.9272069498,9896092.518274106,F4,DWG_DIRECT:text|RULE:AI-IMB-LABEL-001,27b6c73844be034bd1c4eeb34240c941d089821ab4093649c669c7cf81c9358f,4C690,Homepass Number,SOURCE_HOME_LABEL,6,,BYLAYER,30,0.0,0.0,0.0,ACI:6|LT:BYLAYER|LW:30|ROT_QGIS:0.000000000,"[{""operation"":""identity"",""source_entity_key"":""27b6c73844be034bd1c4eeb34240c941d089821ab4093649c669c7cf81c9358f"",""max_displacement_m"":0.0}]",,,,,,
43,Q7,,,,,,,,,,,,,,,,,,,,,819885.65603207,9896201.997277109,Q7,DWG_DIRECT:text|RULE:AI-IMB-LABEL-001,e9fda7d936931f6e9a05b974c02747a91de02042a1ee2a087dc036b2a8aa6659,4CC28,Homepass Number,SOURCE_HOME_LABEL,6,,BYLAYER,30,0.0,0.0,0.0,ACI:6|LT:BYLAYER|LW:30|ROT_QGIS:0.000000000,"[{""operation"":""identity"",""source_entity_key"":""e9fda7d936931f6e9a05b974c02747a91de02042a1ee2a087dc036b2a8aa6659"",""max_displacement_m"":0.0}]",,,,,,
44,O7,,,,,,,,,,,,,,,,,,,,,819890.4385100291,9896102.832366826,O7,DWG_DIRECT:text|RULE:AI-IMB-LABEL-001,c0239be3c0b848e6928817f46235f7f1c0b464b1aac7dfee754373e58f521a83,4CC14,Homepass Number,SOURCE_HOME_LABEL,6,,BYLAYER,30,0.0,0.0,0.0,ACI:6|LT:BYLAYER|LW:30|ROT_QGIS:0.000000000,"[{""operation"":""identity"",""source_entity_key"":""c0239be3c0b848e6928817f46235f7f1c0b464b1aac7dfee754373e58f521a83"",""max_displacement_m"":0.0}]",,,,,,
45,Z3,,,,,,,,,,,,,,,,,,,,,819874.1943649468,9896250.083459033,Z3,DWG_DIRECT:text|RULE:AI-IMB-LABEL-001,9ac4026b255ae4a625e918e378a635086b7ab4992cfc8d4596470dfde5c928d3,4CC58,Homepass Number,SOURCE_HOME_LABEL,6,,BYLAYER,30,0.0,0.0,0.0,ACI:6|LT:BYLAYER|LW:30|ROT_QGIS:0.000000000,"[{""operation"":""identity"",""source_entity_key"":""9ac4026b255ae4a625e918e378a635086b7ab4992cfc8d4596470dfde5c928d3"",""max_displacement_m"":0.0}]",,,,,,
