fid,CODE,NOM,REF_PLAQUE,TYPE,NATURE,HAUTEUR_APPUI,TYPE_APPUI,EFFORT_APPUI,NB_BOITIERS,STATUT,PROPRIETAIRE,GESTIONNAIRE,ADRESSSE,VILLE,CODE_POSTAL,COMMENT,X,Y,display_label,label_provenance,source_entity_key,source_handle,source_layer,geometry_role,style_aci,style_truecolor,style_linetype,style_lineweight,style_rotation,style_rotation_deg,style_qgis_rotation_deg,style_render_key,lineage_json,source_cad_length_m,dimension_length_m,source_segment_sum_m,source_native_length_delta_m,delivery_grid_length_m,geodesic_length_m
11,MR.KLK5.P032,,,,,,,,,,,,,,,,12543797.761153115,-821512.3123124259,MR.KLK5.P032,DWG_DERIVED:AI-ANNOTATION-AUTO_POLE_ID_2_5-001|RULE:AI-ANNOTATION-ASSIGN-001,e03619289555989934e67069da07ec4baba12047a3c0a7e59476591537cd06bc,1369,NEW POLE FDT 1,SOURCE_ASSET,4,,BYLAYER,-1,6.227600685485791,356.8152357711142,2.9887851540800914,"PTECH:NP7 3""|ROT_QGIS:2.988785154","[{""operation"":""identity"",""source_entity_key"":""e03619289555989934e67069da07ec4baba12047a3c0a7e59476591537cd06bc"",""max_displacement_m"":0.0}]",,,,,,
12,MR.KLK5.P011,,,,,,,,,,,,,,,,12543633.064014804,-821594.3863365955,MR.KLK5.P011,DWG_DERIVED:AI-ANNOTATION-AUTO_POLE_ID_2_5-001|RULE:AI-ANNOTATION-ASSIGN-001,a939769fb6aa45ca4c33118217e26b7d2590b3a7cce59ad019702bca20d34640,12BA,NEW POLE FDT 1,SOURCE_ASSET,4,,BYLAYER,-1,6.227600685485791,356.8152357711142,2.988954693061454,"PTECH:NP7 3""|ROT_QGIS:2.988954693","[{""operation"":""identity"",""source_entity_key"":""a939769fb6aa45ca4c33118217e26b7d2590b3a7cce59ad019702bca20d34640"",""max_displacement_m"":0.0}]",,,,,,
13,MR.KLK5.P015,,,,,,,,,,,,,,,,12543664.055259675,-821608.2199883,MR.KLK5.P015,DWG_DERIVED:AI-ANNOTATION-AUTO_POLE_ID_2_5-001|RULE:AI-ANNOTATION-ASSIGN-001,f4b9cbbefc1a34eb4272df1809ea9cdee2592d9da7fdf235db64bd4aebfb6920,12AB,NEW POLE FDT 1,SOURCE_ASSET,4,,BYLAYER,-1,6.227600685485791,356.8152357711142,2.9889150259885935,"PTECH:NP7 3""|ROT_QGIS:2.988915026","[{""operation"":""identity"",""source_entity_key"":""f4b9cbbefc1a34eb4272df1809ea9cdee2592d9da7fdf235db64bd4aebfb6920"",""max_displacement_m"":0.0}]",,,,,,
14,EXT.MR.BDR.P069,,,,,,,,,,,,,,,,12543586.041022155,-821584.3925573725,EXT.MR.BDR.P069,DWG_DERIVED:pole-label-semantic|RULE:AI-ANNOTATION-ASSIGN-001,264d77e2ef94d531697884cbaade925e050053f25be87d81189be1bebbdf46bc,C87,EXT POLE,SOURCE_ASSET,1,,BYLAYER,-1,6.227600685485791,356.8152357711142,2.9890117432771133,PTECH:EXISTING|ROT_QGIS:2.989011743,"[{""operation"":""identity"",""source_entity_key"":""264d77e2ef94d531697884cbaade925e050053f25be87d81189be1bebbdf46bc"",""max_displacement_m"":0.0}]",,,,,,
15,MR.KLK5.P013,,,,,,,,,,,,,,,,12543579.80449071,-821613.4207318003,MR.KLK5.P013,DWG_DERIVED:AI-ANNOTATION-AUTO_POLE_ID_2_5-001|RULE:AI-ANNOTATION-ASSIGN-001,5b1f3d0a06d10487dd43517f1192e606c5e3fe72f74735c9ded39661fa925408,CF6,NEW POLE FDT 1,SOURCE_ASSET,4,,BYLAYER,-1,6.227600685485791,356.8152357711142,2.9890114677986444,"PTECH:NP7 3""|ROT_QGIS:2.989011468","[{""operation"":""identity"",""source_entity_key"":""5b1f3d0a06d10487dd43517f1192e606c5e3fe72f74735c9ded39661fa925408"",""max_displacement_m"":0.0}]",,,,,,
16,MR.KLK5.P009,,,,,,,,,,,,,,,,12543711.746169847,-821610.9528573189,MR.KLK5.P009,DWG_DERIVED:AI-ANNOTATION-AUTO_POLE_ID_FDT_2_73-001|RULE:AI-ANNOTATION-ASSIGN-001,070d21344f40f25440277a3215aeef9d529cde177ae102c1e30c42fb3cc31cdb,12C0,NEW POLE FDT 1,SOURCE_ASSET,4,,BYLAYER,-1,6.227600685485791,356.8152357711142,2.98885902402804,"PTECH:NP7 3""|ROT_QGIS:2.988859024","[{""operation"":""identity"",""source_entity_key"":""070d21344f40f25440277a3215aeef9d529cde177ae102c1e30c42fb3cc31cdb"",""max_displacement_m"":0.0}]",,,,,,
17,MR.KLK5.P020,,,,,,,,,,,,,,,,12543630.593608852,-821464.6157870387,MR.KLK5.P020,DWG_DERIVED:AI-ANNOTATION-AUTO_POLE_ID_FDT_2_73-001|RULE:AI-ANNOTATION-ASSIGN-001,d0217ff45f11d9475372cf5c76420567f5a05956fd4f0357eefe08c88b26135b,128D,NEW POLE FDT 1,SOURCE_ASSET,4,,BYLAYER,-1,6.227600685485791,356.8152357711142,2.9889914353483844,"PTECH:NP7 3""|ROT_QGIS:2.988991435","[{""operation"":""identity"",""source_entity_key"":""d0217ff45f11d9475372cf5c76420567f5a05956fd4f0357eefe08c88b26135b"",""max_displacement_m"":0.0}]",,,,,,
18,MR.KLK5.P014,,,,,,,,,,,,,,,,12543621.30334845,-821598.9599408892,MR.KLK5.P014,DWG_DERIVED:AI-ANNOTATION-AUTO_POLE_ID_FDT_2_73-001|RULE:AI-ANNOTATION-ASSIGN-001,dca015ac4a3a3741a1eca8c1e04a4d1693555c852f2631e3765b66e1ee44eaf3,12A8,NEW POLE FDT 1,SOURCE_ASSET,4,,BYLAYER,-1,6.227600685485791,356.8152357711142,2.9889670518619007,"PTECH:NP7 3""|ROT_QGIS:2.988967052","[{""operation"":""identity"",""source_entity_key"":""dca015ac4a3a3741a1eca8c1e04a4d1693555c852f2631e3765b66e1ee44eaf3"",""max_displacement_m"":0.0}]",,,,,,
19,MR.KLK5.P018,,,,,,,,,,,,,,,,12543779.630440919,-821633.1787688575,MR.KLK5.P018,DWG_DERIVED:AI-ANNOTATION-AUTO_POLE_ID_FDT_2_73-001|RULE:AI-ANNOTATION-ASSIGN-001,a1577a060e15ce03ad532ef95dbad336165493a78bdad90126e84985c220eb9c,12B4,NEW POLE FDT 1,SOURCE_ASSET,4,,BYLAYER,-1,6.227600685485791,356.8152357711142,2.988774516778685,"PTECH:NP7 3""|ROT_QGIS:2.988774517","[{""operation"":""identity"",""source_entity_key"":""a1577a060e15ce03ad532ef95dbad336165493a78bdad90126e84985c220eb9c"",""max_displacement_m"":0.0}]",,,,,,
20,MR.KLK5.P028,,,,,,,,,,,,,,,,12543774.05133368,-821468.3892683269,MR.KLK5.P028,DWG_DERIVED:AI-ANNOTATION-AUTO_POLE_ID_FDT_2_73-001|RULE:AI-ANNOTATION-ASSIGN-001,67eb71942f94cb4d57e6b8a2ceb93ef2d2908248c0cabb9c17d7ad2ded0f3c4b,129C,NEW POLE FDT 1,SOURCE_ASSET,4,,BYLAYER,-1,6.227600685485791,356.8152357711142,2.9888242599849018,"PTECH:NP7 3""|ROT_QGIS:2.988824260","[{""operation"":""identity"",""source_entity_key"":""67eb71942f94cb4d57e6b8a2ceb93ef2d2908248c0cabb9c17d7ad2ded0f3c4b"",""max_displacement_m"":0.0}]",,,,,,
21,MR.KLK5.P008,,,,,,,,,,,,,,,,12543713.579504047,-821571.1986222609,MR.KLK5.P008,DWG_DERIVED:AI-ANNOTATION-AUTO_POLE_ID_FDT_2_73-001|RULE:AI-ANNOTATION-ASSIGN-001,60352da73955c712f5094c1c323418c633e388b082bac031cfc32f1d03a08235,12C4,NEW POLE FDT 1,SOURCE_ASSET,4,,BYLAYER,-1,6.227600685485791,356.8152357711142,2.9888673135779156,"PTECH:NP7 3""|ROT_QGIS:2.988867314","[{""operation"":""identity"",""source_entity_key"":""60352da73955c712f5094c1c323418c633e388b082bac031cfc32f1d03a08235"",""max_displacement_m"":0.0}]",,,,,,
22,MR.KLK5.P029,,,,,,,,,,,,,,,,12543802.84300402,-821470.3131271036,MR.KLK5.P029,DWG_DERIVED:AI-ANNOTATION-AUTO_POLE_ID_FDT_2_73-001|RULE:AI-ANNOTATION-ASSIGN-001,0b8569a2718c2caa11dcecdf0189c41e85a03c7c7ad65c0392bc8750553aa0ae,129F,NEW POLE FDT 1,SOURCE_ASSET,4,,BYLAYER,-1,6.227600685485791,356.8152357711142,2.9887903003478202,"PTECH:NP7 3""|ROT_QGIS:2.988790300","[{""operation"":""identity"",""source_entity_key"":""0b8569a2718c2caa11dcecdf0189c41e85a03c7c7ad65c0392bc8750553aa0ae"",""max_displacement_m"":0.0}]",,,,,,
23,MR.KLK5.P010,,,,,,,,,,,,,,,,12543673.22578967,-821602.8188986044,MR.KLK5.P010,DWG_DERIVED:AI-ANNOTATION-AUTO_POLE_ID_2_5-001|RULE:AI-ANNOTATION-ASSIGN-001,6947dec24a2186efe445dcee961f8ecdf4046eeb53c06eca8d432fe145ff035f,12BD,NEW POLE FDT 1,SOURCE_ASSET,4,,BYLAYER,-1,6.227600685485791,356.8152357711142,2.988905947382772,"PTECH:NP7 3""|ROT_QGIS:2.988905947","[{""operation"":""identity"",""source_entity_key"":""6947dec24a2186efe445dcee961f8ecdf4046eeb53c06eca8d432fe145ff035f"",""max_displacement_m"":0.0}]",,,,,,
24,MR.KLK5.P027,,,,,,,,,,,,,,,,12543740.391894108,-821466.4261643994,MR.KLK5.P027,DWG_DERIVED:AI-ANNOTATION-AUTO_POLE_ID_2_5-001|RULE:AI-ANNOTATION-ASSIGN-001,06971a46f31850358b7407b60c8daa880f626a6c24a5f1df76b60ca871c7b91e,1299,NEW POLE FDT 1,SOURCE_ASSET,4,,BYLAYER,-1,6.227600685485791,356.8152357711142,2.9888637018323454,"PTECH:NP7 3""|ROT_QGIS:2.988863702","[{""operation"":""identity"",""source_entity_key"":""06971a46f31850358b7407b60c8daa880f626a6c24a5f1df76b60ca871c7b91e"",""max_displacement_m"":0.0}]",,,,,,
25,MR.KLK5.P025,,,,,,,,,,,,,,,,12543589.334066356,-821567.466021585,MR.KLK5.P025,DWG_DERIVED:AI-ANNOTATION-AUTO_POLE_ID_FDT_2_73-001|RULE:AI-ANNOTATION-ASSIGN-001,bad562950245099fa25a7b891bce0b00236629d72d4e897938187af4c112efde,127E,NEW POLE FDT 1,SOURCE_ASSET,4,,BYLAYER,-1,6.227600685485791,356.8152357711142,2.989012354850442,"PTECH:NP7 3""|ROT_QGIS:2.989012355","[{""operation"":""identity"",""source_entity_key"":""bad562950245099fa25a7b891bce0b00236629d72d4e897938187af4c112efde"",""max_displacement_m"":0.0}]",,,,,,
26,MR.KLK5.P003,,,,,,,,,,,,,,,,12543660.955603413,-821510.6649519794,MR.KLK5.P003,DWG_DERIVED:AI-ANNOTATION-AUTO_POLE_ID_FDT_2_73-001|RULE:AI-ANNOTATION-ASSIGN-001,2b81bf56a6e5857c11c56f714ccf1d2c516465fd36d1cff6d35efa0924fafc35,12DC,NEW POLE FDT 1,SOURCE_ASSET,4,,BYLAYER,-1,6.227600685485791,356.8152357711142,2.9889441998169963,"PTECH:NP7 3""|ROT_QGIS:2.988944200","[{""operation"":""identity"",""source_entity_key"":""2b81bf56a6e5857c11c56f714ccf1d2c516465fd36d1cff6d35efa0924fafc35"",""max_displacement_m"":0.0}]",,,,,,
27,MR.KLK5.P005,,,,,,,,,,,,,,,,12543720.2766081,-821519.3157303798,MR.KLK5.P005,DWG_DERIVED:AI-ANNOTATION-AUTO_POLE_ID_FDT_2_73-001|RULE:AI-ANNOTATION-ASSIGN-001,63b15cb421868c5a7ef1aa207b0b2f1124d208976463d0aa235970baf36c5365,12CD,NEW POLE FDT 1,SOURCE_ASSET,4,,BYLAYER,-1,6.227600685485791,356.8152357711142,2.988873165031017,"PTECH:NP7 3""|ROT_QGIS:2.988873165","[{""operation"":""identity"",""source_entity_key"":""63b15cb421868c5a7ef1aa207b0b2f1124d208976463d0aa235970baf36c5365"",""max_displacement_m"":0.0}]",,,,,,
28,MR.KLK5.P023,,,,,,,,,,,,,,,,12543625.362237614,-821498.3272753526,MR.KLK5.P023,DWG_DERIVED:AI-ANNOTATION-AUTO_POLE_ID_2_5-001|RULE:AI-ANNOTATION-ASSIGN-001,ca935e6a49d6c0664b10d2be2d0215f44a510fd9ea5fb45613b8c06202c40290,128A,NEW POLE FDT 1,SOURCE_ASSET,4,,BYLAYER,-1,6.227600685485791,356.8152357711142,2.9889887863637217,"PTECH:NP7 3""|ROT_QGIS:2.988988786","[{""operation"":""identity"",""source_entity_key"":""ca935e6a49d6c0664b10d2be2d0215f44a510fd9ea5fb45613b8c06202c40290"",""max_displacement_m"":0.0}]",,,,,,
29,MR.KLK5.P007,,,,,,,,,,,,,,,,12543717.520396138,-821545.350251256,MR.KLK5.P007,DWG_DERIVED:AI-ANNOTATION-AUTO_POLE_ID_FDT_2_73-001|RULE:AI-ANNOTATION-ASSIGN-001,336f56a4043e23ce9c50e5c1108a502e8a84cb3cfee16e2ffdcbf64020e89bf1,12C7,NEW POLE FDT 1,SOURCE_ASSET,4,,BYLAYER,-1,6.227600685485791,356.8152357711142,2.9888696221316624,"PTECH:NP7 3""|ROT_QGIS:2.988869622","[{""operation"":""identity"",""source_entity_key"":""336f56a4043e23ce9c50e5c1108a502e8a84cb3cfee16e2ffdcbf64020e89bf1"",""max_displacement_m"":0.0}]",,,,,,
30,MR.KLK5.P002,,,,,,,,,,,,,,,,12543661.12255893,-821486.6945651454,MR.KLK5.P002,DWG_DERIVED:AI-ANNOTATION-AUTO_POLE_ID_2_5-001|RULE:AI-ANNOTATION-ASSIGN-001,59dae1f08c4f3c2be77a2245130be1de84eccb81c8bc5aec89fc346b526fa38c,12DF,NEW POLE FDT 1,SOURCE_ASSET,4,,BYLAYER,-1,6.227600685485791,356.8152357711142,2.9889502694015153,"PTECH:NP7 3""|ROT_QGIS:2.988950269","[{""operation"":""identity"",""source_entity_key"":""59dae1f08c4f3c2be77a2245130be1de84eccb81c8bc5aec89fc346b526fa38c"",""max_displacement_m"":0.0}]",,,,,,
31,MR.KLK5.P021,,,,,,,,,,,,,,,,12543606.639332727,-821469.2562499373,MR.KLK5.P021,DWG_DERIVED:AI-ANNOTATION-AUTO_POLE_ID_FDT_2_73-001|RULE:AI-ANNOTATION-ASSIGN-001,cb5019b4577782f23c5f850488dd44a8068868e408e85ff5a0dbd73b2523f702,1287,NEW POLE FDT 1,SOURCE_ASSET,4,,BYLAYER,-1,6.227600685485791,356.8152357711142,2.9890180244199365,"PTECH:NP7 3""|ROT_QGIS:2.989018024","[{""operation"":""identity"",""source_entity_key"":""cb5019b4577782f23c5f850488dd44a8068868e408e85ff5a0dbd73b2523f702"",""max_displacement_m"":0.0}]",,,,,,
32,MR.KLK5.P030,,,,,,,,,,,,,,,,12543826.841559637,-821471.0911113658,MR.KLK5.P030,DWG_DERIVED:AI-ANNOTATION-AUTO_POLE_ID_2_5-001|RULE:AI-ANNOTATION-ASSIGN-001,c9d4064ff5ecd1f25d82c57f15701d6062d048b925398d894a3c22d46bc1a97e,12A2,NEW POLE FDT 1,SOURCE_ASSET,4,,BYLAYER,-1,6.227600685485791,356.8152357711142,2.988762247077661,"PTECH:NP7 3""|ROT_QGIS:2.988762247","[{""operation"":""identity"",""source_entity_key"":""c9d4064ff5ecd1f25d82c57f15701d6062d048b925398d894a3c22d46bc1a97e"",""max_displacement_m"":0.0}]",,,,,,
33,MR.KLK5.P019,,,,,,,,,,,,,,,,12543813.834337903,-821626.6706612495,MR.KLK5.P019,DWG_DERIVED:AI-ANNOTATION-AUTO_POLE_ID_2_5-001|RULE:AI-ANNOTATION-ASSIGN-001,7f0260cff5d871e47e0be442f28b19b43d3d9e8aa1debfc22c31517ed2857d78,12B7,NEW POLE FDT 1,SOURCE_ASSET,4,,BYLAYER,-1,6.227600685485791,356.8152357711142,2.988736559471559,"PTECH:NP7 3""|ROT_QGIS:2.988736559","[{""operation"":""identity"",""source_entity_key"":""7f0260cff5d871e47e0be442f28b19b43d3d9e8aa1debfc22c31517ed2857d78"",""max_displacement_m"":0.0}]",,,,,,
