fid,CODE,REF_PLAQUE,REGION,PROVINCE,VILLE,COMMUNE,CODE_POSTAL,NUMERO_VOIE,TYPE_VOIE,TYPE_BATIMENT,TYPE_CLIENT,NB_LOC_RES,NB_LOC_PRO,NB_LOC_TOT,RACCORDEMENT,STATUT,NB_ETAGE,COL_MONTANTE,SOUS_SOL,SOUS_SOL_COMMUN,BPE_CODE,X,Y,display_label,label_provenance,source_entity_key,source_handle,source_layer,geometry_role,style_aci,style_truecolor,style_linetype,style_lineweight,style_rotation,style_rotation_deg,style_qgis_rotation_deg,style_render_key,lineage_json,source_cad_length_m,dimension_length_m,source_segment_sum_m,source_native_length_delta_m,delivery_grid_length_m,geodesic_length_m
11,143,,,,,,,,,,,,,,,,,,,,,818370.4287598138,9915116.113182303,143,DWG_DIRECT:text|RULE:AI-IMB-LABEL-001,f3b14641edd78c2c919db67da83d0e35d0e6fd6dc0f1fa2737fed208a693c1db,4CA18,Homepass Number,SOURCE_HOME_LABEL,6,,BYLAYER,30,0.0,0.0,0.0,ACI:6|LT:BYLAYER|LW:30|ROT_QGIS:0.000000000,"[{""operation"":""identity"",""source_entity_key"":""f3b14641edd78c2c919db67da83d0e35d0e6fd6dc0f1fa2737fed208a693c1db"",""max_displacement_m"":0.0}]",,,,,,
12,238,,,,,,,,,,,,,,,,,,,,,818226.4684307025,9915386.466219753,238,DWG_DIRECT:text|RULE:AI-IMB-LABEL-001,d3429d9af1ffcea6c444c9332c10f527aa4e7eab200d7f1507d6c764ba3a49c8,4CA77,Homepass Number,SOURCE_HOME_LABEL,6,,BYLAYER,30,0.0,0.0,0.0,ACI:6|LT:BYLAYER|LW:30|ROT_QGIS:0.000000000,"[{""operation"":""identity"",""source_entity_key"":""d3429d9af1ffcea6c444c9332c10f527aa4e7eab200d7f1507d6c764ba3a49c8"",""max_displacement_m"":0.0}]",,,,,,
13,346,,,,,,,,,,,,,,,,,,,,,818280.9145591308,9915749.023366224,346,DWG_DIRECT:text|RULE:AI-IMB-LABEL-001,6b3b4ca511b4cbfbab4914987c3d564921e9e939719ea4b502634fb3c1d0f5c8,4CAE3,Homepass Number,SOURCE_HOME_LABEL,6,,BYLAYER,30,0.0,0.0,0.0,ACI:6|LT:BYLAYER|LW:30|ROT_QGIS:0.000000000,"[{""operation"":""identity"",""source_entity_key"":""6b3b4ca511b4cbfbab4914987c3d564921e9e939719ea4b502634fb3c1d0f5c8"",""max_displacement_m"":0.0}]",,,,,,
14,105,,,,,,,,,,,,,,,,,,,,,818488.7211656963,9915533.881845675,105,DWG_DIRECT:text|RULE:AI-IMB-LABEL-001,aefce89bf57d73c1324d79bdceed7b97faa4e3785a10a7acc4f57b199f1a789d,4C9F2,Homepass Number,SOURCE_HOME_LABEL,6,,BYLAYER,30,0.0,0.0,0.0,ACI:6|LT:BYLAYER|LW:30|ROT_QGIS:0.000000000,"[{""operation"":""identity"",""source_entity_key"":""aefce89bf57d73c1324d79bdceed7b97faa4e3785a10a7acc4f57b199f1a789d"",""max_displacement_m"":0.0}]",,,,,,
15,166,,,,,,,,,,,,,,,,,,,,,818329.8187020997,9914867.603151016,166,DWG_DIRECT:text|RULE:AI-IMB-LABEL-001,94ce9dd26e1d551f2d3672d4da66a212adbccb8445afde0483c488e844869b89,4CA2F,Homepass Number,SOURCE_HOME_LABEL,6,,BYLAYER,30,0.0,0.0,0.0,ACI:6|LT:BYLAYER|LW:30|ROT_QGIS:0.000000000,"[{""operation"":""identity"",""source_entity_key"":""94ce9dd26e1d551f2d3672d4da66a212adbccb8445afde0483c488e844869b89"",""max_displacement_m"":0.0}]",,,,,,
16,170,,,,,,,,,,,,,,,,,,,,,818307.3707617506,9914979.901139313,170,DWG_DIRECT:text|RULE:AI-IMB-LABEL-001,10e63bad7eb880ad3d6f2a55d6724b1c0033fc8915beda0458024687260bf524,4CA33,Homepass Number,SOURCE_HOME_LABEL,6,,BYLAYER,30,0.0,0.0,0.0,ACI:6|LT:BYLAYER|LW:30|ROT_QGIS:0.000000000,"[{""operation"":""identity"",""source_entity_key"":""10e63bad7eb880ad3d6f2a55d6724b1c0033fc8915beda0458024687260bf524"",""max_displacement_m"":0.0}]",,,,,,
17,219,,,,,,,,,,,,,,,,,,,,,818153.2841680712,9915279.1381684,219,DWG_DIRECT:text|RULE:AI-IMB-LABEL-001,d20d4e400a81b6ae612e0a8fbda92b132df121f3e8c4b8f92bea892859f27685,4CA64,Homepass Number,SOURCE_HOME_LABEL,6,,BYLAYER,30,0.0,0.0,0.0,ACI:6|LT:BYLAYER|LW:30|ROT_QGIS:0.000000000,"[{""operation"":""identity"",""source_entity_key"":""d20d4e400a81b6ae612e0a8fbda92b132df121f3e8c4b8f92bea892859f27685"",""max_displacement_m"":0.0}]",,,,,,
18,126,,,,,,,,,,,,,,,,,,,,,818931.9870178716,9915037.317645585,126,DWG_DIRECT:text|RULE:AI-IMB-LABEL-001,a0b53f3e37bfcf37d63badafd7b3d976eddc72d59cf440b417c5fb0131f4e2cd,4CA07,Homepass Number,SOURCE_HOME_LABEL,6,,BYLAYER,30,0.0,0.0,0.0,ACI:6|LT:BYLAYER|LW:30|ROT_QGIS:0.000000000,"[{""operation"":""identity"",""source_entity_key"":""a0b53f3e37bfcf37d63badafd7b3d976eddc72d59cf440b417c5fb0131f4e2cd"",""max_displacement_m"":0.0}]",,,,,,
19,178,,,,,,,,,,,,,,,,,,,,,818216.9308943475,9915030.12388497,178,DWG_DIRECT:text|RULE:AI-IMB-LABEL-001,de4083022d9bcdc76ca62231e016d3aa0ddf091553634d8292b51608ca137a5a,4CA3B,Homepass Number,SOURCE_HOME_LABEL,6,,BYLAYER,30,0.0,0.0,0.0,ACI:6|LT:BYLAYER|LW:30|ROT_QGIS:0.000000000,"[{""operation"":""identity"",""source_entity_key"":""de4083022d9bcdc76ca62231e016d3aa0ddf091553634d8292b51608ca137a5a"",""max_displacement_m"":0.0}]",,,,,,
20,237,,,,,,,,,,,,,,,,,,,,,818214.6014042455,9915388.227733813,237,DWG_DIRECT:text|RULE:AI-IMB-LABEL-001,71d591bd67493b60817f500ff2cff2ef99a3af66ba9b76bd2e6df2a6fe7fd708,4CA76,Homepass Number,SOURCE_HOME_LABEL,6,,BYLAYER,30,0.0,0.0,0.0,ACI:6|LT:BYLAYER|LW:30|ROT_QGIS:0.000000000,"[{""operation"":""identity"",""source_entity_key"":""71d591bd67493b60817f500ff2cff2ef99a3af66ba9b76bd2e6df2a6fe7fd708"",""max_displacement_m"":0.0}]",,,,,,
21,139,,,,,,,,,,,,,,,,,,,,,818397.8720964886,9915080.822124245,139,DWG_DIRECT:text|RULE:AI-IMB-LABEL-001,fbff635a5f02a5bd798d63c0f08530b55ec1fa5a4ddef00a0220d32991903540,4CA14,Homepass Number,SOURCE_HOME_LABEL,6,,BYLAYER,30,0.0,0.0,0.0,ACI:6|LT:BYLAYER|LW:30|ROT_QGIS:0.000000000,"[{""operation"":""identity"",""source_entity_key"":""fbff635a5f02a5bd798d63c0f08530b55ec1fa5a4ddef00a0220d32991903540"",""max_displacement_m"":0.0}]",,,,,,
22,331,,,,,,,,,,,,,,,,,,,,,818293.7645405605,9915710.104967002,331,DWG_DIRECT:text|RULE:AI-IMB-LABEL-001,58249dc662f7efb3e55366142b68272d574cdc0c439186816f49295e93d481f6,4CAD4,Homepass Number,SOURCE_HOME_LABEL,6,,BYLAYER,30,0.0,0.0,0.0,ACI:6|LT:BYLAYER|LW:30|ROT_QGIS:0.000000000,"[{""operation"":""identity"",""source_entity_key"":""58249dc662f7efb3e55366142b68272d574cdc0c439186816f49295e93d481f6"",""max_displacement_m"":0.0}]",,,,,,
23,351,,,,,,,,,,,,,,,,,,,,,818286.8511196068,9915792.825716572,351,DWG_DIRECT:text|RULE:AI-IMB-LABEL-001,d20882421d79b4798692caff42e82c50b4a9b89bb4400200b99bd4b2e10ce4cc,4CAE8,Homepass Number,SOURCE_HOME_LABEL,6,,BYLAYER,30,0.0,0.0,0.0,ACI:6|LT:BYLAYER|LW:30|ROT_QGIS:0.000000000,"[{""operation"":""identity"",""source_entity_key"":""d20882421d79b4798692caff42e82c50b4a9b89bb4400200b99bd4b2e10ce4cc"",""max_displacement_m"":0.0}]",,,,,,
24,309,,,,,,,,,,,,,,,,,,,,,818351.6260239644,9915955.789491197,309,DWG_DIRECT:text|RULE:AI-IMB-LABEL-001,3a54cdee1e2521acde3e9911daa39a5d9353b0f3d2eb1f73f3ad5e937cc9451c,4CABE,Homepass Number,SOURCE_HOME_LABEL,6,,BYLAYER,30,0.0,0.0,0.0,ACI:6|LT:BYLAYER|LW:30|ROT_QGIS:0.000000000,"[{""operation"":""identity"",""source_entity_key"":""3a54cdee1e2521acde3e9911daa39a5d9353b0f3d2eb1f73f3ad5e937cc9451c"",""max_displacement_m"":0.0}]",,,,,,
25,216,,,,,,,,,,,,,,,,,,,,,818167.6915541559,9915258.842255043,216,DWG_DIRECT:text|RULE:AI-IMB-LABEL-001,98ef93b35bef12cf6198fbfceab1817bdf81587478fb86d1629e1cdcf22799ad,4CA61,Homepass Number,SOURCE_HOME_LABEL,6,,BYLAYER,30,0.0,0.0,0.0,ACI:6|LT:BYLAYER|LW:30|ROT_QGIS:0.000000000,"[{""operation"":""identity"",""source_entity_key"":""98ef93b35bef12cf6198fbfceab1817bdf81587478fb86d1629e1cdcf22799ad"",""max_displacement_m"":0.0}]",,,,,,
26,223,,,,,,,,,,,,,,,,,,,,,818185.0465862599,9915305.575729437,223,DWG_DIRECT:text|RULE:AI-IMB-LABEL-001,bede7ab00f236cd41d7bc2c0cf86235c101028aba87088c4b70e293495743716,4CA68,Homepass Number,SOURCE_HOME_LABEL,6,,BYLAYER,30,0.0,0.0,0.0,ACI:6|LT:BYLAYER|LW:30|ROT_QGIS:0.000000000,"[{""operation"":""identity"",""source_entity_key"":""bede7ab00f236cd41d7bc2c0cf86235c101028aba87088c4b70e293495743716"",""max_displacement_m"":0.0}]",,,,,,
27,312,,,,,,,,,,,,,,,,,,,,,818338.6592023597,9915926.540476352,312,DWG_DIRECT:text|RULE:AI-IMB-LABEL-001,489a1995289714c43c3baca2358fc3280bd1c87ea90558b0e0d55f2dffddbe78,4CAC1,Homepass Number,SOURCE_HOME_LABEL,6,,BYLAYER,30,0.0,0.0,0.0,ACI:6|LT:BYLAYER|LW:30|ROT_QGIS:0.000000000,"[{""operation"":""identity"",""source_entity_key"":""489a1995289714c43c3baca2358fc3280bd1c87ea90558b0e0d55f2dffddbe78"",""max_displacement_m"":0.0}]",,,,,,
28,87,,,,,,,,,,,,,,,,,,,,,818276.3698071752,9915549.12871803,87,DWG_DIRECT:text|RULE:AI-IMB-LABEL-001,2ba0ca3b6111e916437bb113ce57118a1698339d4d96eca7c609b70576d22511,4C9E0,Homepass Number,SOURCE_HOME_LABEL,6,,BYLAYER,30,0.0,0.0,0.0,ACI:6|LT:BYLAYER|LW:30|ROT_QGIS:0.000000000,"[{""operation"":""identity"",""source_entity_key"":""2ba0ca3b6111e916437bb113ce57118a1698339d4d96eca7c609b70576d22511"",""max_displacement_m"":0.0}]",,,,,,
29,283,,,,,,,,,,,,,,,,,,,,,818430.7945582607,9915799.176280094,283,DWG_DIRECT:text|RULE:AI-IMB-LABEL-001,cf2585225a7b2c24b1168274670b1479ce4cb6b16ea499e096f7fd881bd794b8,4CAA4,Homepass Number,SOURCE_HOME_LABEL,6,,BYLAYER,30,0.0,0.0,0.0,ACI:6|LT:BYLAYER|LW:30|ROT_QGIS:0.000000000,"[{""operation"":""identity"",""source_entity_key"":""cf2585225a7b2c24b1168274670b1479ce4cb6b16ea499e096f7fd881bd794b8"",""max_displacement_m"":0.0}]",,,,,,
30,329,,,,,,,,,,,,,,,,,,,,,818298.6363057029,9915727.235776363,329,DWG_DIRECT:text|RULE:AI-IMB-LABEL-001,5807f0075e6d2c123d6af0c051297acb2e4eb3ed8d3972a9138392c33ada1a8d,4CAD2,Homepass Number,SOURCE_HOME_LABEL,6,,BYLAYER,30,0.0,0.0,0.0,ACI:6|LT:BYLAYER|LW:30|ROT_QGIS:0.000000000,"[{""operation"":""identity"",""source_entity_key"":""5807f0075e6d2c123d6af0c051297acb2e4eb3ed8d3972a9138392c33ada1a8d"",""max_displacement_m"":0.0}]",,,,,,
31,146,,,,,,,,,,,,,,,,,,,,,818392.7520242089,9915184.028578956,146,DWG_DIRECT:text|RULE:AI-IMB-LABEL-001,ca9f0da5506ef73dc659f16e01e386fc9dc207cf9c6770dc0a71edfc28eba6bc,4CA1B,Homepass Number,SOURCE_HOME_LABEL,6,,BYLAYER,30,0.0,0.0,0.0,ACI:6|LT:BYLAYER|LW:30|ROT_QGIS:0.000000000,"[{""operation"":""identity"",""source_entity_key"":""ca9f0da5506ef73dc659f16e01e386fc9dc207cf9c6770dc0a71edfc28eba6bc"",""max_displacement_m"":0.0}]",,,,,,
32,261,,,,,,,,,,,,,,,,,,,,,818329.5918127588,9915594.5314043,261,DWG_DIRECT:text|RULE:AI-IMB-LABEL-001,ca8e58dd62ec983b89e0238e745cbf98243374702eb25b18aeed37b9b792596d,4CA8E,Homepass Number,SOURCE_HOME_LABEL,6,,BYLAYER,30,0.0,0.0,0.0,ACI:6|LT:BYLAYER|LW:30|ROT_QGIS:0.000000000,"[{""operation"":""identity"",""source_entity_key"":""ca8e58dd62ec983b89e0238e745cbf98243374702eb25b18aeed37b9b792596d"",""max_displacement_m"":0.0}]",,,,,,
33,22,,,,,,,,,,,,,,,,,,,,,818479.8298199354,9915199.539855896,22,DWG_DIRECT:text|RULE:AI-IMB-LABEL-001,a4712e0d7ea1abd545f659e9dfd8a1093d7b08826994b76cd5f64b74d96bc925,4C99F,Homepass Number,SOURCE_HOME_LABEL,6,,BYLAYER,30,0.0,0.0,0.0,ACI:6|LT:BYLAYER|LW:30|ROT_QGIS:0.000000000,"[{""operation"":""identity"",""source_entity_key"":""a4712e0d7ea1abd545f659e9dfd8a1093d7b08826994b76cd5f64b74d96bc925"",""max_displacement_m"":0.0}]",,,,,,
34,157,,,,,,,,,,,,,,,,,,,,,818345.7679954091,9914988.438872062,157,DWG_DIRECT:text|RULE:AI-IMB-LABEL-001,ac9ce61eb52460a719dfc5ec15b0cb6ad44d8d3cc9dd2fcf919df7077233f226,4CA26,Homepass Number,SOURCE_HOME_LABEL,6,,BYLAYER,30,0.0,0.0,0.0,ACI:6|LT:BYLAYER|LW:30|ROT_QGIS:0.000000000,"[{""operation"":""identity"",""source_entity_key"":""ac9ce61eb52460a719dfc5ec15b0cb6ad44d8d3cc9dd2fcf919df7077233f226"",""max_displacement_m"":0.0}]",,,,,,
35,212,,,,,,,,,,,,,,,,,,,,,818249.0227635207,9915222.072052535,212,DWG_DIRECT:text|RULE:AI-IMB-LABEL-001,7400559bfb9619061d8f218026a40b18448d6f2b70d34ad8e8b8563faf03bfbe,4CA5D,Homepass Number,SOURCE_HOME_LABEL,6,,BYLAYER,30,0.0,0.0,0.0,ACI:6|LT:BYLAYER|LW:30|ROT_QGIS:0.000000000,"[{""operation"":""identity"",""source_entity_key"":""7400559bfb9619061d8f218026a40b18448d6f2b70d34ad8e8b8563faf03bfbe"",""max_displacement_m"":0.0}]",,,,,,
36,344,,,,,,,,,,,,,,,,,,,,,818265.1914586487,9915714.650552697,344,DWG_DIRECT:text|RULE:AI-IMB-LABEL-001,d3352fe00a766afd4097f7829387dd3e0dc32d42836fcd04ed55b67f953a3f64,4CAE1,Homepass Number,SOURCE_HOME_LABEL,6,,BYLAYER,30,0.0,0.0,0.0,ACI:6|LT:BYLAYER|LW:30|ROT_QGIS:0.000000000,"[{""operation"":""identity"",""source_entity_key"":""d3352fe00a766afd4097f7829387dd3e0dc32d42836fcd04ed55b67f953a3f64"",""max_displacement_m"":0.0}]",,,,,,
37,165,,,,,,,,,,,,,,,,,,,,,818333.393732843,9914877.424803458,165,DWG_DIRECT:text|RULE:AI-IMB-LABEL-001,40c8f714a23c8b416683037b48461dcf999c766ca5902bbf1ecbd8f4d667a458,4CA2E,Homepass Number,SOURCE_HOME_LABEL,6,,BYLAYER,30,0.0,0.0,0.0,ACI:6|LT:BYLAYER|LW:30|ROT_QGIS:0.000000000,"[{""operation"":""identity"",""source_entity_key"":""40c8f714a23c8b416683037b48461dcf999c766ca5902bbf1ecbd8f4d667a458"",""max_displacement_m"":0.0}]",,,,,,
38,74,,,,,,,,,,,,,,,,,,,,,818266.0587923457,9915378.451356128,74,DWG_DIRECT:text|RULE:AI-IMB-LABEL-001,ff96c2a55f7e821efc515341b86c3fcedb52f95f5d985982719b6225a9dd6ec1,4C9D3,Homepass Number,SOURCE_HOME_LABEL,6,,BYLAYER,30,0.0,0.0,0.0,ACI:6|LT:BYLAYER|LW:30|ROT_QGIS:0.000000000,"[{""operation"":""identity"",""source_entity_key"":""ff96c2a55f7e821efc515341b86c3fcedb52f95f5d985982719b6225a9dd6ec1"",""max_displacement_m"":0.0}]",,,,,,
39,151,,,,,,,,,,,,,,,,,,,,,818321.080589355,9915073.519124694,151,DWG_DIRECT:text|RULE:AI-IMB-LABEL-001,d4dd04b8097d793e4b79b80b607b55a42d33d7500243046c01515d03491ca555,4CA20,Homepass Number,SOURCE_HOME_LABEL,6,,BYLAYER,30,0.0,0.0,0.0,ACI:6|LT:BYLAYER|LW:30|ROT_QGIS:0.000000000,"[{""operation"":""identity"",""source_entity_key"":""d4dd04b8097d793e4b79b80b607b55a42d33d7500243046c01515d03491ca555"",""max_displacement_m"":0.0}]",,,,,,
40,366,,,,,,,,,,,,,,,,,,,,,818449.8138885777,9915029.245904498,366,DWG_DIRECT:text|RULE:AI-IMB-LABEL-001,9ca81eb4fe8ea01eff5a538c811872e99788b43db534282857b6b0125c5c45a2,4CC22,Homepass Number,SOURCE_HOME_LABEL,6,,BYLAYER,30,0.0,0.0,0.0,ACI:6|LT:BYLAYER|LW:30|ROT_QGIS:0.000000000,"[{""operation"":""identity"",""source_entity_key"":""9ca81eb4fe8ea01eff5a538c811872e99788b43db534282857b6b0125c5c45a2"",""max_displacement_m"":0.0}]",,,,,,
41,218,,,,,,,,,,,,,,,,,,,,,818131.1904049435,9915251.42769849,218,DWG_DIRECT:text|RULE:AI-IMB-LABEL-001,4c687dbb4823ffadaa3e15e23e1d7520645df2888125a6fbc60177aae08b60ed,4CA63,Homepass Number,SOURCE_HOME_LABEL,6,,BYLAYER,30,0.0,0.0,0.0,ACI:6|LT:BYLAYER|LW:30|ROT_QGIS:0.000000000,"[{""operation"":""identity"",""source_entity_key"":""4c687dbb4823ffadaa3e15e23e1d7520645df2888125a6fbc60177aae08b60ed"",""max_displacement_m"":0.0}]",,,,,,
42,315,,,,,,,,,,,,,,,,,,,,,818331.6650899143,9915908.14172377,315,DWG_DIRECT:text|RULE:AI-IMB-LABEL-001,697ec23c4d47e8b15fd31e19107ce1768ed5e37e1e402c58c59ae1aec74928f5,4CAC4,Homepass Number,SOURCE_HOME_LABEL,6,,BYLAYER,30,0.0,0.0,0.0,ACI:6|LT:BYLAYER|LW:30|ROT_QGIS:0.000000000,"[{""operation"":""identity"",""source_entity_key"":""697ec23c4d47e8b15fd31e19107ce1768ed5e37e1e402c58c59ae1aec74928f5"",""max_displacement_m"":0.0}]",,,,,,
43,322,,,,,,,,,,,,,,,,,,,,,818340.0928017027,9915813.304612389,322,DWG_DIRECT:text|RULE:AI-IMB-LABEL-001,abe5d68618a752fb65975f90308d1b4ec5e61e1af4b48809204d79b1ea25c77a,4CACB,Homepass Number,SOURCE_HOME_LABEL,6,,BYLAYER,30,0.0,0.0,0.0,ACI:6|LT:BYLAYER|LW:30|ROT_QGIS:0.000000000,"[{""operation"":""identity"",""source_entity_key"":""abe5d68618a752fb65975f90308d1b4ec5e61e1af4b48809204d79b1ea25c77a"",""max_displacement_m"":0.0}]",,,,,,
44,278,,,,,,,,,,,,,,,,,,,,,818427.3112931986,9915751.101441393,278,DWG_DIRECT:text|RULE:AI-IMB-LABEL-001,eaafa2d1af02927eb2ef2603ad8757533660155909d9b118b5a481e7810d5cb8,4CA9F,Homepass Number,SOURCE_HOME_LABEL,6,,BYLAYER,30,0.0,0.0,0.0,ACI:6|LT:BYLAYER|LW:30|ROT_QGIS:0.000000000,"[{""operation"":""identity"",""source_entity_key"":""eaafa2d1af02927eb2ef2603ad8757533660155909d9b118b5a481e7810d5cb8"",""max_displacement_m"":0.0}]",,,,,,
45,269,,,,,,,,,,,,,,,,,,,,,818387.1005119686,9915725.369659502,269,DWG_DIRECT:text|RULE:AI-IMB-LABEL-001,02a99205fa39bc48d5caa18a3ee733540f4a513ee7b93cd9b9d7fa32ead936b9,4CA96,Homepass Number,SOURCE_HOME_LABEL,6,,BYLAYER,30,0.0,0.0,0.0,ACI:6|LT:BYLAYER|LW:30|ROT_QGIS:0.000000000,"[{""operation"":""identity"",""source_entity_key"":""02a99205fa39bc48d5caa18a3ee733540f4a513ee7b93cd9b9d7fa32ead936b9"",""max_displacement_m"":0.0}]",,,,,,
