fid,CODE,CODE_PTC,REF_PLAQUE,REF_NRO,REF_PM,TYPE,TYPE_STRUCTURE,MODE_POSE,CAPACITE,NB_LOGEMENT,NB_SPLICES,NB_FIBRE_UTIL,FABRIQUANT,REF_BPE,NB_CASSETTES_MAX,CABLE_AMONT,STATUT,PROPRIETAIRE,GESTIONNAIRE,ADRESSSE,VILLE,CODE_POSTAL,COMMENT,X,Y,display_label,label_provenance,source_entity_key,source_handle,source_layer,geometry_role,style_aci,style_truecolor,style_linetype,style_lineweight,style_rotation,style_rotation_deg,style_qgis_rotation_deg,style_render_key,lineage_json,source_cad_length_m,dimension_length_m,source_segment_sum_m,source_native_length_delta_m,delivery_grid_length_m,geodesic_length_m
11,TPA-05.084.A05,,,,,,,,,,,,,,,,,,,,,,,818321.7792977007,9914927.62648235,TPA-05.084.A05 · 16,DWG_DERIVED:AI-ANNOTATION-OBSERVED_0CF5A4CF867C178D5EAD86E2A426C9FE-001|RULE:AI-ANNOTATION-ASSIGN-001|DWG_DIRECT:block-attribute-text,39426cc5917ecac228d100ba35b10c8eb6044eebbf7bba8b5b171b2afa4cb89e,4D1C8,FAT,SOURCE_ASSET,30,,BYLAYER,30,0.04230224072204261,2.423739857319486,357.5762601140091,ACI:30|LT:BYLAYER|LW:30|ROT_QGIS:357.576260114,"[{""operation"":""identity"",""source_entity_key"":""39426cc5917ecac228d100ba35b10c8eb6044eebbf7bba8b5b171b2afa4cb89e"",""max_displacement_m"":0.0},{""operation"":""collocate_with_support"",""source_entity_key"":""39426cc5917ecac228d100ba35b10c8eb6044eebbf7bba8b5b171b2afa4cb89e"",""support_feature_key"":""a14cf4e01d6f4fc185537695047808c0e9e6fa668e9fe35a1b7de311d98ea5ea"",""support_handle"":""4CDBD"",""max_displacement_m"":12.020647427969127}]",,,,,,
12,TPA-05.084.A04,,,,,,,,,,,,,,,,,,,,,,,818241.9864812155,9915014.218006156,TPA-05.084.A04 · 16,DWG_DERIVED:AI-ANNOTATION-OBSERVED_0CF5A4CF867C178D5EAD86E2A426C9FE-001|RULE:AI-ANNOTATION-ASSIGN-001|DWG_DIRECT:block-attribute-text,46c13da920a6b9dd2c4c21faab8f90aa1384ca5b9e990f11e8f333bb96d5d70f,4D1C4,FAT,SOURCE_ASSET,30,,BYLAYER,30,0.04230224072204261,2.423739857319486,357.5762602206353,ACI:30|LT:BYLAYER|LW:30|ROT_QGIS:357.576260221,"[{""operation"":""identity"",""source_entity_key"":""46c13da920a6b9dd2c4c21faab8f90aa1384ca5b9e990f11e8f333bb96d5d70f"",""max_displacement_m"":0.0},{""operation"":""collocate_with_support"",""source_entity_key"":""46c13da920a6b9dd2c4c21faab8f90aa1384ca5b9e990f11e8f333bb96d5d70f"",""support_feature_key"":""85f2a7e7bdee40f65f4bba0bd494b8d9eb9cc4e9b1e8d3129eaed3075186d417"",""support_handle"":""4CDE5"",""max_displacement_m"":12.035505117400046}]",,,,,,
13,TPA-05.084.B02,,,,,,,,,,,,,,,,,,,,,,,818364.0879450684,9915236.311308753,TPA-05.084.B02 · 16,DWG_DERIVED:AI-ANNOTATION-OBSERVED_0CF5A4CF867C178D5EAD86E2A426C9FE-001|RULE:AI-ANNOTATION-ASSIGN-001|DWG_DIRECT:block-attribute-text,8579237fa602eb55f12a94561c5a2b6d68a06d0a1b71e4fe84b698f977a8da95,4D1E4,FAT,SOURCE_ASSET,30,,BYLAYER,30,0.04230224072204261,2.423739857319486,357.5762601140091,ACI:30|LT:BYLAYER|LW:30|ROT_QGIS:357.576260114,"[{""operation"":""identity"",""source_entity_key"":""8579237fa602eb55f12a94561c5a2b6d68a06d0a1b71e4fe84b698f977a8da95"",""max_displacement_m"":0.0},{""operation"":""collocate_with_support"",""source_entity_key"":""8579237fa602eb55f12a94561c5a2b6d68a06d0a1b71e4fe84b698f977a8da95"",""support_feature_key"":""82d2ecd0dedd252a969e7de0127d526401ea84b5ddae97971bc77051f35346b0"",""support_handle"":""4CE95"",""max_displacement_m"":12.085153346619922}]",,,,,,
14,TPA-05.084.C01,,,,,,,,,,,,,,,,,,,,,,,818236.3476826245,9915406.54264547,TPA-05.084.C01 · 16,DWG_DERIVED:AI-ANNOTATION-OBSERVED_0CF5A4CF867C178D5EAD86E2A426C9FE-001|RULE:AI-ANNOTATION-ASSIGN-001|DWG_DIRECT:block-attribute-text,ef7d3b8fcf5e0c6366638fa0fac00a07ede34e5f98f7e4f1c2a2f3693da80cb8,4D1F4,FAT,SOURCE_ASSET,30,,BYLAYER,30,0.04230224072204261,2.423739857319486,357.5762602206353,ACI:30|LT:BYLAYER|LW:30|ROT_QGIS:357.576260221,"[{""operation"":""identity"",""source_entity_key"":""ef7d3b8fcf5e0c6366638fa0fac00a07ede34e5f98f7e4f1c2a2f3693da80cb8"",""max_displacement_m"":0.0},{""operation"":""collocate_with_support"",""source_entity_key"":""ef7d3b8fcf5e0c6366638fa0fac00a07ede34e5f98f7e4f1c2a2f3693da80cb8"",""support_feature_key"":""b4d5a96770374bd22de13397c00e07f146fcf8e7e97bd4aaad0db9741167fa1a"",""support_handle"":""4CF15"",""max_displacement_m"":12.08515334661781}]",,,,,,
15,TPA-05.084.A01,,,,,,,,,,,,,,,,,,,,,,,818200.6793010853,9915292.558637511,TPA-05.084.A01 · 15,DWG_DERIVED:AI-ANNOTATION-OBSERVED_0CF5A4CF867C178D5EAD86E2A426C9FE-001|RULE:AI-ANNOTATION-ASSIGN-001|DWG_DIRECT:block-attribute-text,97388c49ea574e15d66efac983847a70e1b42cc2db6a0c4a6316861c9db93ab3,4D1B8,FAT,SOURCE_ASSET,30,,BYLAYER,30,0.04230224072204261,2.423739857319486,357.5762602206353,ACI:30|LT:BYLAYER|LW:30|ROT_QGIS:357.576260221,"[{""operation"":""identity"",""source_entity_key"":""97388c49ea574e15d66efac983847a70e1b42cc2db6a0c4a6316861c9db93ab3"",""max_displacement_m"":0.0},{""operation"":""collocate_with_support"",""source_entity_key"":""97388c49ea574e15d66efac983847a70e1b42cc2db6a0c4a6316861c9db93ab3"",""support_feature_key"":""0837610cefa142def500620a6dd14175918707d70206a80af8eed46f058ec37a"",""support_handle"":""4CE2D"",""max_displacement_m"":12.089572802519184}]",,,,,,
16,TPA-05.084.B05,,,,,,,,,,,,,,,,,,,,,,,818462.9982191841,9915220.098066866,TPA-05.084.B05 · 16,DWG_DERIVED:AI-ANNOTATION-OBSERVED_0CF5A4CF867C178D5EAD86E2A426C9FE-001|RULE:AI-ANNOTATION-ASSIGN-001|DWG_DIRECT:block-attribute-text,7d12a0068c52d1794c443a628b754785246e4a15f3cec905394717be334d401f,4D1F0,FAT,SOURCE_ASSET,30,,BYLAYER,30,0.04230224072204261,2.423739857319486,357.576260113727,ACI:30|LT:BYLAYER|LW:30|ROT_QGIS:357.576260114,"[{""operation"":""identity"",""source_entity_key"":""7d12a0068c52d1794c443a628b754785246e4a15f3cec905394717be334d401f"",""max_displacement_m"":0.0},{""operation"":""collocate_with_support"",""source_entity_key"":""7d12a0068c52d1794c443a628b754785246e4a15f3cec905394717be334d401f"",""support_feature_key"":""209a73b1f2d53e5e9fc85dd67537343a7e5ad8bd60e5d6932e90d14ce129a334"",""support_handle"":""4CED5"",""max_displacement_m"":12.085153346615506}]",,,,,,
17,TPA-05.084.B01,,,,,,,,,,,,,,,,,,,,,,,818296.961109662,9915349.45878959,TPA-05.084.B01 · 16,DWG_DERIVED:AI-ANNOTATION-OBSERVED_0CF5A4CF867C178D5EAD86E2A426C9FE-001|RULE:AI-ANNOTATION-ASSIGN-001|DWG_DIRECT:block-attribute-text,2e474c3235f98a2914943ffc3306831d38a91a8aff68d4c4da0b51269ad60e13,4D1E0,FAT,SOURCE_ASSET,30,,BYLAYER,30,0.04230224072204261,2.423739857319486,357.5762602206353,ACI:30|LT:BYLAYER|LW:30|ROT_QGIS:357.576260221,"[{""operation"":""identity"",""source_entity_key"":""2e474c3235f98a2914943ffc3306831d38a91a8aff68d4c4da0b51269ad60e13"",""max_displacement_m"":0.0},{""operation"":""collocate_with_support"",""source_entity_key"":""2e474c3235f98a2914943ffc3306831d38a91a8aff68d4c4da0b51269ad60e13"",""support_feature_key"":""c061050d547efb6cfc1d8faf998e522ed4f96ad0520c13debdf854dc9d57bc7f"",""support_handle"":""4CE65"",""max_displacement_m"":12.085153346620753}]",,,,,,
18,TPA-05.084.A06,,,,,,,,,,,,,,,,,,,,,,,818348.0335268221,9915074.65029718,TPA-05.084.A06 · 16,DWG_DERIVED:AI-ANNOTATION-OBSERVED_0CF5A4CF867C178D5EAD86E2A426C9FE-001|RULE:AI-ANNOTATION-ASSIGN-001|DWG_DIRECT:block-attribute-text,1edc347a0bd0c342f2e2b2f04c2a9893cafbe938419c1c0b6c3f4bee0889ab16,4D1CC,FAT,SOURCE_ASSET,30,,BYLAYER,30,0.04230224072204261,2.423739857319486,357.5762601140091,ACI:30|LT:BYLAYER|LW:30|ROT_QGIS:357.576260114,"[{""operation"":""identity"",""source_entity_key"":""1edc347a0bd0c342f2e2b2f04c2a9893cafbe938419c1c0b6c3f4bee0889ab16"",""max_displacement_m"":0.0},{""operation"":""collocate_with_support"",""source_entity_key"":""1edc347a0bd0c342f2e2b2f04c2a9893cafbe938419c1c0b6c3f4bee0889ab16"",""support_feature_key"":""019f6697c1900690c55c3c728cc625aa69452d671fcfe71e8f42f7d6a8fb4cff"",""support_handle"":""4CF05"",""max_displacement_m"":11.99775684165888}]",,,,,,
19,TPA-05.084.C04,,,,,,,,,,,,,,,,,,,,,,,818279.11471366,9915702.195421232,TPA-05.084.C04 · 16,DWG_DERIVED:AI-ANNOTATION-OBSERVED_0CF5A4CF867C178D5EAD86E2A426C9FE-001|RULE:AI-ANNOTATION-ASSIGN-001|DWG_DIRECT:block-attribute-text,129e581d0092befe1661f63271c4ab5f8829292b3b38c0b655a3cb9fc65bd006,4D1FC,FAT,SOURCE_ASSET,30,,BYLAYER,30,0.04230224072204261,2.423739857319486,357.5762601140091,ACI:30|LT:BYLAYER|LW:30|ROT_QGIS:357.576260114,"[{""operation"":""identity"",""source_entity_key"":""129e581d0092befe1661f63271c4ab5f8829292b3b38c0b655a3cb9fc65bd006"",""max_displacement_m"":0.0},{""operation"":""collocate_with_support"",""source_entity_key"":""129e581d0092befe1661f63271c4ab5f8829292b3b38c0b655a3cb9fc65bd006"",""support_feature_key"":""1545ac6ca988ea46ef97d75701662f921bd252d3d99022a79421ddee6e2d63e2"",""support_handle"":""4CF4D"",""max_displacement_m"":11.966373016745383}]",,,,,,
20,TPA-05.084.A02,,,,,,,,,,,,,,,,,,,,,,,818239.8466754532,9915215.164831538,TPA-05.084.A02 · 15,DWG_DERIVED:AI-ANNOTATION-OBSERVED_0CF5A4CF867C178D5EAD86E2A426C9FE-001|RULE:AI-ANNOTATION-ASSIGN-001|DWG_DIRECT:block-attribute-text,ed9a89342d778d7743af4f96b74d382b948ddf93fe745e4d1711333a49901080,4D1BC,FAT,SOURCE_ASSET,30,,BYLAYER,30,0.04230224072204261,2.423739857319486,357.5762602203532,ACI:30|LT:BYLAYER|LW:30|ROT_QGIS:357.576260220,"[{""operation"":""identity"",""source_entity_key"":""ed9a89342d778d7743af4f96b74d382b948ddf93fe745e4d1711333a49901080"",""max_displacement_m"":0.0},{""operation"":""collocate_with_support"",""source_entity_key"":""ed9a89342d778d7743af4f96b74d382b948ddf93fe745e4d1711333a49901080"",""support_feature_key"":""822c46166d7792f6955e17580a5c137dbcb700aaa3612bb86e75511df5078599"",""support_handle"":""4CE0D"",""max_displacement_m"":11.918293704198945}]",,,,,,
21,TPA-05.084.B03,,,,,,,,,,,,,,,,,,,,,,,818374.246940445,9915269.543316338,TPA-05.084.B03 · 15,DWG_DERIVED:AI-ANNOTATION-OBSERVED_0CF5A4CF867C178D5EAD86E2A426C9FE-001|RULE:AI-ANNOTATION-ASSIGN-001|DWG_DIRECT:block-attribute-text,88297f30da5afc3bfc32422a7ef639d836de53fb944fc50c220830338ea02ef2,4D1E8,FAT,SOURCE_ASSET,30,,BYLAYER,30,0.04230224072204261,2.423739857319486,357.5762601140091,ACI:30|LT:BYLAYER|LW:30|ROT_QGIS:357.576260114,"[{""operation"":""identity"",""source_entity_key"":""88297f30da5afc3bfc32422a7ef639d836de53fb944fc50c220830338ea02ef2"",""max_displacement_m"":0.0},{""operation"":""collocate_with_support"",""source_entity_key"":""88297f30da5afc3bfc32422a7ef639d836de53fb944fc50c220830338ea02ef2"",""support_feature_key"":""c77e51fa12f16bc359b0b67e11fdfc09963eae7362f09a5b25c837d410763fa4"",""support_handle"":""4CE9D"",""max_displacement_m"":12.005211616776565}]",,,,,,
22,TPA-05.084.B04,,,,,,,,,,,,,,,,,,,,,,,818440.1318735133,9915333.583253225,TPA-05.084.B04 · 12,DWG_DERIVED:AI-ANNOTATION-OBSERVED_0CF5A4CF867C178D5EAD86E2A426C9FE-001|RULE:AI-ANNOTATION-ASSIGN-001|DWG_DIRECT:block-attribute-text,8d851e52fe14f3ce683e010cb6bf1caed27d7ae4ca5088c0280e4a06cd3a9b9d,4D1EC,FAT,SOURCE_ASSET,30,,BYLAYER,30,0.04230224072204261,2.423739857319486,357.5762601140091,ACI:30|LT:BYLAYER|LW:30|ROT_QGIS:357.576260114,"[{""operation"":""identity"",""source_entity_key"":""8d851e52fe14f3ce683e010cb6bf1caed27d7ae4ca5088c0280e4a06cd3a9b9d"",""max_displacement_m"":0.0},{""operation"":""collocate_with_support"",""source_entity_key"":""8d851e52fe14f3ce683e010cb6bf1caed27d7ae4ca5088c0280e4a06cd3a9b9d"",""support_feature_key"":""5e0ea401bd504a8888f15f6e994f43379407e7a90df93ffbe4ef10dbe826b6f9"",""support_handle"":""4CEB5"",""max_displacement_m"":11.961807707289562}]",,,,,,
23,TPA-05.084.C08,,,,,,,,,,,,,,,,,,,,,,,818467.1163518709,9915895.237912714,TPA-05.084.C08 · 13,DWG_DERIVED:AI-ANNOTATION-OBSERVED_0CF5A4CF867C178D5EAD86E2A426C9FE-001|RULE:AI-ANNOTATION-ASSIGN-001|DWG_DIRECT:block-attribute-text,2881e0383b098c545d993ee8516ae5f3374ed287cbe99265b4b513f09e3bfc84,4D20C,FAT,SOURCE_ASSET,30,,BYLAYER,30,0.04230224072204261,2.423739857319486,357.5762602206353,ACI:30|LT:BYLAYER|LW:30|ROT_QGIS:357.576260221,"[{""operation"":""identity"",""source_entity_key"":""2881e0383b098c545d993ee8516ae5f3374ed287cbe99265b4b513f09e3bfc84"",""max_displacement_m"":0.0},{""operation"":""collocate_with_support"",""source_entity_key"":""2881e0383b098c545d993ee8516ae5f3374ed287cbe99265b4b513f09e3bfc84"",""support_feature_key"":""c0fd1ad0b1512ad2e93a841507fa2a110a6d2aa9669d04799ae859540dd419bb"",""support_handle"":""4CFC5"",""max_displacement_m"":12.085153346616561}]",,,,,,
24,TPA-05.084.A08,,,,,,,,,,,,,,,,,,,,,,,818832.1815533653,9914997.095438777,TPA-05.084.A08 · 18,DWG_DERIVED:AI-ANNOTATION-OBSERVED_0CF5A4CF867C178D5EAD86E2A426C9FE-001|RULE:AI-ANNOTATION-ASSIGN-001|DWG_DIRECT:block-attribute-text,0651260f55b157ffb39ea76108c178bd0e75a432edd5c1733e7d0abd056b4185,4D1D4,FAT,SOURCE_ASSET,30,,BYLAYER,30,0.04230224072204261,2.423739857319486,357.5762601140091,ACI:30|LT:BYLAYER|LW:30|ROT_QGIS:357.576260114,"[{""operation"":""identity"",""source_entity_key"":""0651260f55b157ffb39ea76108c178bd0e75a432edd5c1733e7d0abd056b4185"",""max_displacement_m"":0.0},{""operation"":""collocate_with_support"",""source_entity_key"":""0651260f55b157ffb39ea76108c178bd0e75a432edd5c1733e7d0abd056b4185"",""support_feature_key"":""7b08375a99145480aa22fced8924aaa599b71df62cfa04de827ea5de97adcc81"",""support_handle"":""4D085"",""max_displacement_m"":12.094885683911373}]",,,,,,
