fid,CODE,NOM,REF_PLAQUE,TYPE,NATURE,HAUTEUR_APPUI,TYPE_APPUI,EFFORT_APPUI,NB_BOITIERS,STATUT,PROPRIETAIRE,GESTIONNAIRE,ADRESSSE,VILLE,CODE_POSTAL,COMMENT,X,Y,display_label,label_provenance,source_entity_key,source_handle,source_layer,geometry_role,style_aci,style_truecolor,style_linetype,style_lineweight,style_rotation,style_rotation_deg,style_qgis_rotation_deg,style_render_key,lineage_json,source_cad_length_m,dimension_length_m,source_segment_sum_m,source_native_length_delta_m,delivery_grid_length_m,geodesic_length_m
11,MR.TPA-05.P035,,,,,,,,,,,,,,,,818776.8970687464,9915006.673113331,MR.TPA-05.P035,DWG_DERIVED:pole-label-semantic|RULE:AI-ANNOTATION-ASSIGN-001,cdb34abbeaa7e637bda4d9c2f4c703a3cd248edac4bbf72165c029fcbceba193,4D07D,NEW POLE 7m(2.5 inches),SOURCE_ASSET,200,,BYLAYER,-1,0.0,0.0,0.0,"PTECH:NP7 2.5""|ROT_QGIS:0.000000000","[{""operation"":""identity"",""source_entity_key"":""cdb34abbeaa7e637bda4d9c2f4c703a3cd248edac4bbf72165c029fcbceba193"",""max_displacement_m"":0.0}]",,,,,,
12,MR.TPA-05.P020,,,,,,,,,,,,,,,,818321.7018993528,9914844.62567069,MR.TPA-05.P020,DWG_DERIVED:pole-label-semantic|RULE:AI-ANNOTATION-ASSIGN-001,1d840fef5cc33373c5d3b1349be95a8a1722f210ca5aebcf9418d38be7c26132,4CDB5,NEW POLE 7m(2.5 inches),SOURCE_ASSET,200,,BYLAYER,-1,0.0,0.0,0.0,"PTECH:NP7 2.5""|ROT_QGIS:0.000000000","[{""operation"":""identity"",""source_entity_key"":""1d840fef5cc33373c5d3b1349be95a8a1722f210ca5aebcf9418d38be7c26132"",""max_displacement_m"":0.0}]",,,,,,
13,MR.TPA-05.P070,,,,,,,,,,,,,,,,818462.9982191841,9915220.098066866,MR.TPA-05.P070,DWG_DERIVED:pole-label-semantic|RULE:AI-ANNOTATION-ASSIGN-001,52b35319ed6b9bb01a6cbff13df542b8eb64a51a595bfe6a53da47ac3920ee42,4CED5,NEW POLE 7m(3 inches),SOURCE_ASSET,4,,BYLAYER,-1,0.0,0.0,0.0,"PTECH:NP7 3""|ROT_QGIS:0.000000000","[{""operation"":""identity"",""source_entity_key"":""52b35319ed6b9bb01a6cbff13df542b8eb64a51a595bfe6a53da47ac3920ee42"",""max_displacement_m"":0.0}]",,,,,,
14,MR.TPA-05.P032,,,,,,,,,,,,,,,,818659.4921088653,9915024.051747957,MR.TPA-05.P032,DWG_DERIVED:pole-label-semantic|RULE:AI-ANNOTATION-ASSIGN-001,c6588fa26bdc453c98fda51842aa1bddc77ee16d1fb5fbcb9e542b71aaea277f,4D06D,NEW POLE 7m(2.5 inches),SOURCE_ASSET,200,,BYLAYER,-1,0.0,0.0,0.0,"PTECH:NP7 2.5""|ROT_QGIS:0.000000000","[{""operation"":""identity"",""source_entity_key"":""c6588fa26bdc453c98fda51842aa1bddc77ee16d1fb5fbcb9e542b71aaea277f"",""max_displacement_m"":0.0}]",,,,,,
15,MR.TPA-05.P061,,,,,,,,,,,,,,,,818371.0625338444,9915205.491389006,MR.TPA-05.P061,DWG_DERIVED:pole-label-semantic|RULE:AI-ANNOTATION-ASSIGN-001,fbf04ef4fc16b8faf85f51d75b6dc2592f0271221e55a1833967806ccaa62897,4CEE5,NEW POLE 7m(2.5 inches),SOURCE_ASSET,200,,BYLAYER,-1,0.0,0.0,0.0,"PTECH:NP7 2.5""|ROT_QGIS:0.000000000","[{""operation"":""identity"",""source_entity_key"":""fbf04ef4fc16b8faf85f51d75b6dc2592f0271221e55a1833967806ccaa62897"",""max_displacement_m"":0.0}]",,,,,,
16,MR.TPA-05.P077,,,,,,,,,,,,,,,,818252.0628507822,9915542.367579302,MR.TPA-05.P077,DWG_DERIVED:pole-label-semantic|RULE:AI-ANNOTATION-ASSIGN-001,c072e32f6ef157d827dbc81439843965579020bfb8f99cea8db9ae665f75c8df,4CF2D,NEW POLE 7m(2.5 inches),SOURCE_ASSET,200,,BYLAYER,-1,0.0,0.0,0.0,"PTECH:NP7 2.5""|ROT_QGIS:0.000000000","[{""operation"":""identity"",""source_entity_key"":""c072e32f6ef157d827dbc81439843965579020bfb8f99cea8db9ae665f75c8df"",""max_displacement_m"":0.0}]",,,,,,
17,MR.TPA-05.P065,,,,,,,,,,,,,,,,818377.7850500817,9915339.107071888,MR.TPA-05.P065,DWG_DERIVED:pole-label-semantic|RULE:AI-ANNOTATION-ASSIGN-001,2c06743c718214e5c7e5b750943e9663534b5357c87e9751bca7a918e9414721,4CEAD,NEW POLE 7m(3 inches),SOURCE_ASSET,4,,BYLAYER,-1,0.0,0.0,0.0,"PTECH:NP7 3""|ROT_QGIS:0.000000000","[{""operation"":""identity"",""source_entity_key"":""2c06743c718214e5c7e5b750943e9663534b5357c87e9751bca7a918e9414721"",""max_displacement_m"":0.0}]",,,,,,
18,MR.TPA-05.P056,,,,,,,,,,,,,,,,818284.0198562486,9915278.101590924,MR.TPA-05.P056,DWG_DERIVED:pole-label-semantic|RULE:AI-ANNOTATION-ASSIGN-001,058a9ccedc5f0c14977ca1cc6ef3da29888d40d11a7c5da22e5c16f2863dfb44,4CE75,NEW POLE 7m(2.5 inches),SOURCE_ASSET,200,,BYLAYER,-1,0.0,0.0,0.0,"PTECH:NP7 2.5""|ROT_QGIS:0.000000000","[{""operation"":""identity"",""source_entity_key"":""058a9ccedc5f0c14977ca1cc6ef3da29888d40d11a7c5da22e5c16f2863dfb44"",""max_displacement_m"":0.0}]",,,,,,
19,MR.TPA-05.P013,,,,,,,,,,,,,,,,818182.1489897436,9915055.8205111,MR.TPA-05.P013,DWG_DERIVED:pole-label-semantic|RULE:AI-ANNOTATION-ASSIGN-001,4601aa54c2a703be69cb0ee659870fb3686872a1a3f9f70a4ffafe70f70e80be,4CDFD,NEW POLE 7m(2.5 inches),SOURCE_ASSET,200,,BYLAYER,-1,0.0,0.0,0.0,"PTECH:NP7 2.5""|ROT_QGIS:0.000000000","[{""operation"":""identity"",""source_entity_key"":""4601aa54c2a703be69cb0ee659870fb3686872a1a3f9f70a4ffafe70f70e80be"",""max_displacement_m"":0.0}]",,,,,,
20,MR.TPA-05.P005,,,,,,,,,,,,,,,,818208.4052648016,9915261.662376357,MR.TPA-05.P005,DWG_DERIVED:pole-label-semantic|RULE:AI-ANNOTATION-ASSIGN-001,8947a9aa95b278b892843b1b4bf76062727cc3dfb98a7acd3bccdfe468820857,4CE1D,NEW POLE 7m(3 inches),SOURCE_ASSET,4,,BYLAYER,-1,0.0,0.0,0.0,"PTECH:NP7 3""|ROT_QGIS:0.000000000","[{""operation"":""identity"",""source_entity_key"":""8947a9aa95b278b892843b1b4bf76062727cc3dfb98a7acd3bccdfe468820857"",""max_displacement_m"":0.0}]",,,,,,
21,MR.TPA-05.P030,,,,,,,,,,,,,,,,818580.728426688,9915036.839781905,MR.TPA-05.P030,DWG_DERIVED:pole-label-semantic|RULE:AI-ANNOTATION-ASSIGN-001,f066036c13b4e34cf18b7758d33812516f4efaa4946b29cfc55a5ded4ce21971,4D055,NEW POLE 7m(2.5 inches),SOURCE_ASSET,200,,BYLAYER,-1,0.0,0.0,0.0,"PTECH:NP7 2.5""|ROT_QGIS:0.000000000","[{""operation"":""identity"",""source_entity_key"":""f066036c13b4e34cf18b7758d33812516f4efaa4946b29cfc55a5ded4ce21971"",""max_displacement_m"":0.0}]",,,,,,
22,MR.TPA-05.P104,,,,,,,,,,,,,,,,818448.579264537,9915678.795147024,MR.TPA-05.P104,DWG_DERIVED:pole-label-semantic|RULE:AI-ANNOTATION-ASSIGN-001,c7b5ef66482f06a769c9e861f36cd73bd9497a9f4574bcca7d23694aa2dfc7ee,4CFFD,NEW POLE 7m(2.5 inches),SOURCE_ASSET,200,,BYLAYER,-1,0.0,0.0,0.0,"PTECH:NP7 2.5""|ROT_QGIS:0.000000000","[{""operation"":""identity"",""source_entity_key"":""c7b5ef66482f06a769c9e861f36cd73bd9497a9f4574bcca7d23694aa2dfc7ee"",""max_displacement_m"":0.0}]",,,,,,
23,MR.TPA-05.P047,,,,,,,,,,,,,,,,819171.5117431751,9915047.179265182,MR.TPA-05.P047,DWG_DERIVED:pole-label-semantic|RULE:AI-ANNOTATION-ASSIGN-001,0da39c2c0c1df962312b05ba79d7be3ea4df6beddda76e95ea133809e2a67bd4,4D0DD,NEW POLE 7m(2.5 inches),SOURCE_ASSET,200,,BYLAYER,-1,0.0,0.0,0.0,"PTECH:NP7 2.5""|ROT_QGIS:0.000000000","[{""operation"":""identity"",""source_entity_key"":""0da39c2c0c1df962312b05ba79d7be3ea4df6beddda76e95ea133809e2a67bd4"",""max_displacement_m"":0.0}]",,,,,,
24,MR.TPA-05.P037,,,,,,,,,,,,,,,,818882.2623481852,9914988.37427306,MR.TPA-05.P037,DWG_DERIVED:pole-label-semantic|RULE:AI-ANNOTATION-ASSIGN-001,9a50b190189226dafff15dacf34fcbcd0fac7e3d157806892fe6c1930455274e,4D08D,NEW POLE 7m(2.5 inches),SOURCE_ASSET,200,,BYLAYER,-1,0.0,0.0,0.0,"PTECH:NP7 2.5""|ROT_QGIS:0.000000000","[{""operation"":""identity"",""source_entity_key"":""9a50b190189226dafff15dacf34fcbcd0fac7e3d157806892fe6c1930455274e"",""max_displacement_m"":0.0}]",,,,,,
25,MR.TPA-05.P009,,,,,,,,,,,,,,,,818238.211221239,9915172.834052926,MR.TPA-05.P009,DWG_DERIVED:pole-label-semantic|RULE:AI-ANNOTATION-ASSIGN-001,2bc1f091707623836c03a63966efa022e4c8c51a49959353fd91f5c114466654,4CE05,NEW POLE 7m(2.5 inches),SOURCE_ASSET,200,,BYLAYER,-1,0.0,0.0,0.0,"PTECH:NP7 2.5""|ROT_QGIS:0.000000000","[{""operation"":""identity"",""source_entity_key"":""2bc1f091707623836c03a63966efa022e4c8c51a49959353fd91f5c114466654"",""max_displacement_m"":0.0}]",,,,,,
26,MR.TPA-05.P094,,,,,,,,,,,,,,,,818481.000059449,9916005.78187584,MR.TPA-05.P094,DWG_DERIVED:pole-label-semantic|RULE:AI-ANNOTATION-ASSIGN-001,81128fb4fd393b9ef2b8491a5cb8ce68e352fbf1928291598b70cd65cab42600,4CFAD,NEW POLE 7m(2.5 inches),SOURCE_ASSET,200,,BYLAYER,-1,0.0,0.0,0.0,"PTECH:NP7 2.5""|ROT_QGIS:0.000000000","[{""operation"":""identity"",""source_entity_key"":""81128fb4fd393b9ef2b8491a5cb8ce68e352fbf1928291598b70cd65cab42600"",""max_displacement_m"":0.0}]",,,,,,
27,MR.TPA-05.P109,,,,,,,,,,,,,,,,818302.6809855328,9915585.970480109,MR.TPA-05.P109,DWG_DERIVED:pole-label-semantic|RULE:AI-ANNOTATION-ASSIGN-001,b47370fffdb7745dedda29f2d21d48eedcb0011f24e451e91bf66021075a5a0d,4D025,NEW POLE 7m(2.5 inches),SOURCE_ASSET,200,,BYLAYER,-1,0.0,0.0,0.0,"PTECH:NP7 2.5""|ROT_QGIS:0.000000000","[{""operation"":""identity"",""source_entity_key"":""b47370fffdb7745dedda29f2d21d48eedcb0011f24e451e91bf66021075a5a0d"",""max_displacement_m"":0.0}]",,,,,,
28,MR.TPA-05.P010,,,,,,,,,,,,,,,,818238.5768277043,9915129.819070958,MR.TPA-05.P010,DWG_DERIVED:pole-label-semantic|RULE:AI-ANNOTATION-ASSIGN-001,8f969d4a798ca234f400b2b65cf746090c7083459e5c0d22989d9d162365a913,4D172,NEW POLE 7m(3 inches),SOURCE_ASSET,4,,BYLAYER,-1,0.0,0.0,0.0,"PTECH:NP7 3""|ROT_QGIS:0.000000000","[{""operation"":""identity"",""source_entity_key"":""8f969d4a798ca234f400b2b65cf746090c7083459e5c0d22989d9d162365a913"",""max_displacement_m"":0.0}]",,,,,,
29,MR.TPA-05.P069,,,,,,,,,,,,,,,,818416.4770444911,9915228.864033213,MR.TPA-05.P069,DWG_DERIVED:pole-label-semantic|RULE:AI-ANNOTATION-ASSIGN-001,36dfd9717f6116ac7619eb869c6bf8fc016688db8a1659ba13aba257f8737741,4CECD,NEW POLE 7m(3 inches),SOURCE_ASSET,4,,BYLAYER,-1,0.0,0.0,0.0,"PTECH:NP7 3""|ROT_QGIS:0.000000000","[{""operation"":""identity"",""source_entity_key"":""36dfd9717f6116ac7619eb869c6bf8fc016688db8a1659ba13aba257f8737741"",""max_displacement_m"":0.0}]",,,,,,
30,MR.TPA-05.P066,,,,,,,,,,,,,,,,818440.1318735133,9915333.583253225,MR.TPA-05.P066,DWG_DERIVED:pole-label-semantic|RULE:AI-ANNOTATION-ASSIGN-001,74dc9646e2e7ccd27e44aff7bdd37aae1fa6af9f094c63ca004e0bcfb4e5b3b9,4CEB5,NEW POLE 7m(3 inches),SOURCE_ASSET,4,,BYLAYER,-1,0.0,0.0,0.0,"PTECH:NP7 3""|ROT_QGIS:0.000000000","[{""operation"":""identity"",""source_entity_key"":""74dc9646e2e7ccd27e44aff7bdd37aae1fa6af9f094c63ca004e0bcfb4e5b3b9"",""max_displacement_m"":0.0}]",,,,,,
31,MR.TPA-05.P007,,,,,,,,,,,,,,,,818240.0991890883,9915256.684941512,MR.TPA-05.P007,DWG_DERIVED:pole-label-semantic|RULE:AI-ANNOTATION-ASSIGN-001,983361d01fd2cddb915460152739ca5c96e5f31b9c11a8d09753095a699c1186,4CE15,NEW POLE 7m(3 inches),SOURCE_ASSET,4,,BYLAYER,-1,0.0,0.0,0.0,"PTECH:NP7 3""|ROT_QGIS:0.000000000","[{""operation"":""identity"",""source_entity_key"":""983361d01fd2cddb915460152739ca5c96e5f31b9c11a8d09753095a699c1186"",""max_displacement_m"":0.0}]",,,,,,
32,MR.TPA-05.P031,,,,,,,,,,,,,,,,818620.3339130575,9915030.394088624,MR.TPA-05.P031,DWG_DERIVED:pole-label-semantic|RULE:AI-ANNOTATION-ASSIGN-001,0b24d7f29787d8705f35c40f7cc225218386538b6bf15441e3f6d7058f07017e,4D05D,NEW POLE 7m(2.5 inches),SOURCE_ASSET,200,,BYLAYER,-1,0.0,0.0,0.0,"PTECH:NP7 2.5""|ROT_QGIS:0.000000000","[{""operation"":""identity"",""source_entity_key"":""0b24d7f29787d8705f35c40f7cc225218386538b6bf15441e3f6d7058f07017e"",""max_displacement_m"":0.0}]",,,,,,
33,MR.TPA-05.P027,,,,,,,,,,,,,,,,818501.8005158589,9915048.650196804,MR.TPA-05.P027,DWG_DERIVED:pole-label-semantic|RULE:AI-ANNOTATION-ASSIGN-001,0cd5e29dad41beae266fdf3cbaa2b0a4b245544d6cf2c88a7a184d2be14015c0,4D045,NEW POLE 7m(3 inches),SOURCE_ASSET,4,,BYLAYER,-1,0.0,0.0,0.0,"PTECH:NP7 3""|ROT_QGIS:0.000000000","[{""operation"":""identity"",""source_entity_key"":""0cd5e29dad41beae266fdf3cbaa2b0a4b245544d6cf2c88a7a184d2be14015c0"",""max_displacement_m"":0.0}]",,,,,,
34,MR.TPA-05.P075,,,,,,,,,,,,,,,,818239.850598396,9915447.504314,MR.TPA-05.P075,DWG_DERIVED:pole-label-semantic|RULE:AI-ANNOTATION-ASSIGN-001,c5ba82552b0449cdc1c5954f08845d0f0c9bc2d7e289f6759bb7629536533818,4CF1D,NEW POLE 7m(2.5 inches),SOURCE_ASSET,200,,BYLAYER,-1,0.0,0.0,0.0,"PTECH:NP7 2.5""|ROT_QGIS:0.000000000","[{""operation"":""identity"",""source_entity_key"":""c5ba82552b0449cdc1c5954f08845d0f0c9bc2d7e289f6759bb7629536533818"",""max_displacement_m"":0.0}]",,,,,,
35,MR.TPA-05.P090,,,,,,,,,,,,,,,,818355.0483398396,9916022.694336398,MR.TPA-05.P090,DWG_DERIVED:pole-label-semantic|RULE:AI-ANNOTATION-ASSIGN-001,10482e33944382f787b41fc25d83418cfe90e3ab0bbabf12d395b8fec7580e87,4CF8D,NEW POLE 7m(3 inches),SOURCE_ASSET,4,,BYLAYER,-1,0.0,0.0,0.0,"PTECH:NP7 3""|ROT_QGIS:0.000000000","[{""operation"":""identity"",""source_entity_key"":""10482e33944382f787b41fc25d83418cfe90e3ab0bbabf12d395b8fec7580e87"",""max_displacement_m"":0.0}]",,,,,,
36,MR.TPA-05.P092,,,,,,,,,,,,,,,,818431.3676907795,9916016.48315868,MR.TPA-05.P092,DWG_DERIVED:pole-label-semantic|RULE:AI-ANNOTATION-ASSIGN-001,16862d1fc40a5245e2bd3795512247e58cc047b5eb1143056e12392f85c4d8b1,4CF9D,NEW POLE 7m(2.5 inches),SOURCE_ASSET,200,,BYLAYER,-1,0.0,0.0,0.0,"PTECH:NP7 2.5""|ROT_QGIS:0.000000000","[{""operation"":""identity"",""source_entity_key"":""16862d1fc40a5245e2bd3795512247e58cc047b5eb1143056e12392f85c4d8b1"",""max_displacement_m"":0.0}]",,,,,,
37,MR.TPA-05.P067,,,,,,,,,,,,,,,,818436.1331653417,9915307.59399057,MR.TPA-05.P067,DWG_DERIVED:pole-label-semantic|RULE:AI-ANNOTATION-ASSIGN-001,4beed44e1e446d623d4cbd15b00030292d97b3cf25bfd641432335277689d73d,4CEBD,NEW POLE 7m(2.5 inches),SOURCE_ASSET,200,,BYLAYER,-1,0.0,0.0,0.0,"PTECH:NP7 2.5""|ROT_QGIS:0.000000000","[{""operation"":""identity"",""source_entity_key"":""4beed44e1e446d623d4cbd15b00030292d97b3cf25bfd641432335277689d73d"",""max_displacement_m"":0.0}]",,,,,,
38,MR.TPA-05.P039,,,,,,,,,,,,,,,,818966.4591372364,9914970.07205241,MR.TPA-05.P039,DWG_DERIVED:pole-label-semantic|RULE:AI-ANNOTATION-ASSIGN-001,2993b488d7054eb69ab0ca5b3caf7ed39d718090997c758b96574aa0e26b8260,4D09D,NEW POLE 7m(2.5 inches),SOURCE_ASSET,200,,BYLAYER,-1,0.0,0.0,0.0,"PTECH:NP7 2.5""|ROT_QGIS:0.000000000","[{""operation"":""identity"",""source_entity_key"":""2993b488d7054eb69ab0ca5b3caf7ed39d718090997c758b96574aa0e26b8260"",""max_displacement_m"":0.0}]",,,,,,
39,MR.TPA-05.P021,,,,,,,,,,,,,,,,818345.4226863706,9915060.887582567,MR.TPA-05.P021,DWG_DERIVED:pole-label-semantic|RULE:AI-ANNOTATION-ASSIGN-001,9d03f13a3ecfa898ed80c0caf268386dec48e25e5a7579ff405efc6b37d127db,4CF0D,NEW POLE 7m(2.5 inches),SOURCE_ASSET,200,,BYLAYER,-1,0.0,0.0,0.0,"PTECH:NP7 2.5""|ROT_QGIS:0.000000000","[{""operation"":""identity"",""source_entity_key"":""9d03f13a3ecfa898ed80c0caf268386dec48e25e5a7579ff405efc6b37d127db"",""max_displacement_m"":0.0}]",,,,,,
40,MR.TPA-05.P089,,,,,,,,,,,,,,,,818343.3846049558,9915986.644740466,MR.TPA-05.P089,DWG_DERIVED:pole-label-semantic|RULE:AI-ANNOTATION-ASSIGN-001,a5d9126206f5b9afa8af53f0bd074006c631322443db7320006061167990645f,4CF85,NEW POLE 7m(2.5 inches),SOURCE_ASSET,200,,BYLAYER,-1,0.0,0.0,0.0,"PTECH:NP7 2.5""|ROT_QGIS:0.000000000","[{""operation"":""identity"",""source_entity_key"":""a5d9126206f5b9afa8af53f0bd074006c631322443db7320006061167990645f"",""max_displacement_m"":0.0}]",,,,,,
41,MR.TPA-05.P052,,,,,,,,,,,,,,,,819133.1364372404,9915288.746004898,MR.TPA-05.P052,DWG_DERIVED:pole-label-semantic|RULE:AI-ANNOTATION-ASSIGN-001,f309a9b7d7a445907050c25d7de8e0e099637ef123872ea90cccc42559c66905,4D105,NEW POLE 7m(2.5 inches),SOURCE_ASSET,200,,BYLAYER,-1,0.0,0.0,0.0,"PTECH:NP7 2.5""|ROT_QGIS:0.000000000","[{""operation"":""identity"",""source_entity_key"":""f309a9b7d7a445907050c25d7de8e0e099637ef123872ea90cccc42559c66905"",""max_displacement_m"":0.0}]",,,,,,
42,MR.TPA-05.P102,,,,,,,,,,,,,,,,818441.1422002198,9915729.40588824,MR.TPA-05.P102,DWG_DERIVED:pole-label-semantic|RULE:AI-ANNOTATION-ASSIGN-001,fa11cc21fa3739310d516c54a5478e4f4bb564c83a3b4e924a60aa42bc811ed5,4CFED,NEW POLE 7m(2.5 inches),SOURCE_ASSET,200,,BYLAYER,-1,0.0,0.0,0.0,"PTECH:NP7 2.5""|ROT_QGIS:0.000000000","[{""operation"":""identity"",""source_entity_key"":""fa11cc21fa3739310d516c54a5478e4f4bb564c83a3b4e924a60aa42bc811ed5"",""max_displacement_m"":0.0}]",,,,,,
