fid,CODE,NOM,REF_PLAQUE,ORIGINE,EXTREMITE,COMPOSITION,TYPE,TYPE_LOG,STATUT,PROPRIETAIRE,GESTIONNAIRE,COMMENT,LONGUEUR,display_label,label_provenance,source_entity_key,source_handle,source_layer,geometry_role,style_aci,style_truecolor,style_linetype,style_lineweight,style_rotation,style_rotation_deg,style_qgis_rotation_deg,style_render_key,lineage_json,source_cad_length_m,dimension_length_m,source_segment_sum_m,source_native_length_delta_m,delivery_grid_length_m,geodesic_length_m
11,INFRA-CAD-1B1FD2,,,,,,,,,,,,23.255122155407474,,UNAVAILABLE,3d88f68e4aa8f3d127f39589efb6b3d3fb80d04d3083dd03ef2334c7c77f7c45,1B1FD2,SLING WIRE,SOURCE_ROUTE,8,#808080,Continuous,-1,0.0,0.0,0.0,TRUECOLOR:808080|LT:Continuous|LW:-1|ROT_QGIS:0.000000000,"[{""operation"":""identity"",""source_entity_key"":""3d88f68e4aa8f3d127f39589efb6b3d3fb80d04d3083dd03ef2334c7c77f7c45"",""max_displacement_m"":0.0}]",,,,,23.255122155407474,23.244592661717082
12,INFRA-CAD-1B3403,,,,,,,,,,,,66.04560878385115,,UNAVAILABLE,28bc52b9b680bf2c1d48fa5fc31f66164c0efb52db80941a682c6ed1dfe9a931,1B3403,SLING WIRE,SOURCE_ROUTE,8,#808080,Continuous,-1,0.0,0.0,0.0,TRUECOLOR:808080|LT:Continuous|LW:-1|ROT_QGIS:0.000000000,"[{""operation"":""identity"",""source_entity_key"":""28bc52b9b680bf2c1d48fa5fc31f66164c0efb52db80941a682c6ed1dfe9a931"",""max_displacement_m"":0.0}]",,,,,66.04560878385115,66.01580155854616
13,INFRA-CAD-1B3408,,,,,,,,,,,,58.34789262008913,,UNAVAILABLE,23389d4b32f5b5c490131c9e2048cfa844bdc8833be8ef6f5772758101024b86,1B3408,SLING WIRE,SOURCE_ROUTE,8,#808080,Continuous,-1,0.0,0.0,0.0,TRUECOLOR:808080|LT:Continuous|LW:-1|ROT_QGIS:0.000000000,"[{""operation"":""identity"",""source_entity_key"":""23389d4b32f5b5c490131c9e2048cfa844bdc8833be8ef6f5772758101024b86"",""max_displacement_m"":0.0}]",,,,,58.34789262008913,58.321488240193915
14,INFRA-CAD-1B1FD4,,,,,,,,,,,,46.11190433339764,,UNAVAILABLE,c0a8073d59dfc41b1c1da3efbe9ba2c9cb09a0d069a6f750848446cd5c17456b,1B1FD4,SLING WIRE,SOURCE_ROUTE,8,#808080,Continuous,-1,0.0,0.0,0.0,TRUECOLOR:808080|LT:Continuous|LW:-1|ROT_QGIS:0.000000000,"[{""operation"":""identity"",""source_entity_key"":""c0a8073d59dfc41b1c1da3efbe9ba2c9cb09a0d069a6f750848446cd5c17456b"",""max_displacement_m"":0.0}]",,,,,46.11190433339764,46.09099558001472
15,INFRA-CAD-1B1FD5,,,,,,,,,,,,109.91834168903452,,UNAVAILABLE,0fd3ce6ed2b0e21c3ecd53875ae455c4d5b8593e1f561d8ce7fb28fd1b8ad02e,1B1FD5,SLING WIRE,SOURCE_ROUTE,8,#808080,Continuous,-1,0.0,0.0,0.0,TRUECOLOR:808080|LT:Continuous|LW:-1|ROT_QGIS:0.000000000,"[{""operation"":""identity"",""source_entity_key"":""0fd3ce6ed2b0e21c3ecd53875ae455c4d5b8593e1f561d8ce7fb28fd1b8ad02e"",""max_displacement_m"":0.0}]",,,,,109.91834168903452,109.86855730880963
16,INFRA-CAD-1B1FD0,,,,,,,,,,,,41.23049756547274,,UNAVAILABLE,adeb39e9325067e95d9e48ae94757d2b6c6c1f1fcc80198d2c0c097f73a5fece,1B1FD0,SLING WIRE,SOURCE_ROUTE,8,#808080,Continuous,-1,0.0,0.0,0.0,TRUECOLOR:808080|LT:Continuous|LW:-1|ROT_QGIS:0.000000000,"[{""operation"":""identity"",""source_entity_key"":""adeb39e9325067e95d9e48ae94757d2b6c6c1f1fcc80198d2c0c097f73a5fece"",""max_displacement_m"":0.0}]",,,,,41.23049756547274,41.21181481359012
17,INFRA-CAD-1B340B,,,,,,,,,,,,30.368166377414035,,UNAVAILABLE,3df9e93b05b6175e15b24c964a185100eef0ec6bc1c18449643eca8c1681b4d3,1B340B,SLING WIRE,SOURCE_ROUTE,8,#808080,Continuous,-1,0.0,0.0,0.0,TRUECOLOR:808080|LT:Continuous|LW:-1|ROT_QGIS:0.000000000,"[{""operation"":""identity"",""source_entity_key"":""3df9e93b05b6175e15b24c964a185100eef0ec6bc1c18449643eca8c1681b4d3"",""max_displacement_m"":0.0}]",,,,,30.368166377414035,30.35447533546712
18,INFRA-CAD-1B340A,,,,,,,,,,,,62.08197969166646,,UNAVAILABLE,88b304594cadbe24fdb4e94935f586363a94eade2f56a7c7fbf76ff2888704ae,1B340A,SLING WIRE,SOURCE_ROUTE,8,#808080,Continuous,-1,0.0,0.0,0.0,TRUECOLOR:808080|LT:Continuous|LW:-1|ROT_QGIS:0.000000000,"[{""operation"":""identity"",""source_entity_key"":""88b304594cadbe24fdb4e94935f586363a94eade2f56a7c7fbf76ff2888704ae"",""max_displacement_m"":0.0}]",,,,,62.08197969166646,62.053963996601055
19,INFRA-CAD-1B3401,,,,,,,,,,,,23.621680293397244,,UNAVAILABLE,61dc59d738b8c8177adb589cfd6e28cf03184e9699ea330e5b4261624ed94072,1B3401,SLING WIRE,SOURCE_ROUTE,8,#808080,Continuous,-1,0.0,0.0,0.0,TRUECOLOR:808080|LT:Continuous|LW:-1|ROT_QGIS:0.000000000,"[{""operation"":""identity"",""source_entity_key"":""61dc59d738b8c8177adb589cfd6e28cf03184e9699ea330e5b4261624ed94072"",""max_displacement_m"":0.0}]",,,,,23.621680293397244,23.611006358765145
20,INFRA-CAD-1B340C,,,,,,,,,,,,81.49365368291348,,UNAVAILABLE,6b087ee0eef387e3d86ef4d0d6bb47cbf1668395ef1384dd9405a097ca642bdf,1B340C,SLING WIRE,SOURCE_ROUTE,8,#808080,Continuous,-1,0.0,0.0,0.0,TRUECOLOR:808080|LT:Continuous|LW:-1|ROT_QGIS:0.000000000,"[{""operation"":""identity"",""source_entity_key"":""6b087ee0eef387e3d86ef4d0d6bb47cbf1668395ef1384dd9405a097ca642bdf"",""max_displacement_m"":0.0}]",,,,,81.49365368291348,81.45690309229747
21,INFRA-CAD-1B1FCE,,,,,,,,,,,,70.08841818086509,,UNAVAILABLE,119cf1966668a395803d2ccda89c612653b277f464a576ffa823ddf388e1b0ad,1B1FCE,SLING WIRE,SOURCE_ROUTE,8,#808080,Continuous,-1,0.0,0.0,0.0,TRUECOLOR:808080|LT:Continuous|LW:-1|ROT_QGIS:0.000000000,"[{""operation"":""identity"",""source_entity_key"":""119cf1966668a395803d2ccda89c612653b277f464a576ffa823ddf388e1b0ad"",""max_displacement_m"":0.0}]",,,,,70.08841818086509,70.05666256062308
22,INFRA-CAD-1B10D5,,,,,,,,,,,,1770.323885632417,,UNAVAILABLE,30aafcf93c299f7bc342d981a0727baf660db94701e5554225dde9632a6973af,1B10D5,FO 24 CORE LINE B - FDT 1,SOURCE_ROUTE,8,#808080,Continuous,-1,0.0,0.0,0.0,TRUECOLOR:808080|LT:Continuous|LW:-1|ROT_QGIS:0.000000000,"[{""operation"":""identity"",""source_entity_key"":""30aafcf93c299f7bc342d981a0727baf660db94701e5554225dde9632a6973af"",""max_displacement_m"":0.0}]",,,,,1770.323885632417,1769.5239929841955
23,INFRA-CAD-1B2A04,,,,,,,,,,,,40.09074328569315,,UNAVAILABLE,10513cc77de4c9ecfcb2cee81a419e6e71ebaaed0c8aad4ad776440bcb1ea5ed,1B2A04,SLING WIRE,SOURCE_ROUTE,8,#808080,Continuous,-1,0.0,0.0,0.0,TRUECOLOR:808080|LT:Continuous|LW:-1|ROT_QGIS:0.000000000,"[{""operation"":""identity"",""source_entity_key"":""10513cc77de4c9ecfcb2cee81a419e6e71ebaaed0c8aad4ad776440bcb1ea5ed"",""max_displacement_m"":0.0}]",,,,,40.09074328569315,40.072821122411405
24,INFRA-CAD-1B24D6,,,,,,,,,,,,31.29203478171411,,UNAVAILABLE,6112efe79cee5b08d34193f6e669b8041bf62704cc4cfb9352e73ee02f0c0941,1B24D6,SLING WIRE,SOURCE_ROUTE,8,#808080,Continuous,-1,0.0,0.0,0.0,TRUECOLOR:808080|LT:Continuous|LW:-1|ROT_QGIS:0.000000000,"[{""operation"":""identity"",""source_entity_key"":""6112efe79cee5b08d34193f6e669b8041bf62704cc4cfb9352e73ee02f0c0941"",""max_displacement_m"":0.0}]",,,,,31.29203478171411,31.277923474773967
25,INFRA-CAD-1B29D8,,,,,,,,,,,,53.52150736971535,,UNAVAILABLE,b24e9647c0edc43d99d876789c2effd9730fe6303140869dadbba0b41805e21d,1B29D8,SLING WIRE,SOURCE_ROUTE,8,#808080,Continuous,-1,0.0,0.0,0.0,TRUECOLOR:808080|LT:Continuous|LW:-1|ROT_QGIS:0.000000000,"[{""operation"":""identity"",""source_entity_key"":""b24e9647c0edc43d99d876789c2effd9730fe6303140869dadbba0b41805e21d"",""max_displacement_m"":0.0}]",,,,,53.52150736971535,53.49751959217883
26,INFRA-CAD-1B0BD8,,,,,,,,,,,,1346.4851814155354,,UNAVAILABLE,b6a5290ff77fdaf37a3d2d7e8bbf26eade6f34ab0dd6feb4f59a6deeb64a8b7f,1B0BD8,FO 24 CORE LINE A - FDT 1,SOURCE_ROUTE,8,#808080,Continuous,-1,0.0,0.0,0.0,TRUECOLOR:808080|LT:Continuous|LW:-1|ROT_QGIS:0.000000000,"[{""operation"":""identity"",""source_entity_key"":""b6a5290ff77fdaf37a3d2d7e8bbf26eade6f34ab0dd6feb4f59a6deeb64a8b7f"",""max_displacement_m"":0.0}]",,,,,1346.4851814155354,1345.8750295192765
27,INFRA-CAD-1B29DA,,,,,,,,,,,,46.74850668720391,,UNAVAILABLE,9217efe0233d430a85fccfa48bbcc0207d405387fc0ec6e3a6ff5553035e79b3,1B29DA,SLING WIRE,SOURCE_ROUTE,8,#808080,Continuous,-1,0.0,0.0,0.0,TRUECOLOR:808080|LT:Continuous|LW:-1|ROT_QGIS:0.000000000,"[{""operation"":""identity"",""source_entity_key"":""9217efe0233d430a85fccfa48bbcc0207d405387fc0ec6e3a6ff5553035e79b3"",""max_displacement_m"":0.0}]",,,,,46.74850668720391,46.7275050699812
28,INFRA-CAD-1B1ACF,,,,,,,,,,,,1469.9289987322072,,UNAVAILABLE,169495ef170fcc38c4632934afd11cb65d3506bf03f0717f576a49ba5ad2a666,1B1ACF,FO 36 CORE LINE A - FDT 2,DERIVED_ROUTE,8,#808080,Continuous,-1,0.0,0.0,0.0,TRUECOLOR:808080|LT:Continuous|LW:-1|ROT_QGIS:0.000000000,"[{""operation"":""identity"",""source_entity_key"":""169495ef170fcc38c4632934afd11cb65d3506bf03f0717f576a49ba5ad2a666"",""max_displacement_m"":0.0},{""operation"":""bridge_cable_endpoint_to_pole"",""source_entity_key"":""cbb7561559a2eb0c15159b59496b290a769c06c3e7e2334a5527b58514e19949"",""route_source_entity_key"":""169495ef170fcc38c4632934afd11cb65d3506bf03f0717f576a49ba5ad2a666"",""support_feature_key"":""9a4534959ff1042127e7b2db70272ec38e4decbe652660fad8a0680cac117a1f"",""support_handle"":""1B051C"",""endpoint_index"":0,""source_endpoint"":[9300.557831747376,-8823.817383778904],""target_endpoint"":[9301.130464144539,-8822.878186175776],""max_displacement_m"":1.1000000000004833}]",,,,,1469.9289987322072,1469.2700456304324
29,INFRA-CAD-1B2A02,,,,,,,,,,,,30.806266650465414,,UNAVAILABLE,0ab4a81953fc11de7f5e87c8f2fee6c3749e3f4ade9c9acebb4afcd96da32c17,1B2A02,SLING WIRE,SOURCE_ROUTE,8,#808080,Continuous,-1,0.0,0.0,0.0,TRUECOLOR:808080|LT:Continuous|LW:-1|ROT_QGIS:0.000000000,"[{""operation"":""identity"",""source_entity_key"":""0ab4a81953fc11de7f5e87c8f2fee6c3749e3f4ade9c9acebb4afcd96da32c17"",""max_displacement_m"":0.0}]",,,,,30.806266650465414,30.792486658797635
30,INFRA-CAD-1B2A03,,,,,,,,,,,,25.33647264737502,,UNAVAILABLE,3eb9efd89f94fa5df3038637cd1ab6d2c298d2119eb79e6af3ce27a159234972,1B2A03,SLING WIRE,SOURCE_ROUTE,8,#808080,Continuous,-1,0.0,0.0,0.0,TRUECOLOR:808080|LT:Continuous|LW:-1|ROT_QGIS:0.000000000,"[{""operation"":""identity"",""source_entity_key"":""3eb9efd89f94fa5df3038637cd1ab6d2c298d2119eb79e6af3ce27a159234972"",""max_displacement_m"":0.0}]",,,,,25.33647264737502,25.32514411348246
31,INFRA-CAD-1B24D3,,,,,,,,,,,,35.49864001236533,,UNAVAILABLE,8b35551efa65327b153b93defd0d44677f49020f9f980043cd9f6f498c5b88db,1B24D3,SLING WIRE,SOURCE_ROUTE,8,#808080,Continuous,-1,0.0,0.0,0.0,TRUECOLOR:808080|LT:Continuous|LW:-1|ROT_QGIS:0.000000000,"[{""operation"":""identity"",""source_entity_key"":""8b35551efa65327b153b93defd0d44677f49020f9f980043cd9f6f498c5b88db"",""max_displacement_m"":0.0}]",,,,,35.49864001236533,35.4826117904498
32,INFRA-CAD-1B24DA,,,,,,,,,,,,108.33509684199353,,UNAVAILABLE,7b58aa1d673dbd6a61f3898aa687b21973671776de623da5f3157dad01ee85b2,1B24DA,SLING WIRE,SOURCE_ROUTE,8,#808080,Continuous,-1,0.0,0.0,0.0,TRUECOLOR:808080|LT:Continuous|LW:-1|ROT_QGIS:0.000000000,"[{""operation"":""identity"",""source_entity_key"":""7b58aa1d673dbd6a61f3898aa687b21973671776de623da5f3157dad01ee85b2"",""max_displacement_m"":0.0}]",,,,,108.33509684199353,108.28622680684083
33,INFRA-CAD-1B1FCC,,,,,,,,,,,,45.381352345624755,,UNAVAILABLE,eab0389f51bccc54b14993193ae987b81922acd45c1236ddb593aeb68cc8809c,1B1FCC,SLING WIRE,SOURCE_ROUTE,8,#808080,Continuous,-1,0.0,0.0,0.0,TRUECOLOR:808080|LT:Continuous|LW:-1|ROT_QGIS:0.000000000,"[{""operation"":""identity"",""source_entity_key"":""eab0389f51bccc54b14993193ae987b81922acd45c1236ddb593aeb68cc8809c"",""max_displacement_m"":0.0}]",,,,,45.381352345624755,45.360783734738696
34,INFRA-CAD-1B3402,,,,,,,,,,,,53.021491056595885,,UNAVAILABLE,e73d074143f353af1dadef15e8026c6f3a5402cffbf018a39527b4977ff7465b,1B3402,SLING WIRE,SOURCE_ROUTE,8,#808080,Continuous,-1,0.0,0.0,0.0,TRUECOLOR:808080|LT:Continuous|LW:-1|ROT_QGIS:0.000000000,"[{""operation"":""identity"",""source_entity_key"":""e73d074143f353af1dadef15e8026c6f3a5402cffbf018a39527b4977ff7465b"",""max_displacement_m"":0.0}]",,,,,53.021491056595885,52.99752712493707
35,INFRA-CAD-1B24D9,,,,,,,,,,,,72.17633029048396,,UNAVAILABLE,75f0d1017e1f6cbb5e7b664d7fdd9a7309909febf0e5e629e51fe8b186893fc0,1B24D9,SLING WIRE,SOURCE_ROUTE,8,#808080,Continuous,-1,0.0,0.0,0.0,TRUECOLOR:808080|LT:Continuous|LW:-1|ROT_QGIS:0.000000000,"[{""operation"":""identity"",""source_entity_key"":""75f0d1017e1f6cbb5e7b664d7fdd9a7309909febf0e5e629e51fe8b186893fc0"",""max_displacement_m"":0.0}]",,,,,72.17633029048396,72.14380085784391
36,INFRA-CAD-1B29EE,,,,,,,,,,,,70.81473268018257,,UNAVAILABLE,0d163a27e77e490adb88f17471bf7eb8d3704cbd967778833557e5f622c5b7d5,1B29EE,SLING WIRE,SOURCE_ROUTE,8,#808080,Continuous,-1,0.0,0.0,0.0,TRUECOLOR:808080|LT:Continuous|LW:-1|ROT_QGIS:0.000000000,"[{""operation"":""identity"",""source_entity_key"":""0d163a27e77e490adb88f17471bf7eb8d3704cbd967778833557e5f622c5b7d5"",""max_displacement_m"":0.0}]",,,,,70.81473268018257,70.78293103347667
37,INFRA-CAD-1B29DC,,,,,,,,,,,,22.79918737699717,,UNAVAILABLE,d1934e273731294aae831ac5192470b6dc47dc7c06d8369b3520314c74b383f6,1B29DC,SLING WIRE,SOURCE_ROUTE,8,#808080,Continuous,-1,0.0,0.0,0.0,TRUECOLOR:808080|LT:Continuous|LW:-1|ROT_QGIS:0.000000000,"[{""operation"":""identity"",""source_entity_key"":""d1934e273731294aae831ac5192470b6dc47dc7c06d8369b3520314c74b383f6"",""max_displacement_m"":0.0}]",,,,,22.79918737699717,22.788946472557964
38,INFRA-CAD-1B29D9,,,,,,,,,,,,76.91862359914016,,UNAVAILABLE,4b31bea3090b9e41086e5ec07123011505e2601064596ae7ccd393eaf407c421,1B29D9,SLING WIRE,SOURCE_ROUTE,8,#808080,Continuous,-1,0.0,0.0,0.0,TRUECOLOR:808080|LT:Continuous|LW:-1|ROT_QGIS:0.000000000,"[{""operation"":""identity"",""source_entity_key"":""4b31bea3090b9e41086e5ec07123011505e2601064596ae7ccd393eaf407c421"",""max_displacement_m"":0.0}]",,,,,76.91862359914016,76.88410206120597
39,INFRA-CAD-1B1FCF,,,,,,,,,,,,20.943970471962565,,UNAVAILABLE,2cb0814179afbc405c27f9f94e218581353e09f5d9b966b2748fea2fcc167a48,1B1FCF,SLING WIRE,SOURCE_ROUTE,8,#808080,Continuous,-1,0.0,0.0,0.0,TRUECOLOR:808080|LT:Continuous|LW:-1|ROT_QGIS:0.000000000,"[{""operation"":""identity"",""source_entity_key"":""2cb0814179afbc405c27f9f94e218581353e09f5d9b966b2748fea2fcc167a48"",""max_displacement_m"":0.0}]",,,,,20.943970471962565,20.93448338806281
40,INFRA-CAD-1B3404,,,,,,,,,,,,26.21928076242459,,UNAVAILABLE,e45156f454b96e6289c2465edb5f7ebf84291bf6f36eb68343d55b518df92372,1B3404,SLING WIRE,SOURCE_ROUTE,8,#808080,Continuous,-1,0.0,0.0,0.0,TRUECOLOR:808080|LT:Continuous|LW:-1|ROT_QGIS:0.000000000,"[{""operation"":""identity"",""source_entity_key"":""e45156f454b96e6289c2465edb5f7ebf84291bf6f36eb68343d55b518df92372"",""max_displacement_m"":0.0}]",,,,,26.21928076242459,26.207441080484042
41,INFRA-CAD-1B1FCD,,,,,,,,,,,,62.859727981996876,,UNAVAILABLE,1893a9e32256db0687115c402eb728c64c434708c943534030e0aaa3b362b6f2,1B1FCD,SLING WIRE,SOURCE_ROUTE,8,#808080,Continuous,-1,0.0,0.0,0.0,TRUECOLOR:808080|LT:Continuous|LW:-1|ROT_QGIS:0.000000000,"[{""operation"":""identity"",""source_entity_key"":""1893a9e32256db0687115c402eb728c64c434708c943534030e0aaa3b362b6f2"",""max_displacement_m"":0.0}]",,,,,62.859727981996876,62.83121343897075
42,INFRA-CAD-1B24D7,,,,,,,,,,,,58.12489258988914,,UNAVAILABLE,5717a6c1ac4c2fde96cb62f537e8042349d181b09916adee91527324400bf08c,1B24D7,SLING WIRE,SOURCE_ROUTE,8,#808080,Continuous,-1,0.0,0.0,0.0,TRUECOLOR:808080|LT:Continuous|LW:-1|ROT_QGIS:0.000000000,"[{""operation"":""identity"",""source_entity_key"":""5717a6c1ac4c2fde96cb62f537e8042349d181b09916adee91527324400bf08c"",""max_displacement_m"":0.0}]",,,,,58.12489258988914,58.09869964784109
43,INFRA-CAD-1B3407,,,,,,,,,,,,31.185891278451397,,UNAVAILABLE,ada2987107184727da555233017d5a6ba4c73c0bb513723b1a304dd848d22a99,1B3407,SLING WIRE,SOURCE_ROUTE,8,#808080,Continuous,-1,0.0,0.0,0.0,TRUECOLOR:808080|LT:Continuous|LW:-1|ROT_QGIS:0.000000000,"[{""operation"":""identity"",""source_entity_key"":""ada2987107184727da555233017d5a6ba4c73c0bb513723b1a304dd848d22a99"",""max_displacement_m"":0.0}]",,,,,31.185891278451397,31.171784686096423
44,INFRA-CAD-1B340D,,,,,,,,,,,,88.5962246837962,,UNAVAILABLE,4dd6b35896fd9cf19f20b53bf5e8ee7d916666dd773fe79343cc43a377e3f819,1B340D,SLING WIRE,SOURCE_ROUTE,8,#808080,Continuous,-1,0.0,0.0,0.0,TRUECOLOR:808080|LT:Continuous|LW:-1|ROT_QGIS:0.000000000,"[{""operation"":""identity"",""source_entity_key"":""4dd6b35896fd9cf19f20b53bf5e8ee7d916666dd773fe79343cc43a377e3f819"",""max_displacement_m"":0.0}]",,,,,88.5962246837962,88.55628384133232
45,INFRA-CAD-1B3400,,,,,,,,,,,,26.7243674768372,,UNAVAILABLE,7f4e064f16d7338261fd35e134d80f472685037f12ac8e023cf4d5d1b2b7c05f,1B3400,SLING WIRE,SOURCE_ROUTE,8,#808080,Continuous,-1,0.0,0.0,0.0,TRUECOLOR:808080|LT:Continuous|LW:-1|ROT_QGIS:0.000000000,"[{""operation"":""identity"",""source_entity_key"":""7f4e064f16d7338261fd35e134d80f472685037f12ac8e023cf4d5d1b2b7c05f"",""max_displacement_m"":0.0}]",,,,,26.7243674768372,26.71228432327592
46,INFRA-CAD-1B24D5,,,,,,,,,,,,33.34798714216616,,UNAVAILABLE,c6ab7a3870b47f35b41001da7efed04597b5860709ab8b7a94955659702842bf,1B24D5,SLING WIRE,SOURCE_ROUTE,8,#808080,Continuous,-1,0.0,0.0,0.0,TRUECOLOR:808080|LT:Continuous|LW:-1|ROT_QGIS:0.000000000,"[{""operation"":""identity"",""source_entity_key"":""c6ab7a3870b47f35b41001da7efed04597b5860709ab8b7a94955659702842bf"",""max_displacement_m"":0.0}]",,,,,33.34798714216616,33.33294348001555
