fid,CODE,NOM,REF_PLAQUE,TYPE,NATURE,HAUTEUR_APPUI,TYPE_APPUI,EFFORT_APPUI,NB_BOITIERS,STATUT,PROPRIETAIRE,GESTIONNAIRE,ADRESSSE,VILLE,CODE_POSTAL,COMMENT,X,Y,display_label,label_provenance,source_entity_key,source_handle,source_layer,geometry_role,style_aci,style_truecolor,style_linetype,style_lineweight,style_rotation,style_rotation_deg,style_qgis_rotation_deg,style_render_key,lineage_json,source_cad_length_m,dimension_length_m,source_segment_sum_m,source_native_length_delta_m,delivery_grid_length_m,geodesic_length_m
23,MR.KLDYA.P176,,,,,,,,,,,,,,,,761430.9277808171,605286.7728969711,MR.KLDYA.P176,DWG_DERIVED:AI-ANNOTATION-OBSERVED_62922084E81B1BBE25363DF9B0514A46-001|RULE:AI-ANNOTATION-ASSIGN-001,d3332674bbde3057843a6339081a5e56a8c6061d37ed419b453cd4a4a7eaa86c,1B064C,NEW POLE 7M 2.5INCH,SOURCE_ASSET,212,,BYLAYER,-1,0.0,0.0,0.0,"PTECH:NP7 2.5""|ROT_QGIS:0.000000000","[{""operation"":""identity"",""source_entity_key"":""d3332674bbde3057843a6339081a5e56a8c6061d37ed419b453cd4a4a7eaa86c"",""max_displacement_m"":0.0}]",,,,,,
24,MR.KLDYA.P015,,,,,,,,,,,,,,,,762306.5035289525,605031.5546806324,MR.KLDYA.P015,DWG_DERIVED:AI-ANNOTATION-OBSERVED_62922084E81B1BBE25363DF9B0514A46-001|RULE:AI-ANNOTATION-ASSIGN-001,bb87fd8e83c1d290fcb87ea866b461474f558212e8db30a0177f45e01591e899,1AC8D8,NEW POLE 7m(3 inches),SOURCE_ASSET,4,,BYLAYER,-1,0.0,0.0,0.0,"PTECH:NP7 3""|ROT_QGIS:0.000000000","[{""operation"":""identity"",""source_entity_key"":""bb87fd8e83c1d290fcb87ea866b461474f558212e8db30a0177f45e01591e899"",""max_displacement_m"":0.0}]",,,,,,
25,MR.KLDYA.P009,,,,,,,,,,,,,,,,762406.3241260182,605023.3686913674,MR.KLDYA.P009,DWG_DERIVED:AI-ANNOTATION-OBSERVED_62922084E81B1BBE25363DF9B0514A46-001|RULE:AI-ANNOTATION-ASSIGN-001,54de7e97756b3ea67079760a772b81c5d8ea946c09c2a641e316d9caf620779f,1AC8A8,NEW POLE 7M 2.5INCH,SOURCE_ASSET,212,,BYLAYER,-1,0.0,0.0,0.0,"PTECH:NP7 2.5""|ROT_QGIS:0.000000000","[{""operation"":""identity"",""source_entity_key"":""54de7e97756b3ea67079760a772b81c5d8ea946c09c2a641e316d9caf620779f"",""max_displacement_m"":0.0}]",,,,,,
26,MR.KLDYA.P133,,,,,,,,,,,,,,,,761996.2468713779,604709.1685638782,MR.KLDYA.P133,DWG_DERIVED:AI-ANNOTATION-OBSERVED_62922084E81B1BBE25363DF9B0514A46-001|RULE:AI-ANNOTATION-ASSIGN-001,5db97cd39093f3b8f892c42866c7a253fa469170861fd6c84d11134d5fbc43e8,1AEAF9,NEW POLE 7m(3 inches),SOURCE_ASSET,4,,BYLAYER,-1,0.0,0.0,0.0,"PTECH:NP7 3""|ROT_QGIS:0.000000000","[{""operation"":""identity"",""source_entity_key"":""5db97cd39093f3b8f892c42866c7a253fa469170861fd6c84d11134d5fbc43e8"",""max_displacement_m"":0.0}]",,,,,,
27,MR.KLDYA.P125,,,,,,,,,,,,,,,,761948.0354199993,604857.542679717,MR.KLDYA.P125,DWG_DERIVED:AI-ANNOTATION-OBSERVED_62922084E81B1BBE25363DF9B0514A46-001|RULE:AI-ANNOTATION-ASSIGN-001,e90476c9322ac43b4146db25ead40640d92f4cf54eb3157cf525dcbe8109bf1f,1AEA80,NEW POLE 7m(3 inches),SOURCE_ASSET,4,,BYLAYER,-1,0.0,0.0,0.0,"PTECH:NP7 3""|ROT_QGIS:0.000000000","[{""operation"":""identity"",""source_entity_key"":""e90476c9322ac43b4146db25ead40640d92f4cf54eb3157cf525dcbe8109bf1f"",""max_displacement_m"":0.0}]",,,,,,
28,EXT.MR.IJY.KLDYA.P005,,,,,,,,,,,,,,,,762209.6051486126,604867.8527477352,EXT.MR.IJY.KLDYA.P005,DWG_DERIVED:AI-ANNOTATION-OBSERVED_0C10727A49C05734529BD2B4A9C5D73C-001|RULE:AI-ANNOTATION-ASSIGN-001,a5e1830487c8dc589362e9f9a300bb85b894e0da1c28a4cdb9de17bf4442ccbd,1AEA00,EXT POLE,SOURCE_ASSET,1,,BYLAYER,-1,0.0,0.0,0.0,PTECH:EXISTING|ROT_QGIS:0.000000000,"[{""operation"":""identity"",""source_entity_key"":""a5e1830487c8dc589362e9f9a300bb85b894e0da1c28a4cdb9de17bf4442ccbd"",""max_displacement_m"":0.0}]",,,,,,
29,MR.KLDYA.P084,,,,,,,,,,,,,,,,762166.4483816976,605580.0536094997,MR.KLDYA.P084,DWG_DERIVED:AI-ANNOTATION-OBSERVED_62922084E81B1BBE25363DF9B0514A46-001|RULE:AI-ANNOTATION-ASSIGN-001,ca470524142abe5fbf501955087e17ec6c5aca0528f37aada67879d80be70496,1AD509,NEW POLE 7m(3 inches),SOURCE_ASSET,4,,BYLAYER,-1,0.0,0.0,0.0,"PTECH:NP7 3""|ROT_QGIS:0.000000000","[{""operation"":""identity"",""source_entity_key"":""ca470524142abe5fbf501955087e17ec6c5aca0528f37aada67879d80be70496"",""max_displacement_m"":0.0}]",,,,,,
30,MR.KLDYA.P085,,,,,,,,,,,,,,,,762169.0700590321,605621.904102166,MR.KLDYA.P085,DWG_DERIVED:AI-ANNOTATION-OBSERVED_62922084E81B1BBE25363DF9B0514A46-001|RULE:AI-ANNOTATION-ASSIGN-001,d8ed9da10167034145d1396eb8ab6cfeeb25aac3d8175e8aeef97714e02ad3c3,1AD531,NEW POLE 7M 2.5INCH,SOURCE_ASSET,212,,BYLAYER,-1,0.0,0.0,0.0,"PTECH:NP7 2.5""|ROT_QGIS:0.000000000","[{""operation"":""identity"",""source_entity_key"":""d8ed9da10167034145d1396eb8ab6cfeeb25aac3d8175e8aeef97714e02ad3c3"",""max_displacement_m"":0.0}]",,,,,,
31,MR.KLDYA.P130,,,,,,,,,,,,,,,,761957.5115615797,604736.6891377338,MR.KLDYA.P130,DWG_DERIVED:AI-ANNOTATION-OBSERVED_62922084E81B1BBE25363DF9B0514A46-001|RULE:AI-ANNOTATION-ASSIGN-001,f1025129ddde16cb5e4279d8ac2de690bfcc05b1acb5e8c6d7bbcc8d25af3da4,1AEAE0,NEW POLE 7m(3 inches),SOURCE_ASSET,4,,BYLAYER,-1,0.0,0.0,0.0,"PTECH:NP7 3""|ROT_QGIS:0.000000000","[{""operation"":""identity"",""source_entity_key"":""f1025129ddde16cb5e4279d8ac2de690bfcc05b1acb5e8c6d7bbcc8d25af3da4"",""max_displacement_m"":0.0}]",,,,,,
32,MR.KLDYA.P070,,,,,,,,,,,,,,,,762129.2540518192,605231.9718423976,MR.KLDYA.P070,DWG_DERIVED:AI-ANNOTATION-OBSERVED_62922084E81B1BBE25363DF9B0514A46-001|RULE:AI-ANNOTATION-ASSIGN-001,d3d23c564eeeed3650d5cadef788910ee59685e71f23ef2f20c5df0a3b6be595,1AD499,NEW POLE 7M 2.5INCH,SOURCE_ASSET,212,,BYLAYER,-1,0.0,0.0,0.0,"PTECH:NP7 2.5""|ROT_QGIS:0.000000000","[{""operation"":""identity"",""source_entity_key"":""d3d23c564eeeed3650d5cadef788910ee59685e71f23ef2f20c5df0a3b6be595"",""max_displacement_m"":0.0}]",,,,,,
33,MR.KLDYA.P067,,,,,,,,,,,,,,,,762048.1459319369,605244.7466734828,MR.KLDYA.P067,DWG_DERIVED:AI-ANNOTATION-OBSERVED_62922084E81B1BBE25363DF9B0514A46-001|RULE:AI-ANNOTATION-ASSIGN-001,fd94557ffd0f6cbc0169b0880f0a0294de5e749341d38c8ab86ad381048fea24,1ACF8D,NEW POLE 7M 2.5INCH,SOURCE_ASSET,212,,BYLAYER,-1,0.0,0.0,0.0,"PTECH:NP7 2.5""|ROT_QGIS:0.000000000","[{""operation"":""identity"",""source_entity_key"":""fd94557ffd0f6cbc0169b0880f0a0294de5e749341d38c8ab86ad381048fea24"",""max_displacement_m"":0.0}]",,,,,,
34,MR.KLDYA.P066,,,,,,,,,,,,,,,,762053.0707735284,605215.2601676495,MR.KLDYA.P066,DWG_DERIVED:AI-ANNOTATION-OBSERVED_62922084E81B1BBE25363DF9B0514A46-001|RULE:AI-ANNOTATION-ASSIGN-001,42daae753cde51b3543cd3abc40732044459ede14b8c7f0d459ba77a18505a25,1ACF75,NEW POLE 7m(3 inches),SOURCE_ASSET,4,,BYLAYER,-1,0.0,0.0,0.0,"PTECH:NP7 3""|ROT_QGIS:0.000000000","[{""operation"":""identity"",""source_entity_key"":""42daae753cde51b3543cd3abc40732044459ede14b8c7f0d459ba77a18505a25"",""max_displacement_m"":0.0}]",,,,,,
35,MR.KLDYA.P046,,,,,,,,,,,,,,,,762250.7806536788,605798.3902514109,MR.KLDYA.P046,DWG_DERIVED:AI-ANNOTATION-OBSERVED_62922084E81B1BBE25363DF9B0514A46-001|RULE:AI-ANNOTATION-ASSIGN-001,3ea7541b66b84164c07744a2975afb6aeb19d19f3e099cb5b2116efc6ea4c7b5,1AC9D9,NEW POLE 7M 2.5INCH,SOURCE_ASSET,212,,BYLAYER,-1,0.0,0.0,0.0,"PTECH:NP7 2.5""|ROT_QGIS:0.000000000","[{""operation"":""identity"",""source_entity_key"":""3ea7541b66b84164c07744a2975afb6aeb19d19f3e099cb5b2116efc6ea4c7b5"",""max_displacement_m"":0.0}]",,,,,,
36,MR.KLDYA.P057,,,,,,,,,,,,,,,,762177.4508853019,605119.2335526443,MR.KLDYA.P057,DWG_DERIVED:AI-ANNOTATION-OBSERVED_62922084E81B1BBE25363DF9B0514A46-001|RULE:AI-ANNOTATION-ASSIGN-001,a7a07405270455fabebd1ba748a9aa9d8d56da27517de4369f73356dd347f4fd,1ACF2D,NEW POLE 7M 2.5INCH,SOURCE_ASSET,212,,BYLAYER,-1,0.0,0.0,0.0,"PTECH:NP7 2.5""|ROT_QGIS:0.000000000","[{""operation"":""identity"",""source_entity_key"":""a7a07405270455fabebd1ba748a9aa9d8d56da27517de4369f73356dd347f4fd"",""max_displacement_m"":0.0}]",,,,,,
37,MR.KLDYA.P064,,,,,,,,,,,,,,,,762078.2578912844,605166.8245615849,MR.KLDYA.P064,DWG_DERIVED:AI-ANNOTATION-OBSERVED_62922084E81B1BBE25363DF9B0514A46-001|RULE:AI-ANNOTATION-ASSIGN-001,f1b658667dbcd8f2c25655bdff5a3fac72742c23d1fbec89dd635779185d9620,1ACF65,NEW POLE 7m(3 inches),SOURCE_ASSET,4,,BYLAYER,-1,0.0,0.0,0.0,"PTECH:NP7 3""|ROT_QGIS:0.000000000","[{""operation"":""identity"",""source_entity_key"":""f1b658667dbcd8f2c25655bdff5a3fac72742c23d1fbec89dd635779185d9620"",""max_displacement_m"":0.0}]",,,,,,
38,MR.KLDYA.P114,,,,,,,,,,,,,,,,762146.036812403,604892.5397883944,MR.KLDYA.P114,DWG_DERIVED:AI-ANNOTATION-OBSERVED_62922084E81B1BBE25363DF9B0514A46-001|RULE:AI-ANNOTATION-ASSIGN-001,4bfa926e709202a626f3496fd460b6fb5117dd43c9e4e20b04100bed8c7c8d09,1AEA30,NEW POLE 7M 2.5INCH,SOURCE_ASSET,212,,BYLAYER,-1,0.0,0.0,0.0,"PTECH:NP7 2.5""|ROT_QGIS:0.000000000","[{""operation"":""identity"",""source_entity_key"":""4bfa926e709202a626f3496fd460b6fb5117dd43c9e4e20b04100bed8c7c8d09"",""max_displacement_m"":0.0}]",,,,,,
