fid,CODE,CODE_PTC,REF_PLAQUE,REF_NRO,REF_PM,TYPE,TYPE_STRUCTURE,MODE_POSE,CAPACITE,NB_LOGEMENT,NB_SPLICES,NB_FIBRE_UTIL,FABRIQUANT,REF_BPE,NB_CASSETTES_MAX,CABLE_AMONT,STATUT,PROPRIETAIRE,GESTIONNAIRE,ADRESSSE,VILLE,CODE_POSTAL,COMMENT,X,Y,display_label,label_provenance,source_entity_key,source_handle,source_layer,geometry_role,style_aci,style_truecolor,style_linetype,style_lineweight,style_rotation,style_rotation_deg,style_qgis_rotation_deg,style_render_key,lineage_json,source_cad_length_m,dimension_length_m,source_segment_sum_m,source_native_length_delta_m,delivery_grid_length_m,geodesic_length_m
11,KLDYA.011.B12,,,,,,,,,,,,,,,,,,,,,,,761930.5110126178,605770.197979159,KLDYA.011.B12 · 16,DWG_DERIVED:AI-ANNOTATION-OBSERVED_8908D86C1B89763DBBCCBFB2C7217DC5-001|RULE:AI-ANNOTATION-ASSIGN-001|DWG_DIRECT:block-attribute-text,d2764fa6b281a878cc42569748f0807bba775907f71b7e519e553e3eecaecf7f,1B6B92,FAT,SOURCE_ASSET,30,,BYLAYER,-1,6.276552654748111,359.6199770086993,0.38002299247963267,ACI:30|LT:BYLAYER|LW:-1|ROT_QGIS:0.380022992,"[{""operation"":""identity"",""source_entity_key"":""d2764fa6b281a878cc42569748f0807bba775907f71b7e519e553e3eecaecf7f"",""max_displacement_m"":0.0},{""operation"":""collocate_with_support"",""source_entity_key"":""d2764fa6b281a878cc42569748f0807bba775907f71b7e519e553e3eecaecf7f"",""support_feature_key"":""8bd2285adb7040d9fa9d8572d1e5e0300eac324042cb20b11594fbb237d98551"",""support_handle"":""1ADFD0"",""max_displacement_m"":8.440996547038173}]",,,,,,
12,KLDYA.011.A02,,,,,,,,,,,,,,,,,,,,,,,762376.7099603879,605021.0283945262,KLDYA.011.A02 · 16,DWG_DERIVED:AI-ANNOTATION-OBSERVED_8908D86C1B89763DBBCCBFB2C7217DC5-001|RULE:AI-ANNOTATION-ASSIGN-001|DWG_DIRECT:block-attribute-text,3bb8ace3eee25e93fcbef3807df90a7156bd65d4cb72edc03e40913d2f621a93,1B6B38,FAT,SOURCE_ASSET,30,,BYLAYER,-1,6.276552654748111,359.6199770086993,0.3800229924353925,ACI:30|LT:BYLAYER|LW:-1|ROT_QGIS:0.380022992,"[{""operation"":""identity"",""source_entity_key"":""3bb8ace3eee25e93fcbef3807df90a7156bd65d4cb72edc03e40913d2f621a93"",""max_displacement_m"":0.0},{""operation"":""collocate_with_support"",""source_entity_key"":""3bb8ace3eee25e93fcbef3807df90a7156bd65d4cb72edc03e40913d2f621a93"",""support_feature_key"":""96590cf10bf5225554a10324b24b209d5a6ffa1b84e8b521b65ad8ab706f405d"",""support_handle"":""1AC898"",""max_displacement_m"":7.4619363344753165}]",,,,,,
13,KLDYA.012.A01,,,,,,,,,,,,,,,,,,,,,,,761634.0763269591,604983.4312472485,KLDYA.012.A01 · 16,DWG_DERIVED:AI-ANNOTATION-OBSERVED_8908D86C1B89763DBBCCBFB2C7217DC5-001|RULE:AI-ANNOTATION-ASSIGN-001|DWG_DIRECT:block-attribute-text,6ed4250caa8fda332c4c78b8f3eaa3aa19e8bdce1425a4171f7361c4053d7d2f,1B6BBA,FAT,SOURCE_ASSET,30,,BYLAYER,-1,6.276552654748111,359.6199770086993,0.3800229858096728,ACI:30|LT:BYLAYER|LW:-1|ROT_QGIS:0.380022986,"[{""operation"":""identity"",""source_entity_key"":""6ed4250caa8fda332c4c78b8f3eaa3aa19e8bdce1425a4171f7361c4053d7d2f"",""max_displacement_m"":0.0},{""operation"":""collocate_with_support"",""source_entity_key"":""6ed4250caa8fda332c4c78b8f3eaa3aa19e8bdce1425a4171f7361c4053d7d2f"",""support_feature_key"":""4d6dce413e4d2fd8379f5ed07abeb05e736bae27dc1f6dcd6b62eab7b2d6ab2a"",""support_handle"":""1B054C"",""max_displacement_m"":7.1437733352626}]",,,,,,
14,KLDYA.011.A07,,,,,,,,,,,,,,,,,,,,,,,762324.9357525272,605833.4495246282,KLDYA.011.A07 · 16,DWG_DERIVED:AI-ANNOTATION-OBSERVED_8908D86C1B89763DBBCCBFB2C7217DC5-001|RULE:AI-ANNOTATION-ASSIGN-001|DWG_DIRECT:block-attribute-text,7e892fb1215734c2425ef6a81d97373e10d13bc9101ee1d4211dad42fd1280b9,1B6B51,FAT,SOURCE_ASSET,30,,BYLAYER,-1,6.276552654748111,359.6199770086993,0.38002299247963267,ACI:30|LT:BYLAYER|LW:-1|ROT_QGIS:0.380022992,"[{""operation"":""identity"",""source_entity_key"":""7e892fb1215734c2425ef6a81d97373e10d13bc9101ee1d4211dad42fd1280b9"",""max_displacement_m"":0.0},{""operation"":""collocate_with_support"",""source_entity_key"":""7e892fb1215734c2425ef6a81d97373e10d13bc9101ee1d4211dad42fd1280b9"",""support_feature_key"":""5d0cd33b23761243ec54a5a45faa9d1633c96c849e702d17d86ac6520df968eb"",""support_handle"":""1AC9C1"",""max_displacement_m"":4.599684208573419}]",,,,,,
15,KLDYA.011.B10,,,,,,,,,,,,,,,,,,,,,,,762051.2999779666,605548.9516772521,KLDYA.011.B10 · 16,DWG_DERIVED:AI-ANNOTATION-OBSERVED_8908D86C1B89763DBBCCBFB2C7217DC5-001|RULE:AI-ANNOTATION-ASSIGN-001|DWG_DIRECT:block-attribute-text,f370a0e362069c96176f512f998d9dba764d652f683aea6680ffbf86c57ebdc3,1B6B88,FAT,SOURCE_ASSET,30,,BYLAYER,-1,6.276552654748111,359.6199770086993,0.38002299247963267,ACI:30|LT:BYLAYER|LW:-1|ROT_QGIS:0.380022992,"[{""operation"":""identity"",""source_entity_key"":""f370a0e362069c96176f512f998d9dba764d652f683aea6680ffbf86c57ebdc3"",""max_displacement_m"":0.0},{""operation"":""collocate_with_support"",""source_entity_key"":""f370a0e362069c96176f512f998d9dba764d652f683aea6680ffbf86c57ebdc3"",""support_feature_key"":""d27e9d07fafff83e418d2a7f03a4b1c39602e6085adf24d4d0cbd9dbca7789dd"",""support_handle"":""1AD569"",""max_displacement_m"":6.735458388590646}]",,,,,,
16,KLDYA.011.C05,,,,,,,,,,,,,,,,,,,,,,,761998.7269604981,604809.6794216506,KLDYA.011.C05 · 16,DWG_DERIVED:AI-ANNOTATION-OBSERVED_8908D86C1B89763DBBCCBFB2C7217DC5-001|RULE:AI-ANNOTATION-ASSIGN-001|DWG_DIRECT:block-attribute-text,f4653320bc55aa4ad5e5b7cef7d7dd73eb659d972f1e0e6c2d1add4cf9bdc1b4,1B6BAB,FAT,SOURCE_ASSET,30,,BYLAYER,-1,6.276552654748111,359.6199770086993,0.38002299247963267,ACI:30|LT:BYLAYER|LW:-1|ROT_QGIS:0.380022992,"[{""operation"":""identity"",""source_entity_key"":""f4653320bc55aa4ad5e5b7cef7d7dd73eb659d972f1e0e6c2d1add4cf9bdc1b4"",""max_displacement_m"":0.0},{""operation"":""collocate_with_support"",""source_entity_key"":""f4653320bc55aa4ad5e5b7cef7d7dd73eb659d972f1e0e6c2d1add4cf9bdc1b4"",""support_feature_key"":""bf28fff957361c83f4447569c70bfd2222e0d2d89ef037ee63492facde9c35db"",""support_handle"":""1AEAC0"",""max_displacement_m"":8.91363968924311}]",,,,,,
17,KLDYA.011.B04,,,,,,,,,,,,,,,,,,,,,,,762053.0707735284,605215.2601676495,KLDYA.011.B04 · 16,DWG_DERIVED:AI-ANNOTATION-OBSERVED_8908D86C1B89763DBBCCBFB2C7217DC5-001|RULE:AI-ANNOTATION-ASSIGN-001|DWG_DIRECT:block-attribute-text,6d27bfca4051a735eb15a0806c0eef38d358449185efb35aeeb517af5d2a8709,1B6B6A,FAT,SOURCE_ASSET,30,,BYLAYER,-1,6.276552654748111,359.6199770086993,0.38002299247963267,ACI:30|LT:BYLAYER|LW:-1|ROT_QGIS:0.380022992,"[{""operation"":""identity"",""source_entity_key"":""6d27bfca4051a735eb15a0806c0eef38d358449185efb35aeeb517af5d2a8709"",""max_displacement_m"":0.0},{""operation"":""collocate_with_support"",""source_entity_key"":""6d27bfca4051a735eb15a0806c0eef38d358449185efb35aeeb517af5d2a8709"",""support_feature_key"":""39e09e255b1db580592501022ef9de48a0e801e7be1d9045e0398027bc4a7926"",""support_handle"":""1ACF75"",""max_displacement_m"":7.7783640782343575}]",,,,,,
18,KLDYA.011.B07,,,,,,,,,,,,,,,,,,,,,,,762209.5057563001,605574.2467588013,KLDYA.011.B07 · 16,DWG_DERIVED:AI-ANNOTATION-OBSERVED_8908D86C1B89763DBBCCBFB2C7217DC5-001|RULE:AI-ANNOTATION-ASSIGN-001|DWG_DIRECT:block-attribute-text,47f9a54ddc5a52aadc6aab2ab1b16282a6185047362b221e3f539b413cc37f85,1B6B7E,FAT,SOURCE_ASSET,30,,BYLAYER,-1,6.276552654748111,359.6199770086993,0.3800229858096728,ACI:30|LT:BYLAYER|LW:-1|ROT_QGIS:0.380022986,"[{""operation"":""identity"",""source_entity_key"":""47f9a54ddc5a52aadc6aab2ab1b16282a6185047362b221e3f539b413cc37f85"",""max_displacement_m"":0.0},{""operation"":""collocate_with_support"",""source_entity_key"":""47f9a54ddc5a52aadc6aab2ab1b16282a6185047362b221e3f539b413cc37f85"",""support_feature_key"":""bfb630885d3aebe7a8957506fa8318d78bd23b5c59f95e1e9e40ffd145fcf146"",""support_handle"":""1AD511"",""max_displacement_m"":8.376471343585896}]",,,,,,
19,KLDYA.011.B06,,,,,,,,,,,,,,,,,,,,,,,762118.5950083624,605466.9477038096,KLDYA.011.B06 · 16,DWG_DERIVED:AI-ANNOTATION-OBSERVED_8908D86C1B89763DBBCCBFB2C7217DC5-001|RULE:AI-ANNOTATION-ASSIGN-001|DWG_DIRECT:block-attribute-text,421c8158ddbcde33b69a92acd34a9d77c751b68f4d19918891cc7a9a3d9deae9,1B6B74,FAT,SOURCE_ASSET,30,,BYLAYER,-1,6.276552654748111,359.6199770086993,0.38002299247963267,ACI:30|LT:BYLAYER|LW:-1|ROT_QGIS:0.380022992,"[{""operation"":""identity"",""source_entity_key"":""421c8158ddbcde33b69a92acd34a9d77c751b68f4d19918891cc7a9a3d9deae9"",""max_displacement_m"":0.0},{""operation"":""collocate_with_support"",""source_entity_key"":""421c8158ddbcde33b69a92acd34a9d77c751b68f4d19918891cc7a9a3d9deae9"",""support_feature_key"":""dd5ba90e896a140a3d1f859825ae7e1673b6818adc4df2c757bc635ffd6483ca"",""support_handle"":""1AD4E1"",""max_displacement_m"":9.060317842976957}]",,,,,,
20,KLDYA.011.B09,,,,,,,,,,,,,,,,,,,,,,,762120.2305213689,605589.8851056354,KLDYA.011.B09 · 16,DWG_DERIVED:AI-ANNOTATION-OBSERVED_8908D86C1B89763DBBCCBFB2C7217DC5-001|RULE:AI-ANNOTATION-ASSIGN-001|DWG_DIRECT:block-attribute-text,a7ad979a78eafef7699b9d6cf8b0b0a4e69915d3faf887c150d0a684a9bfc89d,1B6B83,FAT,SOURCE_ASSET,30,,BYLAYER,-1,6.276552654748111,359.6199770086993,0.38002299247963267,ACI:30|LT:BYLAYER|LW:-1|ROT_QGIS:0.380022992,"[{""operation"":""identity"",""source_entity_key"":""a7ad979a78eafef7699b9d6cf8b0b0a4e69915d3faf887c150d0a684a9bfc89d"",""max_displacement_m"":0.0},{""operation"":""collocate_with_support"",""source_entity_key"":""a7ad979a78eafef7699b9d6cf8b0b0a4e69915d3faf887c150d0a684a9bfc89d"",""support_feature_key"":""9e235e6943e7e6ffa25c104b9c49ef8877f8e8d21faab85a78915bac1dbfd1a1"",""support_handle"":""1AD541"",""max_displacement_m"":7.78693024817262}]",,,,,,
21,KLDYA.012.A06,,,,,,,,,,,,,,,,,,,,,,,761600.4138497282,605123.8902545879,KLDYA.012.A06 · 16,DWG_DERIVED:AI-ANNOTATION-OBSERVED_8908D86C1B89763DBBCCBFB2C7217DC5-001|RULE:AI-ANNOTATION-ASSIGN-001|DWG_DIRECT:block-attribute-text,b5ea33317a01ddf65b81f9303b4c0c962a74335e82146e53ebcce5930aab516e,1B6BD3,FAT,SOURCE_ASSET,30,,BYLAYER,-1,6.276552654748111,359.6199770086993,0.3800229858096728,ACI:30|LT:BYLAYER|LW:-1|ROT_QGIS:0.380022986,"[{""operation"":""identity"",""source_entity_key"":""b5ea33317a01ddf65b81f9303b4c0c962a74335e82146e53ebcce5930aab516e"",""max_displacement_m"":0.0},{""operation"":""collocate_with_support"",""source_entity_key"":""b5ea33317a01ddf65b81f9303b4c0c962a74335e82146e53ebcce5930aab516e"",""support_feature_key"":""bb21300638ce9ae875924dde28c3f915d9ad45c661bd32e7671e09aa734c84a7"",""support_handle"":""1B05FC"",""max_displacement_m"":9.851387635115778}]",,,,,,
22,KLDYA.012.A08,,,,,,,,,,,,,,,,,,,,,,,761432.7191236401,605256.0187565046,KLDYA.012.A08 · 16,DWG_DERIVED:AI-ANNOTATION-OBSERVED_8908D86C1B89763DBBCCBFB2C7217DC5-001|RULE:AI-ANNOTATION-ASSIGN-001|DWG_DIRECT:block-attribute-text,e860c48cca0aac38c8bac33327303a4852741e7b6d119fc4cce71198d58bfc6e,1B6BDD,FAT,SOURCE_ASSET,30,,BYLAYER,-1,6.276552654748111,359.6199770086993,0.38002299247963267,ACI:30|LT:BYLAYER|LW:-1|ROT_QGIS:0.380022992,"[{""operation"":""identity"",""source_entity_key"":""e860c48cca0aac38c8bac33327303a4852741e7b6d119fc4cce71198d58bfc6e"",""max_displacement_m"":0.0},{""operation"":""collocate_with_support"",""source_entity_key"":""e860c48cca0aac38c8bac33327303a4852741e7b6d119fc4cce71198d58bfc6e"",""support_feature_key"":""fcae42ad88cd5cdcc12e892a68364ee8f5f43bece53925b5f2c2dbfe98921c1e"",""support_handle"":""1B0644"",""max_displacement_m"":9.8553397973067}]",,,,,,
23,KLDYA.011.B08,,,,,,,,,,,,,,,,,,,,,,,762166.4483816976,605580.0536094997,KLDYA.011.B08 · 16,DWG_DERIVED:AI-ANNOTATION-OBSERVED_8908D86C1B89763DBBCCBFB2C7217DC5-001|RULE:AI-ANNOTATION-ASSIGN-001|DWG_DIRECT:block-attribute-text,9e3869f2857ee6566f444446a5bee9acdebe19e1e3467c4956274a9aae87237f,1B6B79,FAT,SOURCE_ASSET,30,,BYLAYER,-1,6.276552654748111,359.6199770086993,0.38002299247963267,ACI:30|LT:BYLAYER|LW:-1|ROT_QGIS:0.380022992,"[{""operation"":""identity"",""source_entity_key"":""9e3869f2857ee6566f444446a5bee9acdebe19e1e3467c4956274a9aae87237f"",""max_displacement_m"":0.0},{""operation"":""collocate_with_support"",""source_entity_key"":""9e3869f2857ee6566f444446a5bee9acdebe19e1e3467c4956274a9aae87237f"",""support_feature_key"":""3345a9d872d2afeacd26a71c801f3b53cff4826914b3cb976b0e99ad85334389"",""support_handle"":""1AD509"",""max_displacement_m"":8.295981834486062}]",,,,,,
24,KLDYA.011.A01,,,,,,,,,,,,,,,,,,,,,,,762362.2148065566,604913.4978448914,KLDYA.011.A01 · 16,DWG_DERIVED:AI-ANNOTATION-OBSERVED_8908D86C1B89763DBBCCBFB2C7217DC5-001|RULE:AI-ANNOTATION-ASSIGN-001|DWG_DIRECT:block-attribute-text,e664f931c27b384eec3fe86b885dabb9567130a26eff960cecdd96141fc0674d,1B6B33,FAT,SOURCE_ASSET,30,,BYLAYER,-1,6.276552654748111,359.6199770086993,0.38002299247963267,ACI:30|LT:BYLAYER|LW:-1|ROT_QGIS:0.380022992,"[{""operation"":""identity"",""source_entity_key"":""e664f931c27b384eec3fe86b885dabb9567130a26eff960cecdd96141fc0674d"",""max_displacement_m"":0.0},{""operation"":""collocate_with_support"",""source_entity_key"":""e664f931c27b384eec3fe86b885dabb9567130a26eff960cecdd96141fc0674d"",""support_feature_key"":""a657804e530af26b9c4be1ddef9c97c56591c1cc3b1a7cf500e50e1f66359a88"",""support_handle"":""1AC880"",""max_displacement_m"":8.547194643305733}]",,,,,,
