fid,CODE,REF_PLAQUE,REGION,PROVINCE,VILLE,COMMUNE,CODE_POSTAL,NUMERO_VOIE,TYPE_VOIE,TYPE_BATIMENT,TYPE_CLIENT,NB_LOC_RES,NB_LOC_PRO,NB_LOC_TOT,RACCORDEMENT,STATUT,NB_ETAGE,COL_MONTANTE,SOUS_SOL,SOUS_SOL_COMMUN,BPE_CODE,X,Y,display_label,label_provenance,source_entity_key,source_handle,source_layer,geometry_role,style_aci,style_truecolor,style_linetype,style_lineweight,style_rotation,style_rotation_deg,style_qgis_rotation_deg,style_render_key,lineage_json,source_cad_length_m,dimension_length_m,source_segment_sum_m,source_native_length_delta_m,delivery_grid_length_m,geodesic_length_m
11,NN-447,,,,,,,,,,,,,,,,,,,,,762347.5013077912,605755.7852293694,NN-447,DWG_DIRECT:text|RULE:AI-IMB-LABEL-001,e970b8fc0fd153a73abeef86a5aa06ed8f72a756e2e43fb54b4302a1b9da7508,188D91,Home Number,SOURCE_HOME_LABEL,6,,BYLAYER,-1,0.0,0.0,0.0,ACI:6|LT:BYLAYER|LW:-1|ROT_QGIS:0.000000000,"[{""operation"":""identity"",""source_entity_key"":""e970b8fc0fd153a73abeef86a5aa06ed8f72a756e2e43fb54b4302a1b9da7508"",""max_displacement_m"":0.0}]",,,,,,
12,NN-281,,,,,,,,,,,,,,,,,,,,,761767.698716983,605147.0093409474,NN-281,DWG_DIRECT:text|RULE:AI-IMB-LABEL-001,66ef132dc13e888afc98d328c8c13fba6b5a3dca634cf8b7af3b58b2c05f4b6a,170963,Home Number,SOURCE_HOME_LABEL,6,,BYLAYER,-1,0.0,0.0,0.0,ACI:6|LT:BYLAYER|LW:-1|ROT_QGIS:0.000000000,"[{""operation"":""identity"",""source_entity_key"":""66ef132dc13e888afc98d328c8c13fba6b5a3dca634cf8b7af3b58b2c05f4b6a"",""max_displacement_m"":0.0}]",,,,,,
13,NN-246,,,,,,,,,,,,,,,,,,,,,761412.2421288491,605310.0132121103,NN-246,DWG_DIRECT:text|RULE:AI-IMB-LABEL-001,09d68acbcd0aa4ae9da306d5906f657215bb3b4826c5b9300a2f7f1a6c518b1e,17091D,Home Number,SOURCE_HOME_LABEL,6,,BYLAYER,-1,0.0,0.0,0.0,ACI:6|LT:BYLAYER|LW:-1|ROT_QGIS:0.000000000,"[{""operation"":""identity"",""source_entity_key"":""09d68acbcd0aa4ae9da306d5906f657215bb3b4826c5b9300a2f7f1a6c518b1e"",""max_displacement_m"":0.0}]",,,,,,
14,NN-415,,,,,,,,,,,,,,,,,,,,,762257.588558816,604879.9310442307,NN-415,DWG_DIRECT:text|RULE:AI-IMB-LABEL-001,30f6424587ff988d301c4c5c1c7d2b2349c8c8f9ca88c6660d5e25d3eb1c4575,170A6F,Home Number,SOURCE_HOME_LABEL,6,,BYLAYER,-1,4.71238898038469,270.0,90.0,ACI:6|LT:BYLAYER|LW:-1|ROT_QGIS:90.000000000,"[{""operation"":""identity"",""source_entity_key"":""30f6424587ff988d301c4c5c1c7d2b2349c8c8f9ca88c6660d5e25d3eb1c4575"",""max_displacement_m"":0.0}]",,,,,,
15,NN-466,,,,,,,,,,,,,,,,,,,,,762287.6143351287,605855.0334277555,NN-466,DWG_DIRECT:text|RULE:AI-IMB-LABEL-001,fe6e2250dcb171f8c067b547b43eac9b75fdab662b9beb34cd1f071cf97a1cef,188DB7,Home Number,SOURCE_HOME_LABEL,6,,BYLAYER,-1,0.0,0.0,0.0,ACI:6|LT:BYLAYER|LW:-1|ROT_QGIS:0.000000000,"[{""operation"":""identity"",""source_entity_key"":""fe6e2250dcb171f8c067b547b43eac9b75fdab662b9beb34cd1f071cf97a1cef"",""max_displacement_m"":0.0}]",,,,,,
16,NN-259,,,,,,,,,,,,,,,,,,,,,761315.9682577256,605393.0651368926,NN-259,DWG_DIRECT:text|RULE:AI-IMB-LABEL-001,59e811c86f63a18c5f91e37490551887ae9d13fb56dcf0e3e9e1279f81253df8,170937,Home Number,SOURCE_HOME_LABEL,6,,BYLAYER,-1,0.0,0.0,0.0,ACI:6|LT:BYLAYER|LW:-1|ROT_QGIS:0.000000000,"[{""operation"":""identity"",""source_entity_key"":""59e811c86f63a18c5f91e37490551887ae9d13fb56dcf0e3e9e1279f81253df8"",""max_displacement_m"":0.0}]",,,,,,
17,NN-411,,,,,,,,,,,,,,,,,,,,,762238.8235569778,604879.4727090228,NN-411,DWG_DIRECT:text|RULE:AI-IMB-LABEL-001,b43f17a362fe754981a0d138a43e6dbf56f538aadc6c296880d652cd6d56d998,170A67,Home Number,SOURCE_HOME_LABEL,6,,BYLAYER,-1,4.71238898038469,270.0,90.0,ACI:6|LT:BYLAYER|LW:-1|ROT_QGIS:90.000000000,"[{""operation"":""identity"",""source_entity_key"":""b43f17a362fe754981a0d138a43e6dbf56f538aadc6c296880d652cd6d56d998"",""max_displacement_m"":0.0}]",,,,,,
18,NN-91,,,,,,,,,,,,,,,,,,,,,762097.4190666367,605078.8688627522,NN-91,DWG_DIRECT:text|RULE:AI-IMB-LABEL-001,a1a14878b381b30bdea6627f2fd011cdfdb17491f752b59a8c3326962131313c,1707E7,Home Number,SOURCE_HOME_LABEL,6,,BYLAYER,-1,0.0,0.0,0.0,ACI:6|LT:BYLAYER|LW:-1|ROT_QGIS:0.000000000,"[{""operation"":""identity"",""source_entity_key"":""a1a14878b381b30bdea6627f2fd011cdfdb17491f752b59a8c3326962131313c"",""max_displacement_m"":0.0}]",,,,,,
19,NN-313,,,,,,,,,,,,,,,,,,,,,761686.7706696817,605008.8543318412,NN-313,DWG_DIRECT:text|RULE:AI-IMB-LABEL-001,dd3630a1340cdb09ef618ef1d1c133d1a38a64d12f3742e15e65f5dfd66a21f8,1709A3,Home Number,SOURCE_HOME_LABEL,6,,BYLAYER,-1,0.0,0.0,0.0,ACI:6|LT:BYLAYER|LW:-1|ROT_QGIS:0.000000000,"[{""operation"":""identity"",""source_entity_key"":""dd3630a1340cdb09ef618ef1d1c133d1a38a64d12f3742e15e65f5dfd66a21f8"",""max_displacement_m"":0.0}]",,,,,,
20,NN-185,,,,,,,,,,,,,,,,,,,,,762026.3724526423,605526.455907364,NN-185,DWG_DIRECT:text|RULE:AI-IMB-LABEL-001,3b8cf4d925e636201e85e6dd811a66f690fdd63f09e7a7a0e8f3b0976ba5e59b,1708A3,Home Number,SOURCE_HOME_LABEL,6,,BYLAYER,-1,0.0,0.0,0.0,ACI:6|LT:BYLAYER|LW:-1|ROT_QGIS:0.000000000,"[{""operation"":""identity"",""source_entity_key"":""3b8cf4d925e636201e85e6dd811a66f690fdd63f09e7a7a0e8f3b0976ba5e59b"",""max_displacement_m"":0.0}]",,,,,,
21,NN-405,,,,,,,,,,,,,,,,,,,,,762193.9251144595,604880.0169758722,NN-405,DWG_DIRECT:text|RULE:AI-IMB-LABEL-001,b2e558b49f30c86384c84676786970904279ce300ec8a18e3ff9c3c0990355d4,170A5B,Home Number,SOURCE_HOME_LABEL,6,,BYLAYER,-1,4.71238898038469,270.0,90.0,ACI:6|LT:BYLAYER|LW:-1|ROT_QGIS:90.000000000,"[{""operation"":""identity"",""source_entity_key"":""b2e558b49f30c86384c84676786970904279ce300ec8a18e3ff9c3c0990355d4"",""max_displacement_m"":0.0}]",,,,,,
22,NN-67,,,,,,,,,,,,,,,,,,,,,762383.0676887672,605040.1991418633,NN-67,DWG_DIRECT:text|RULE:AI-IMB-LABEL-001,0569ecd013d8d8266f471a98cb20ed02dd79e8225c3dc4c830a6d0c003e3b99a,1707B7,Home Number,SOURCE_HOME_LABEL,6,,BYLAYER,-1,0.0,0.0,0.0,ACI:6|LT:BYLAYER|LW:-1|ROT_QGIS:0.000000000,"[{""operation"":""identity"",""source_entity_key"":""0569ecd013d8d8266f471a98cb20ed02dd79e8225c3dc4c830a6d0c003e3b99a"",""max_displacement_m"":0.0}]",,,,,,
23,NN-153,,,,,,,,,,,,,,,,,,,,,762197.9688047052,605554.8125636778,NN-153,DWG_DIRECT:text|RULE:AI-IMB-LABEL-001,4e3e5aa11c9a1b5d546b4a986e40750114166e6c260e355baf1c585ce3bdf669,170863,Home Number,SOURCE_HOME_LABEL,6,,BYLAYER,-1,0.0,0.0,0.0,ACI:6|LT:BYLAYER|LW:-1|ROT_QGIS:0.000000000,"[{""operation"":""identity"",""source_entity_key"":""4e3e5aa11c9a1b5d546b4a986e40750114166e6c260e355baf1c585ce3bdf669"",""max_displacement_m"":0.0}]",,,,,,
24,NN-459,,,,,,,,,,,,,,,,,,,,,762296.196024747,605809.5410465797,NN-459,DWG_DIRECT:text|RULE:AI-IMB-LABEL-001,5ff7fcd1a440a10538094e748f9203d814ea43d324ac277da1425cbfd0cdce53,188DBF,Home Number,SOURCE_HOME_LABEL,6,,BYLAYER,-1,0.0,0.0,0.0,ACI:6|LT:BYLAYER|LW:-1|ROT_QGIS:0.000000000,"[{""operation"":""identity"",""source_entity_key"":""5ff7fcd1a440a10538094e748f9203d814ea43d324ac277da1425cbfd0cdce53"",""max_displacement_m"":0.0}]",,,,,,
25,NN-154,,,,,,,,,,,,,,,,,,,,,762194.8502342446,605524.3457005079,NN-154,DWG_DIRECT:text|RULE:AI-IMB-LABEL-001,aec54b5e3810ab5fc5572e5f1245aaf6c1e70bc1cf3d8edff3917737f3fc1d07,170865,Home Number,SOURCE_HOME_LABEL,6,,BYLAYER,-1,0.0,0.0,0.0,ACI:6|LT:BYLAYER|LW:-1|ROT_QGIS:0.000000000,"[{""operation"":""identity"",""source_entity_key"":""aec54b5e3810ab5fc5572e5f1245aaf6c1e70bc1cf3d8edff3917737f3fc1d07"",""max_displacement_m"":0.0}]",,,,,,
26,NN-183,,,,,,,,,,,,,,,,,,,,,762064.2180995235,605531.5604909731,NN-183,DWG_DIRECT:text|RULE:AI-IMB-LABEL-001,2a95e12b8f488275242aaffa67e2ef49566ea0d9550d805aee597f692a5754ea,17089F,Home Number,SOURCE_HOME_LABEL,6,,BYLAYER,-1,0.0,0.0,0.0,ACI:6|LT:BYLAYER|LW:-1|ROT_QGIS:0.000000000,"[{""operation"":""identity"",""source_entity_key"":""2a95e12b8f488275242aaffa67e2ef49566ea0d9550d805aee597f692a5754ea"",""max_displacement_m"":0.0}]",,,,,,
27,NN-346,,,,,,,,,,,,,,,,,,,,,762098.9542116442,604901.7554112326,NN-346,DWG_DIRECT:text|RULE:AI-IMB-LABEL-001,6303250309a37a1cb76b586f60760e3d405f7b510dc312202d97157db55a2452,1709E5,Home Number,SOURCE_HOME_LABEL,6,,BYLAYER,-1,0.0,0.0,0.0,ACI:6|LT:BYLAYER|LW:-1|ROT_QGIS:0.000000000,"[{""operation"":""identity"",""source_entity_key"":""6303250309a37a1cb76b586f60760e3d405f7b510dc312202d97157db55a2452"",""max_displacement_m"":0.0}]",,,,,,
28,NN-100,,,,,,,,,,,,,,,,,,,,,762142.4874215234,605173.5747530658,NN-100,DWG_DIRECT:text|RULE:AI-IMB-LABEL-001,0ba5e973071393559ca5cc9c06ac10a3388d5f292096f4076a3ca2a9cb48badb,1707F9,Home Number,SOURCE_HOME_LABEL,6,,BYLAYER,-1,0.0,0.0,0.0,ACI:6|LT:BYLAYER|LW:-1|ROT_QGIS:0.000000000,"[{""operation"":""identity"",""source_entity_key"":""0ba5e973071393559ca5cc9c06ac10a3388d5f292096f4076a3ca2a9cb48badb"",""max_displacement_m"":0.0}]",,,,,,
29,NN-295,,,,,,,,,,,,,,,,,,,,,761739.3362976891,604957.1283748666,NN-295,DWG_DIRECT:text|RULE:AI-IMB-LABEL-001,ff70573304ccff7df4e544f95e9589088fded98680ff2c15b3559099289131e8,17097F,Home Number,SOURCE_HOME_LABEL,6,,BYLAYER,-1,0.0,0.0,0.0,ACI:6|LT:BYLAYER|LW:-1|ROT_QGIS:0.000000000,"[{""operation"":""identity"",""source_entity_key"":""ff70573304ccff7df4e544f95e9589088fded98680ff2c15b3559099289131e8"",""max_displacement_m"":0.0}]",,,,,,
30,NN-110,,,,,,,,,,,,,,,,,,,,,762104.6619470458,605207.4484765375,NN-110,DWG_DIRECT:text|RULE:AI-IMB-LABEL-001,0ffb2d65993c60ebeb64b80db5b9369b0d9d1e18214d0c07e729b20b8c1f5153,17080D,Home Number,SOURCE_HOME_LABEL,6,,BYLAYER,-1,0.0,0.0,0.0,ACI:6|LT:BYLAYER|LW:-1|ROT_QGIS:0.000000000,"[{""operation"":""identity"",""source_entity_key"":""0ffb2d65993c60ebeb64b80db5b9369b0d9d1e18214d0c07e729b20b8c1f5153"",""max_displacement_m"":0.0}]",,,,,,
31,NN-336,,,,,,,,,,,,,,,,,,,,,761918.9404014123,604948.2987938551,NN-336,DWG_DIRECT:text|RULE:AI-IMB-LABEL-001,e13ec2e16ff2de3c36c10964bb177a5261c929c447d0cb3b0fd749d1c5699d2c,1709D1,Home Number,SOURCE_HOME_LABEL,6,,BYLAYER,-1,0.0,0.0,0.0,ACI:6|LT:BYLAYER|LW:-1|ROT_QGIS:0.000000000,"[{""operation"":""identity"",""source_entity_key"":""e13ec2e16ff2de3c36c10964bb177a5261c929c447d0cb3b0fd749d1c5699d2c"",""max_displacement_m"":0.0}]",,,,,,
32,1,,,,,,,,,,,,,,,,,,,,,761668.3839782815,604940.5250385122,1,DWG_DIRECT:text|RULE:AI-IMB-LABEL-001,f9a5788e525faf18dbcec98807c970cb32cbbcdeb9ccc37c019ca340eb923afb,1706E3,Home Number,SOURCE_HOME_LABEL,6,,BYLAYER,-1,0.0,0.0,0.0,ACI:6|LT:BYLAYER|LW:-1|ROT_QGIS:0.000000000,"[{""operation"":""identity"",""source_entity_key"":""f9a5788e525faf18dbcec98807c970cb32cbbcdeb9ccc37c019ca340eb923afb"",""max_displacement_m"":0.0}]",,,,,,
33,NN-342,,,,,,,,,,,,,,,,,,,,,762006.5419049002,604912.4561620061,NN-342,DWG_DIRECT:text|RULE:AI-IMB-LABEL-001,44f0ce412cfe6918a24478d49e9632bbc8b268001e6828a6d21538c790e7dcf4,1709DD,Home Number,SOURCE_HOME_LABEL,6,,BYLAYER,-1,0.0,0.0,0.0,ACI:6|LT:BYLAYER|LW:-1|ROT_QGIS:0.000000000,"[{""operation"":""identity"",""source_entity_key"":""44f0ce412cfe6918a24478d49e9632bbc8b268001e6828a6d21538c790e7dcf4"",""max_displacement_m"":0.0}]",,,,,,
34,NN-269,,,,,,,,,,,,,,,,,,,,,761550.2860524484,605010.7509298491,NN-269,DWG_DIRECT:text|RULE:AI-IMB-LABEL-001,06b9c39d11b02d2f7cf1c8b373285a0b81faca775c3fad6e9c096e89305ad3b6,17094B,Home Number,SOURCE_HOME_LABEL,6,,BYLAYER,-1,0.0,0.0,0.0,ACI:6|LT:BYLAYER|LW:-1|ROT_QGIS:0.000000000,"[{""operation"":""identity"",""source_entity_key"":""06b9c39d11b02d2f7cf1c8b373285a0b81faca775c3fad6e9c096e89305ad3b6"",""max_displacement_m"":0.0}]",,,,,,
35,NN-179,,,,,,,,,,,,,,,,,,,,,762074.4672137578,605576.7220890385,NN-179,DWG_DIRECT:text|RULE:AI-IMB-LABEL-001,934a42d61d0ef0a3f5f0c2e8cd5b765ec356812011e55afece3e7b6fd80ff5c6,170897,Home Number,SOURCE_HOME_LABEL,6,,BYLAYER,-1,0.0,0.0,0.0,ACI:6|LT:BYLAYER|LW:-1|ROT_QGIS:0.000000000,"[{""operation"":""identity"",""source_entity_key"":""934a42d61d0ef0a3f5f0c2e8cd5b765ec356812011e55afece3e7b6fd80ff5c6"",""max_displacement_m"":0.0}]",,,,,,
36,14,,,,,,,,,,,,,,,,,,,,,762161.6793001249,605538.0580697785,14,DWG_DIRECT:text|RULE:AI-IMB-LABEL-001,d5570a285207aadf19acc8207c22bf7a9970cb59672ab65d028ccafd3ef149ec,170707,Home Number,SOURCE_HOME_LABEL,6,,BYLAYER,-1,0.0,0.0,0.0,ACI:6|LT:BYLAYER|LW:-1|ROT_QGIS:0.000000000,"[{""operation"":""identity"",""source_entity_key"":""d5570a285207aadf19acc8207c22bf7a9970cb59672ab65d028ccafd3ef149ec"",""max_displacement_m"":0.0}]",,,,,,
37,NN-206,,,,,,,,,,,,,,,,,,,,,761260.1157342582,605415.0653780587,NN-206,DWG_DIRECT:text|RULE:AI-IMB-LABEL-001,d86f2cd8b11d4a4d29f1755de8ce335bde50dfd85a8f0dbf021d6393013a1308,1708CD,Home Number,SOURCE_HOME_LABEL,6,,BYLAYER,-1,0.0,0.0,0.0,ACI:6|LT:BYLAYER|LW:-1|ROT_QGIS:0.000000000,"[{""operation"":""identity"",""source_entity_key"":""d86f2cd8b11d4a4d29f1755de8ce335bde50dfd85a8f0dbf021d6393013a1308"",""max_displacement_m"":0.0}]",,,,,,
38,NN-222,,,,,,,,,,,,,,,,,,,,,761454.3216277538,605183.5102290766,NN-222,DWG_DIRECT:text|RULE:AI-IMB-LABEL-001,729aacf99643e61b0cbb2d3c2968cb1bab3440080599d853a09750ec31c6f3dc,1708ED,Home Number,SOURCE_HOME_LABEL,6,,BYLAYER,-1,1.1687906747155585,66.96677279544936,293.0332272017765,ACI:6|LT:BYLAYER|LW:-1|ROT_QGIS:293.033227202,"[{""operation"":""identity"",""source_entity_key"":""729aacf99643e61b0cbb2d3c2968cb1bab3440080599d853a09750ec31c6f3dc"",""max_displacement_m"":0.0}]",,,,,,
39,NN-471,,,,,,,,,,,,,,,,,,,,,762223.1086433384,605937.4081035999,NN-471,DWG_DIRECT:text|RULE:AI-IMB-LABEL-001,b97d4bbe12e91e90a27f63e5a26ccd51618fa557ca4479c1af87d7ffda2b3c5c,188DD7,Home Number,SOURCE_HOME_LABEL,6,,BYLAYER,-1,0.0,0.0,0.0,ACI:6|LT:BYLAYER|LW:-1|ROT_QGIS:0.000000000,"[{""operation"":""identity"",""source_entity_key"":""b97d4bbe12e91e90a27f63e5a26ccd51618fa557ca4479c1af87d7ffda2b3c5c"",""max_displacement_m"":0.0}]",,,,,,
40,NN-145,,,,,,,,,,,,,,,,,,,,,762249.4807768494,605565.0808219309,NN-145,DWG_DIRECT:text|RULE:AI-IMB-LABEL-001,e37780d4f8fb8028666db4e621ad0a744c797a2811cea8684d5637a1203f2229,170853,Home Number,SOURCE_HOME_LABEL,6,,BYLAYER,-1,0.0,0.0,0.0,ACI:6|LT:BYLAYER|LW:-1|ROT_QGIS:0.000000000,"[{""operation"":""identity"",""source_entity_key"":""e37780d4f8fb8028666db4e621ad0a744c797a2811cea8684d5637a1203f2229"",""max_displacement_m"":0.0}]",,,,,,
41,NN-84,,,,,,,,,,,,,,,,,,,,,762135.9761605578,605064.2648946857,NN-84,DWG_DIRECT:text|RULE:AI-IMB-LABEL-001,c5d6b136c8b803fb6fe8a27fcdf50ee86e27fcbe17bc7fe07fbcf3defb2955da,1707D9,Home Number,SOURCE_HOME_LABEL,6,,BYLAYER,-1,0.0,0.0,0.0,ACI:6|LT:BYLAYER|LW:-1|ROT_QGIS:0.000000000,"[{""operation"":""identity"",""source_entity_key"":""c5d6b136c8b803fb6fe8a27fcdf50ee86e27fcbe17bc7fe07fbcf3defb2955da"",""max_displacement_m"":0.0}]",,,,,,
42,NN-341,,,,,,,,,,,,,,,,,,,,,761998.7645211447,604893.3470051173,NN-341,DWG_DIRECT:text|RULE:AI-IMB-LABEL-001,379105ac4d59e607979d245a201438be969b54d41fc68140eb7cf68acb5e00d5,1709DB,Home Number,SOURCE_HOME_LABEL,6,,BYLAYER,-1,0.0,0.0,0.0,ACI:6|LT:BYLAYER|LW:-1|ROT_QGIS:0.000000000,"[{""operation"":""identity"",""source_entity_key"":""379105ac4d59e607979d245a201438be969b54d41fc68140eb7cf68acb5e00d5"",""max_displacement_m"":0.0}]",,,,,,
43,NN-448,,,,,,,,,,,,,,,,,,,,,762305.762768375,605686.552269792,NN-448,DWG_DIRECT:text|RULE:AI-IMB-LABEL-001,868a15a5e7468235f972033f4eeb27dffd3dc89c578669b9bfc331635eafd9a9,188DA1,Home Number,SOURCE_HOME_LABEL,6,,BYLAYER,-1,0.0,0.0,0.0,ACI:6|LT:BYLAYER|LW:-1|ROT_QGIS:0.000000000,"[{""operation"":""identity"",""source_entity_key"":""868a15a5e7468235f972033f4eeb27dffd3dc89c578669b9bfc331635eafd9a9"",""max_displacement_m"":0.0}]",,,,,,
44,NN-131,,,,,,,,,,,,,,,,,,,,,762049.7941255011,605489.3112399072,NN-131,DWG_DIRECT:text|RULE:AI-IMB-LABEL-001,afa572ac7a6bc3f4dd517f6cd95a04330558e592cf941340483f0f62d59037ad,170837,Home Number,SOURCE_HOME_LABEL,6,,BYLAYER,-1,0.0,0.0,0.0,ACI:6|LT:BYLAYER|LW:-1|ROT_QGIS:0.000000000,"[{""operation"":""identity"",""source_entity_key"":""afa572ac7a6bc3f4dd517f6cd95a04330558e592cf941340483f0f62d59037ad"",""max_displacement_m"":0.0}]",,,,,,
