fid,CODE,REF_PLAQUE,REF_NRO,REF_SRO,STATUT,NB_PRISES,COMMENT,display_label,label_provenance,source_entity_key,source_handle,source_layer,geometry_role,style_aci,style_truecolor,style_linetype,style_lineweight,style_rotation,style_rotation_deg,style_qgis_rotation_deg,style_render_key,lineage_json,source_cad_length_m,dimension_length_m,source_segment_sum_m,source_native_length_delta_m,delivery_grid_length_m,geodesic_length_m
14,ZPM-CAD-19B485,,,,,,,,UNAVAILABLE,40e4793f1009fac7951ba16548c353fc8fed8ffed45dc72d2e2a7c416181b099,19B485,FAT AREA,SOURCE_BOUNDARY,134,,BYLAYER,-1,0.0,0.0,0.0,ACI:134|LT:BYLAYER|LW:-1|ROT_QGIS:0.000000000,"[{""operation"":""identity"",""source_entity_key"":""40e4793f1009fac7951ba16548c353fc8fed8ffed45dc72d2e2a7c416181b099"",""max_displacement_m"":0.0}]",,,,,,
15,ZPM-CAD-197377,,,,,,,,UNAVAILABLE,91e7fefcd7e1a4811223f407dc1bfee5b9de0e2631dd59e22b7c30332257b61a,197377,FAT AREA,SOURCE_BOUNDARY,134,,BYLAYER,-1,0.0,0.0,0.0,ACI:134|LT:BYLAYER|LW:-1|ROT_QGIS:0.000000000,"[{""operation"":""identity"",""source_entity_key"":""91e7fefcd7e1a4811223f407dc1bfee5b9de0e2631dd59e22b7c30332257b61a"",""max_displacement_m"":0.0}]",,,,,,
16,ZPM-CAD-195589,,,,,,,,UNAVAILABLE,396fe296efa2151b513c62c072da1a0fcd17b3f6268186fd10f07814f9b35439,195589,FAT AREA,SOURCE_BOUNDARY,134,,BYLAYER,-1,0.0,0.0,0.0,ACI:134|LT:BYLAYER|LW:-1|ROT_QGIS:0.000000000,"[{""operation"":""identity"",""source_entity_key"":""396fe296efa2151b513c62c072da1a0fcd17b3f6268186fd10f07814f9b35439"",""max_displacement_m"":0.0}]",,,,,,
17,ZPM-CAD-19BE7D,,,,,,,,UNAVAILABLE,c1f055927ff501a895d04d60f522d421d8a99750e57b2b3f4d8d53584e840001,19BE7D,FAT AREA,SOURCE_BOUNDARY,134,,BYLAYER,-1,0.0,0.0,0.0,ACI:134|LT:BYLAYER|LW:-1|ROT_QGIS:0.000000000,"[{""operation"":""identity"",""source_entity_key"":""c1f055927ff501a895d04d60f522d421d8a99750e57b2b3f4d8d53584e840001"",""max_displacement_m"":0.0}]",,,,,,
18,ZPM-CAD-19647F,,,,,,,,UNAVAILABLE,1ed1db3c0aa08d1ac9ebae92a4aaa440a72e6848d23f96ba5e016d29f56aee10,19647F,FAT AREA,SOURCE_BOUNDARY,134,,BYLAYER,-1,0.0,0.0,0.0,ACI:134|LT:BYLAYER|LW:-1|ROT_QGIS:0.000000000,"[{""operation"":""identity"",""source_entity_key"":""1ed1db3c0aa08d1ac9ebae92a4aaa440a72e6848d23f96ba5e016d29f56aee10"",""max_displacement_m"":0.0}]",,,,,,
19,ZPM-CAD-197376,,,,,,,,UNAVAILABLE,f7fd47634547f33b12d7e7c5198f3a62842342ea5b998eb348fea61c416cfb5b,197376,FAT AREA,SOURCE_BOUNDARY,134,,BYLAYER,-1,0.0,0.0,0.0,ACI:134|LT:BYLAYER|LW:-1|ROT_QGIS:0.000000000,"[{""operation"":""identity"",""source_entity_key"":""f7fd47634547f33b12d7e7c5198f3a62842342ea5b998eb348fea61c416cfb5b"",""max_displacement_m"":0.0}]",,,,,,
20,ZPM-CAD-195A86,,,,,,,,UNAVAILABLE,dc6c3d6c907a175fc1c2095c1b66c00045e39909f3dcffc081c4889161fc6d59,195A86,FAT AREA,SOURCE_BOUNDARY,134,,BYLAYER,-1,0.0,0.0,0.0,ACI:134|LT:BYLAYER|LW:-1|ROT_QGIS:0.000000000,"[{""operation"":""identity"",""source_entity_key"":""dc6c3d6c907a175fc1c2095c1b66c00045e39909f3dcffc081c4889161fc6d59"",""max_displacement_m"":0.0}]",,,,,,
21,ZPM-CAD-19BE7E,,,,,,,,UNAVAILABLE,61ad009e7165952bd67a80d0f2aba73e9017a068de4e0bfc92145451d0ea7085,19BE7E,FAT AREA,SOURCE_BOUNDARY,134,,BYLAYER,-1,0.0,0.0,0.0,ACI:134|LT:BYLAYER|LW:-1|ROT_QGIS:0.000000000,"[{""operation"":""identity"",""source_entity_key"":""61ad009e7165952bd67a80d0f2aba73e9017a068de4e0bfc92145451d0ea7085"",""max_displacement_m"":0.0}]",,,,,,
22,ZPM-CAD-199699,,,,,,,,UNAVAILABLE,4be1069066935bff32e6b51094171118f96f26faf9f300892a8fdbbbdbbebad9,199699,FAT AREA,SOURCE_BOUNDARY,134,,BYLAYER,-1,0.0,0.0,0.0,ACI:134|LT:BYLAYER|LW:-1|ROT_QGIS:0.000000000,"[{""operation"":""identity"",""source_entity_key"":""4be1069066935bff32e6b51094171118f96f26faf9f300892a8fdbbbdbbebad9"",""max_displacement_m"":0.0}]",,,,,,
23,ZPM-CAD-19AF89,,,,,,,,UNAVAILABLE,5bca50e4823d0a0e37ce97104806ba6af0cf413766ea5f2df5a833b91e44ced8,19AF89,FAT AREA,SOURCE_BOUNDARY,134,,BYLAYER,-1,0.0,0.0,0.0,ACI:134|LT:BYLAYER|LW:-1|ROT_QGIS:0.000000000,"[{""operation"":""identity"",""source_entity_key"":""5bca50e4823d0a0e37ce97104806ba6af0cf413766ea5f2df5a833b91e44ced8"",""max_displacement_m"":0.0}]",,,,,,
24,ZPM-CAD-199B96,,,,,,,,UNAVAILABLE,cd6faaac52aeb6d201369c9d57598784de5112b6e4eb2cd3210439f632a7a357,199B96,FAT AREA,SOURCE_BOUNDARY,134,,BYLAYER,-1,0.0,0.0,0.0,ACI:134|LT:BYLAYER|LW:-1|ROT_QGIS:0.000000000,"[{""operation"":""identity"",""source_entity_key"":""cd6faaac52aeb6d201369c9d57598784de5112b6e4eb2cd3210439f632a7a357"",""max_displacement_m"":0.0}]",,,,,,
25,ZPM-CAD-196E78,,,,,,,,UNAVAILABLE,060e367ce79681bd11d7fc7d89735b18ff36ec3b4452d97bbc226387ef083346,196E78,FAT AREA,SOURCE_BOUNDARY,134,,BYLAYER,-1,0.0,0.0,0.0,ACI:134|LT:BYLAYER|LW:-1|ROT_QGIS:0.000000000,"[{""operation"":""identity"",""source_entity_key"":""060e367ce79681bd11d7fc7d89735b18ff36ec3b4452d97bbc226387ef083346"",""max_displacement_m"":0.0}]",,,,,,
26,ZPM-CAD-19919D,,,,,,,,UNAVAILABLE,05a6384f01ffdfd365f973d21bd9b44d6a28c01c77384e0ead7c086943f9113b,19919D,FAT AREA,SOURCE_BOUNDARY,134,,BYLAYER,-1,0.0,0.0,0.0,ACI:134|LT:BYLAYER|LW:-1|ROT_QGIS:0.000000000,"[{""operation"":""identity"",""source_entity_key"":""05a6384f01ffdfd365f973d21bd9b44d6a28c01c77384e0ead7c086943f9113b"",""max_displacement_m"":0.0}]",,,,,,
27,ZPM-CAD-19BE7F,,,,,,,,UNAVAILABLE,7049fd6116f75eaa918f491e1e3b71b700c9661ee309713c12ce0ff8570dead7,19BE7F,FAT AREA,SOURCE_BOUNDARY,134,,BYLAYER,-1,0.0,0.0,0.0,ACI:134|LT:BYLAYER|LW:-1|ROT_QGIS:0.000000000,"[{""operation"":""identity"",""source_entity_key"":""7049fd6116f75eaa918f491e1e3b71b700c9661ee309713c12ce0ff8570dead7"",""max_displacement_m"":0.0}]",,,,,,
28,ZPM-CAD-197374,,,,,,,,UNAVAILABLE,e2bc0416cffed018028c32edb99c77fef98c62471acd90af8a4896a87ca6525b,197374,FAT AREA,SOURCE_BOUNDARY,134,,BYLAYER,-1,0.0,0.0,0.0,ACI:134|LT:BYLAYER|LW:-1|ROT_QGIS:0.000000000,"[{""operation"":""identity"",""source_entity_key"":""e2bc0416cffed018028c32edb99c77fef98c62471acd90af8a4896a87ca6525b"",""max_displacement_m"":0.0}]",,,,,,
29,ZPM-CAD-199198,,,,,,,,UNAVAILABLE,575c841867dac7f1c98a6f47c3be92933b49c740b337ba5611387321afd06215,199198,FAT AREA,SOURCE_BOUNDARY,134,,BYLAYER,-1,0.0,0.0,0.0,ACI:134|LT:BYLAYER|LW:-1|ROT_QGIS:0.000000000,"[{""operation"":""identity"",""source_entity_key"":""575c841867dac7f1c98a6f47c3be92933b49c740b337ba5611387321afd06215"",""max_displacement_m"":0.0}]",,,,,,
30,ZPM-CAD-194198,,,,,,,,UNAVAILABLE,f74b50176a9be8935d996baf15879d84b0771448ac3b3c873f9d34bc55cfcb4d,194198,FAT AREA,SOURCE_BOUNDARY,134,,BYLAYER,-1,0.0,0.0,0.0,ACI:134|LT:BYLAYER|LW:-1|ROT_QGIS:0.000000000,"[{""operation"":""identity"",""source_entity_key"":""f74b50176a9be8935d996baf15879d84b0771448ac3b3c873f9d34bc55cfcb4d"",""max_displacement_m"":0.0}]",,,,,,
31,ZPM-CAD-194695,,,,,,,,UNAVAILABLE,abcdd99524245a6ed7fb1f8971e59b00e64daeddbe62819c3b83643673ea02a2,194695,FAT AREA,SOURCE_BOUNDARY,134,,BYLAYER,-1,0.0,0.0,0.0,ACI:134|LT:BYLAYER|LW:-1|ROT_QGIS:0.000000000,"[{""operation"":""identity"",""source_entity_key"":""abcdd99524245a6ed7fb1f8971e59b00e64daeddbe62819c3b83643673ea02a2"",""max_displacement_m"":0.0}]",,,,,,
32,ZPM-CAD-19A093,,,,,,,,UNAVAILABLE,3c07e8920623ae0026f0adfe1ee6662f2cdcd711f8ea6485a3c690c5e9d372e9,19A093,FAT AREA,SOURCE_BOUNDARY,134,,BYLAYER,-1,0.0,0.0,0.0,ACI:134|LT:BYLAYER|LW:-1|ROT_QGIS:0.000000000,"[{""operation"":""identity"",""source_entity_key"":""3c07e8920623ae0026f0adfe1ee6662f2cdcd711f8ea6485a3c690c5e9d372e9"",""max_displacement_m"":0.0}]",,,,,,
33,ZPM-CAD-19C37B,,,,,,,,UNAVAILABLE,4d01ea1ea7a813efc6bf41112f952dc081326f56858b3cbd1c292d44108773bc,19C37B,FAT AREA,SOURCE_BOUNDARY,134,,BYLAYER,-1,0.0,0.0,0.0,ACI:134|LT:BYLAYER|LW:-1|ROT_QGIS:0.000000000,"[{""operation"":""identity"",""source_entity_key"":""4d01ea1ea7a813efc6bf41112f952dc081326f56858b3cbd1c292d44108773bc"",""max_displacement_m"":0.0}]",,,,,,
34,ZPM-CAD-19A095,,,,,,,,UNAVAILABLE,8ae88095146120b558bf05d2b735cb595047d0c69b303811fa13c49295dfa461,19A095,FAT AREA,SOURCE_BOUNDARY,134,,BYLAYER,-1,0.0,0.0,0.0,ACI:134|LT:BYLAYER|LW:-1|ROT_QGIS:0.000000000,"[{""operation"":""identity"",""source_entity_key"":""8ae88095146120b558bf05d2b735cb595047d0c69b303811fa13c49295dfa461"",""max_displacement_m"":0.0}]",,,,,,
35,ZPM-CAD-199199,,,,,,,,UNAVAILABLE,31bd6fd711ddfa0be5ebc442bb7199762ce3e2c514b3ab38d5b6747830344bef,199199,FAT AREA,SOURCE_BOUNDARY,134,,BYLAYER,-1,0.0,0.0,0.0,ACI:134|LT:BYLAYER|LW:-1|ROT_QGIS:0.000000000,"[{""operation"":""identity"",""source_entity_key"":""31bd6fd711ddfa0be5ebc442bb7199762ce3e2c514b3ab38d5b6747830344bef"",""max_displacement_m"":0.0}]",,,,,,
36,ZPM-CAD-19647E,,,,,,,,UNAVAILABLE,a93ef8d093181fcccd5da13add6153b01cc25f10ee653d86bd85074957ba672a,19647E,FAT AREA,SOURCE_BOUNDARY,134,,BYLAYER,-1,0.0,0.0,0.0,ACI:134|LT:BYLAYER|LW:-1|ROT_QGIS:0.000000000,"[{""operation"":""identity"",""source_entity_key"":""a93ef8d093181fcccd5da13add6153b01cc25f10ee653d86bd85074957ba672a"",""max_displacement_m"":0.0}]",,,,,,
37,ZPM-CAD-195F82,,,,,,,,UNAVAILABLE,30cad18b3ffe3aff417f232eddd7e2c529bed96b36d2af6b86239dd8a6af1346,195F82,FAT AREA,SOURCE_BOUNDARY,134,,BYLAYER,-1,0.0,0.0,0.0,ACI:134|LT:BYLAYER|LW:-1|ROT_QGIS:0.000000000,"[{""operation"":""identity"",""source_entity_key"":""30cad18b3ffe3aff417f232eddd7e2c529bed96b36d2af6b86239dd8a6af1346"",""max_displacement_m"":0.0}]",,,,,,
38,ZPM-CAD-19969A,,,,,,,,UNAVAILABLE,6a5f5dffc3f6d3c4719aa8f61f4dfdb45fb68852e3d839bb9ada4c27a6820bbb,19969A,FAT AREA,SOURCE_BOUNDARY,134,,BYLAYER,-1,0.0,0.0,0.0,ACI:134|LT:BYLAYER|LW:-1|ROT_QGIS:0.000000000,"[{""operation"":""identity"",""source_entity_key"":""6a5f5dffc3f6d3c4719aa8f61f4dfdb45fb68852e3d839bb9ada4c27a6820bbb"",""max_displacement_m"":0.0}]",,,,,,
