layer,source_entity_key,source_handle,delivery_count,source_in_independent_plan,source_type,operations,hausdorff_native_m,delivery_union_length_native_m,source_curve_length_native_m,length_difference_native_m,status,distance_basis,point_anchor_displacement_m
BOITE,e7c6173a0a8e6d944bb5c14e138101f0411466688a63b26e51a44f1cf4b1145d,7966,1,True,INSERT,collocate_with_support|identity,7.207539573518934,,,,explicit_derived_displacement,source_Point_to_delivery_Point,7.207539573518934
BOITE,fa281427a427d4e061f8263c228d1dc604ad1f3435454e26f25992cef80c5f70,795E,1,True,INSERT,collocate_with_support|identity,3.663120755091116,,,,explicit_derived_displacement,source_Point_to_delivery_Point,3.663120755091116
BOITE,fed3119d0d5465174d8c30ac185bf14fd4140375c91f6a3c707a43dc1b0f1cf3,7962,1,True,INSERT,collocate_with_support|identity,4.327672893724264,,,,explicit_derived_displacement,source_Point_to_delivery_Point,4.327672893724264
CABLE,09053f3d848eff7e639bdeba0e2adc3c6b80cf395510f115c219f5d950380466,794B,11,True,LWPOLYLINE,identity|segment_occurrence,0.0,329.52974536582764,329.52974536582764,0.0,within_numeric_and_curve_sampling_tolerance,source_LineString_to_delivery_MultiLineString,
EMR,035509782d21697e3fe6786a12c6584610145f23301934e4fbc096b6160018a3,785B,1,True,TEXT,identity,0.0,,,,within_numeric_and_curve_sampling_tolerance,source_Point_to_delivery_Point,0.0
INFRASTRUCTURE,09053f3d848eff7e639bdeba0e2adc3c6b80cf395510f115c219f5d950380466,794B,1,True,LWPOLYLINE,identity,0.0,329.52974536582764,329.52974536582764,0.0,within_numeric_and_curve_sampling_tolerance,source_LineString_to_delivery_LineString,
PTECH,0059751790c4c7bd6ed3f41f302c08bf3c33d57d5dd2cc5fe687ef2caa51c9bd,794C,1,True,INSERT,identity,0.0,,,,within_numeric_and_curve_sampling_tolerance,source_Point_to_delivery_Point,0.0
PTECH,1b2a26f71b48109cae3dbf75c0be80f2409b392425afe315b97a0ca94946c798,791B,1,True,INSERT,identity,0.0,,,,within_numeric_and_curve_sampling_tolerance,source_Point_to_delivery_Point,0.0
PTECH,3f9394cfd490e825db5f3907cf91d87adce1eda88d3107b575630af4d6893518,78F3,1,True,INSERT,identity,0.0,,,,within_numeric_and_curve_sampling_tolerance,source_Point_to_delivery_Point,0.0
PTECH,5347c18a53c8633ccc122bf71e23eef9e550806a13f4d7979dc6587fdaf6ea81,7933,1,True,INSERT,identity,0.0,,,,within_numeric_and_curve_sampling_tolerance,source_Point_to_delivery_Point,0.0
PTECH,62bd104563684e2c45750a5f3abd84458959319860aea46a8ec646f4982516ea,7923,1,True,INSERT,identity,0.0,,,,within_numeric_and_curve_sampling_tolerance,source_Point_to_delivery_Point,0.0
PTECH,899b9dc1b0161a89cdf3604b289ebf3c522f66f118c23782b3bfeb72f6d0c754,793B,1,True,INSERT,identity,0.0,,,,within_numeric_and_curve_sampling_tolerance,source_Point_to_delivery_Point,0.0
PTECH,a5d9f20430a2015a2df29f8def24ed5d99b2ed260dc36598c8288aca50bc7729,7903,1,True,INSERT,identity,0.0,,,,within_numeric_and_curve_sampling_tolerance,source_Point_to_delivery_Point,0.0
PTECH,b8228af8c415fef25e7c3ce469bd2c6000939e9061a2d689c5434e099b0c0335,792B,1,True,INSERT,identity,0.0,,,,within_numeric_and_curve_sampling_tolerance,source_Point_to_delivery_Point,0.0
PTECH,b9e25681f7ee6e80a0a07d11c8c1828069fb39b1ca133b614154d6726b461253,78FB,1,True,INSERT,identity,0.0,,,,within_numeric_and_curve_sampling_tolerance,source_Point_to_delivery_Point,0.0
PTECH,c9d6751da201c1771fad84ccbbe53c7f52d91c8017c8fd21607d7ba42eb0a5fd,76EA,1,True,INSERT,identity,0.0,,,,within_numeric_and_curve_sampling_tolerance,source_Point_to_delivery_Point,0.0
PTECH,e5c7d184ee52868a32abcc269b002e4d3bf9dd7d24adf1103abf0f372fb15c3a,7943,1,True,INSERT,identity,0.0,,,,within_numeric_and_curve_sampling_tolerance,source_Point_to_delivery_Point,0.0
PTECH,e79243585b3e371ab236c7f7a57de5c0f2f028b81df50324a4d49383bb4effa0,7913,1,True,INSERT,identity,0.0,,,,within_numeric_and_curve_sampling_tolerance,source_Point_to_delivery_Point,0.0
