layer,source_entity_key,source_handle,delivery_count,source_in_independent_plan,source_type,operations,hausdorff_native_m,delivery_union_length_native_m,source_curve_length_native_m,length_difference_native_m,status,distance_basis,point_anchor_displacement_m
CABLE,614e85f7ef50951c5da7745eef2d978d74642d1ba98c603770f71e4b7866bc4f,3244,1,True,LINE,identity|segment_occurrence,0.0,47.13682378512242,47.13682378512242,0.0,within_numeric_and_curve_sampling_tolerance,source_LineString_to_delivery_LineString,
CABLE,85f51eaf687ff6e7cc2d6c71addc41bc903bfbb0469fa09c106408ae7c53ba56,31B1,32,True,LWPOLYLINE,identity|segment_occurrence,0.0,1205.015911100131,1205.015911100131,0.0,within_numeric_and_curve_sampling_tolerance,source_LineString_to_delivery_MultiLineString,
CABLE,8b7011b2b8adb193d5677cce5af04d66a94d545a4e47fa8376e2fabdf03e964a,3248,1,True,LINE,identity|segment_occurrence,0.0,44.105239584324764,44.105239584324764,0.0,within_numeric_and_curve_sampling_tolerance,source_LineString_to_delivery_LineString,
CABLE,b227500fdbff7cfbaeff127c06736c26d9991abca8a63572189106ce3cfcc223,3240,1,True,LINE,identity|segment_occurrence,0.0,40.75716657372906,40.75716657372906,0.0,within_numeric_and_curve_sampling_tolerance,source_LineString_to_delivery_LineString,
CABLE,d3b10738c32fe13f40e50708fa0b2845fcb1c8a47d8824235a114b422cf8e606,3249,1,True,LINE,identity|segment_occurrence,0.0,29.421632322740166,29.421632322740166,0.0,within_numeric_and_curve_sampling_tolerance,source_LineString_to_delivery_LineString,
CABLE,d65e3c6f406662f23de4d6134c2e500ebb6e077925be160341ea807bc1c8a5b5,3245,1,True,LINE,identity|segment_occurrence,0.0,39.443529962784204,39.443529962784204,0.0,within_numeric_and_curve_sampling_tolerance,source_LineString_to_delivery_LineString,
CABLE,f89722dbe1c612c8f124a7bea459fd936edd53840603b65498bc0b0642739279,323F,1,True,LINE,identity|segment_occurrence,0.0,32.01832695428688,32.01832695428688,0.0,within_numeric_and_curve_sampling_tolerance,source_LineString_to_delivery_LineString,
IMB,0019e959d3e3b86520bbb7586752140cba7e02c384ef310daf30728b48f4e019,15A5,1,True,MTEXT,identity,0.0,,,,within_numeric_and_curve_sampling_tolerance,source_Point_to_delivery_Point,0.0
IMB,005b0e23d4bc06b93f78611369ac689a91885d5cdfdd5266853bf97bee830bc9,1678,1,True,MTEXT,identity,0.0,,,,within_numeric_and_curve_sampling_tolerance,source_Point_to_delivery_Point,0.0
IMB,0474d30db98a91dbf91a86b2cfff016cba93a3afeeac15713d3dd8e007d243c4,15A0,1,True,MTEXT,identity,0.0,,,,within_numeric_and_curve_sampling_tolerance,source_Point_to_delivery_Point,0.0
IMB,04e9715a768860732181dd1f9dac3ffed5cf1dcc00ac397375a3bdf4680d68a5,15FF,1,True,MTEXT,identity,0.0,,,,within_numeric_and_curve_sampling_tolerance,source_Point_to_delivery_Point,0.0
IMB,06bc8f9922fac0c6617a5bf5825c9780f8d7ae4d324e773291aa9d23f34c42fa,1620,1,True,MTEXT,identity,0.0,,,,within_numeric_and_curve_sampling_tolerance,source_Point_to_delivery_Point,0.0
IMB,06e67da75b01c710281dd3f95d6380175efb8121e53d7bea1113320fc94674d9,1650,1,True,MTEXT,identity,0.0,,,,within_numeric_and_curve_sampling_tolerance,source_Point_to_delivery_Point,0.0
IMB,085883bf3e119b970acd4b36465661a956255ea01e896c9bfdf03c2dc34d14f5,167B,1,True,MTEXT,identity,0.0,,,,within_numeric_and_curve_sampling_tolerance,source_Point_to_delivery_Point,0.0
IMB,08d81d2caf0424a09ac09548f05e7a4ac95985cbbac4b59acd1adfdb074ad563,1632,1,True,MTEXT,identity,0.0,,,,within_numeric_and_curve_sampling_tolerance,source_Point_to_delivery_Point,0.0
IMB,09077574579f38f6abd7b40a0a16dbaf18dd97207202eec703c4bd1b06cd80b7,1680,1,True,MTEXT,identity,0.0,,,,within_numeric_and_curve_sampling_tolerance,source_Point_to_delivery_Point,0.0
IMB,095cfe07c5157cc6e495d71a8efbc3fc9509e29ae0b939dd9ea8b6eae2c357e2,1672,1,True,MTEXT,identity,0.0,,,,within_numeric_and_curve_sampling_tolerance,source_Point_to_delivery_Point,0.0
IMB,09d7c8f864bd3dadb31467c5c8af631d9d0deca3dbbaf88a1acc7db70b33bae7,1616,1,True,MTEXT,identity,0.0,,,,within_numeric_and_curve_sampling_tolerance,source_Point_to_delivery_Point,0.0
IMB,09e4d6e4951b1b8b6360929cd4de10d0475ec33a955a091cc597b4c81144c1ec,15E7,1,True,MTEXT,identity,0.0,,,,within_numeric_and_curve_sampling_tolerance,source_Point_to_delivery_Point,0.0
IMB,0d0014f50ff14c5ba19e758f3dd30583b4eab300acdfb69c6d0e55027dcc3320,161F,1,True,MTEXT,identity,0.0,,,,within_numeric_and_curve_sampling_tolerance,source_Point_to_delivery_Point,0.0
IMB,0f0f6f1127636aaf1cbf8d1e6073f9504e31d01d04beff97f06d9978d01f563d,15F6,1,True,MTEXT,identity,0.0,,,,within_numeric_and_curve_sampling_tolerance,source_Point_to_delivery_Point,0.0
IMB,10fbc87fb72c973b91ef0ccde7f996aabcc2315e7050872e3581f09780912907,15C5,1,True,MTEXT,identity,0.0,,,,within_numeric_and_curve_sampling_tolerance,source_Point_to_delivery_Point,0.0
IMB,13848d0848e4a39e2bb3c3ee821da6a2628aed389fb3e9c5c225678899b7337b,15DE,1,True,MTEXT,identity,0.0,,,,within_numeric_and_curve_sampling_tolerance,source_Point_to_delivery_Point,0.0
IMB,14a5b02aa0974edc1413d185396de3983071895850684e5f4a937855fdc28de9,165F,1,True,MTEXT,identity,0.0,,,,within_numeric_and_curve_sampling_tolerance,source_Point_to_delivery_Point,0.0
IMB,16db861bf61b0a7797ad51e2533f3873856070ca846217ed339ba54d83d05fc9,1610,1,True,MTEXT,identity,0.0,,,,within_numeric_and_curve_sampling_tolerance,source_Point_to_delivery_Point,0.0
IMB,1a94c7f4c087b837c58fa6db1b93f906cfbbad559ca2479732e52a3eb2e4966c,1634,1,True,MTEXT,identity,0.0,,,,within_numeric_and_curve_sampling_tolerance,source_Point_to_delivery_Point,0.0
IMB,1bd18d71b3b40ee10b3f4253b285f09215578051a3b56a78c6c0f398f4753a48,1607,1,True,MTEXT,identity,0.0,,,,within_numeric_and_curve_sampling_tolerance,source_Point_to_delivery_Point,0.0
IMB,1c91bfce2833f096efb3bae8507494d00a76ce6f7f0137200c4abef18e249e7c,1653,1,True,MTEXT,identity,0.0,,,,within_numeric_and_curve_sampling_tolerance,source_Point_to_delivery_Point,0.0
IMB,1d1497fe8a00b1152c3a9da55c52d1a5289e8d446c0c9214d19913957463f0a3,15E3,1,True,MTEXT,identity,0.0,,,,within_numeric_and_curve_sampling_tolerance,source_Point_to_delivery_Point,0.0
IMB,1d7433e6e448d537d4a86917f0d1b92ccf9ce4f6a63ae61f7cccf801d9b48505,1655,1,True,MTEXT,identity,0.0,,,,within_numeric_and_curve_sampling_tolerance,source_Point_to_delivery_Point,0.0
IMB,1df13e9d29a370bad192cd89b665cb47b30bd38af2b69a163f69e2a8c5fc7f90,15E0,1,True,MTEXT,identity,0.0,,,,within_numeric_and_curve_sampling_tolerance,source_Point_to_delivery_Point,0.0
IMB,1e5f92568dbe35b6db1760686742215c9067216a401a817763f9cf2b36fa33e4,15C2,1,True,MTEXT,identity,0.0,,,,within_numeric_and_curve_sampling_tolerance,source_Point_to_delivery_Point,0.0
IMB,211181d81eda9c4dcb298e0afa117ef6b2f87278ee294441e8b0acbf831892e0,1644,1,True,MTEXT,identity,0.0,,,,within_numeric_and_curve_sampling_tolerance,source_Point_to_delivery_Point,0.0
IMB,217c5efe8f582f33bdbbf3019738d74da2771dbe7d04f2d2196d055fb046c7d0,162A,1,True,MTEXT,identity,0.0,,,,within_numeric_and_curve_sampling_tolerance,source_Point_to_delivery_Point,0.0
IMB,219a2859841c811d0214924bfa5f5954027425fc7a22ce1bdaf328b25835300e,182E,1,True,MTEXT,identity,0.0,,,,within_numeric_and_curve_sampling_tolerance,source_Point_to_delivery_Point,0.0
IMB,21d7359b6b44bdf4964b0db6202ab69b0752b8ee593e6c402998b270a2baeee1,16C6,1,True,MTEXT,identity,0.0,,,,within_numeric_and_curve_sampling_tolerance,source_Point_to_delivery_Point,0.0
IMB,22233d5921ee3991c7dd0a8b7774d9ad03918f277a7b9a2aefcb67990ea39f96,15BA,1,True,MTEXT,identity,0.0,,,,within_numeric_and_curve_sampling_tolerance,source_Point_to_delivery_Point,0.0
IMB,234ed63dadcd24ec6b84938916a83b7bbab0c5297f6b98a680b9d8ef3da19476,15E4,1,True,MTEXT,identity,0.0,,,,within_numeric_and_curve_sampling_tolerance,source_Point_to_delivery_Point,0.0
IMB,27c12ccf4231ca056e9e0a2a651d029162c1ad05850969d4be55ad45495cd918,161C,1,True,MTEXT,identity,0.0,,,,within_numeric_and_curve_sampling_tolerance,source_Point_to_delivery_Point,0.0
IMB,289bdf3ddc5957d0e6a3f0d161ab883e76bdffaac3b33841a83789e9dc5bacc5,1643,1,True,MTEXT,identity,0.0,,,,within_numeric_and_curve_sampling_tolerance,source_Point_to_delivery_Point,0.0
IMB,28abc2c6fd474d9a25db290f3f00c0a1e92265869ef262a4f1d61f7430f60817,15E2,1,True,MTEXT,identity,0.0,,,,within_numeric_and_curve_sampling_tolerance,source_Point_to_delivery_Point,0.0
IMB,2bfe79943338be4f2f2a263129a5e70c5be067423dd766af08bc490bab6e3925,161D,1,True,MTEXT,identity,0.0,,,,within_numeric_and_curve_sampling_tolerance,source_Point_to_delivery_Point,0.0
IMB,2c514aa1761094b95af951d053750a518f3145c0e5512855c19a191592473555,1619,1,True,MTEXT,identity,0.0,,,,within_numeric_and_curve_sampling_tolerance,source_Point_to_delivery_Point,0.0
IMB,2ca24df64a2e658087f913e286ea095a94d8c789e967d266bba2d521fcee2be6,15AD,1,True,MTEXT,identity,0.0,,,,within_numeric_and_curve_sampling_tolerance,source_Point_to_delivery_Point,0.0
IMB,2e085fcc9f471b1a58d900ffe660471387184140d59253e11c1debf71a005e2e,15A3,1,True,MTEXT,identity,0.0,,,,within_numeric_and_curve_sampling_tolerance,source_Point_to_delivery_Point,0.0
IMB,2e48b1a3deb172d44f2bd07ee466f796918042d193ede04a81ca3bbae97d4dec,15BC,1,True,MTEXT,identity,0.0,,,,within_numeric_and_curve_sampling_tolerance,source_Point_to_delivery_Point,0.0
IMB,2ea2528077664dce40bd9cdeb6033f34df94654a9d376fee2a8add10a462e717,1630,1,True,MTEXT,identity,0.0,,,,within_numeric_and_curve_sampling_tolerance,source_Point_to_delivery_Point,0.0
IMB,2f07767a3ff6a6b1ca4a17e43b2d7a4e75deef03251eae21e3b5189a46ec0eb8,1638,1,True,MTEXT,identity,0.0,,,,within_numeric_and_curve_sampling_tolerance,source_Point_to_delivery_Point,0.0
IMB,2f59b658ce6513066ad7292a29ef055a53d96ea51127ce85bfe56c761f9a6eda,15E8,1,True,MTEXT,identity,0.0,,,,within_numeric_and_curve_sampling_tolerance,source_Point_to_delivery_Point,0.0
IMB,2f90a72c6c9ad8c8c8d15967556e8b95b5b40f43d836d705e23d1f0db16d0b24,15FD,1,True,MTEXT,identity,0.0,,,,within_numeric_and_curve_sampling_tolerance,source_Point_to_delivery_Point,0.0
IMB,3966047b0de602e413fc257c8fe6a6c35a9eb144597255090f77688bc4407fac,1698,1,True,MTEXT,identity,0.0,,,,within_numeric_and_curve_sampling_tolerance,source_Point_to_delivery_Point,0.0
IMB,39b2cf1fc1030dc4e97451a163af6d739acf6ab5658264914a069bdf3ac99520,162F,1,True,MTEXT,identity,0.0,,,,within_numeric_and_curve_sampling_tolerance,source_Point_to_delivery_Point,0.0
IMB,3aca01ed9ccfbc720a056f3d038210d898dc1917e9864e374da760c5c5d56c12,15DC,1,True,MTEXT,identity,0.0,,,,within_numeric_and_curve_sampling_tolerance,source_Point_to_delivery_Point,0.0
IMB,3c8a339f16d5a7955e134cf3a0995c487bab6975643475dc7293533165e57b3b,1668,1,True,MTEXT,identity,0.0,,,,within_numeric_and_curve_sampling_tolerance,source_Point_to_delivery_Point,0.0
IMB,3ceb0324c9df0871c6cf2779968c559da1b61e908c2ab38237f96eb96aff0413,1623,1,True,MTEXT,identity,0.0,,,,within_numeric_and_curve_sampling_tolerance,source_Point_to_delivery_Point,0.0
IMB,3dbc45eef80ff702010d80fe2707a588a156d085c0081c46663588b92f8073af,165C,1,True,MTEXT,identity,0.0,,,,within_numeric_and_curve_sampling_tolerance,source_Point_to_delivery_Point,0.0
IMB,3e6c96e839ec39faf1cc836c8a3e1622bf614303c4db9c8c741650c7efb95ae6,1614,1,True,MTEXT,identity,0.0,,,,within_numeric_and_curve_sampling_tolerance,source_Point_to_delivery_Point,0.0
IMB,3f4ea65559b83e6fbe4994e6603232051aadf8067b5c207f24ce7132b5b54a97,15BD,1,True,MTEXT,identity,0.0,,,,within_numeric_and_curve_sampling_tolerance,source_Point_to_delivery_Point,0.0
IMB,3f809266574ac7093a4db033846c9659d3c7beedca220804a1a49158ab3acf3e,163C,1,True,MTEXT,identity,0.0,,,,within_numeric_and_curve_sampling_tolerance,source_Point_to_delivery_Point,0.0
IMB,41e2a7b19765724f1bd33513d6fb96490482b5feac667a8f0062b07df09ac7f3,15CA,1,True,MTEXT,identity,0.0,,,,within_numeric_and_curve_sampling_tolerance,source_Point_to_delivery_Point,0.0
IMB,41e5ed895a8392be18fc847071039f7858f058b359ec96a60cbdf239816d4417,1646,1,True,MTEXT,identity,0.0,,,,within_numeric_and_curve_sampling_tolerance,source_Point_to_delivery_Point,0.0
IMB,439b5fb831cdf34ce1e7997d0419a51d0234d980238c82a9748cd309d087e377,159D,1,True,MTEXT,identity,0.0,,,,within_numeric_and_curve_sampling_tolerance,source_Point_to_delivery_Point,0.0
IMB,43dfb39546f3512b0a53a56e4704d6aa19cc7e91e61ad7a3f1d7491334b76a3d,1660,1,True,MTEXT,identity,0.0,,,,within_numeric_and_curve_sampling_tolerance,source_Point_to_delivery_Point,0.0
IMB,44983bcc60fcc2daf3b81fb58a94494ea30c38c3390d28ad8066f1455e8b8f91,160B,1,True,MTEXT,identity,0.0,,,,within_numeric_and_curve_sampling_tolerance,source_Point_to_delivery_Point,0.0
IMB,474170821e2a29d242993c4d9c52f6874abb19ddd510a11877cfaba9c67f14f7,15EF,1,True,MTEXT,identity,0.0,,,,within_numeric_and_curve_sampling_tolerance,source_Point_to_delivery_Point,0.0
IMB,4b2199fcec5652dd3752d375e38cc69b9a71e30a70750287912de2c3c00a61d9,1601,1,True,MTEXT,identity,0.0,,,,within_numeric_and_curve_sampling_tolerance,source_Point_to_delivery_Point,0.0
IMB,4b64558499b7a6ca851fd95e810d7f2ea1b371e0c14b63c4f585b072eb960603,15C3,1,True,MTEXT,identity,0.0,,,,within_numeric_and_curve_sampling_tolerance,source_Point_to_delivery_Point,0.0
IMB,4c947a6762becdc3785a30c4c2aa2849864b3c8d3ae7babc0747739dd209e7d8,15B4,1,True,MTEXT,identity,0.0,,,,within_numeric_and_curve_sampling_tolerance,source_Point_to_delivery_Point,0.0
IMB,4c9a3ee261cd0f668ac4209d36e18f6a8f93bc896fd6a77c8fa8b9a32a87e1d2,160F,1,True,MTEXT,identity,0.0,,,,within_numeric_and_curve_sampling_tolerance,source_Point_to_delivery_Point,0.0
IMB,4d878100b04ff4a89a80ee02e59756d9958ad6871da7229f86fd28db710f0e4c,1629,1,True,MTEXT,identity,0.0,,,,within_numeric_and_curve_sampling_tolerance,source_Point_to_delivery_Point,0.0
IMB,4f3347f231a9bb3ba0f8e505572c9dfb9f405d31014830bddcd1002c128042de,1600,1,True,MTEXT,identity,0.0,,,,within_numeric_and_curve_sampling_tolerance,source_Point_to_delivery_Point,0.0
IMB,4fbf735ea27542a92411683659c9e826771def75fe26077503ba059053e6a195,1599,1,True,MTEXT,identity,0.0,,,,within_numeric_and_curve_sampling_tolerance,source_Point_to_delivery_Point,0.0
IMB,514bf16070bfbf30f9d2aea54575bcb790bd643d3f8732ef81a3cf9b3702a856,1598,1,True,MTEXT,identity,0.0,,,,within_numeric_and_curve_sampling_tolerance,source_Point_to_delivery_Point,0.0
IMB,519912be6ff54eae46ffb74fa9bae6767c7daa1ff45bde516ce45ba417bdcfeb,1661,1,True,MTEXT,identity,0.0,,,,within_numeric_and_curve_sampling_tolerance,source_Point_to_delivery_Point,0.0
IMB,54e68e7d9f4c0b50651405d117b4c0096d3c3c3c5f589fa82c380c6f2a989cc0,1605,1,True,MTEXT,identity,0.0,,,,within_numeric_and_curve_sampling_tolerance,source_Point_to_delivery_Point,0.0
IMB,54f5cb8d73ae9623c95616ee4f4c376f6e5a59bcf8383f7623236aa80f9ca544,163B,1,True,MTEXT,identity,0.0,,,,within_numeric_and_curve_sampling_tolerance,source_Point_to_delivery_Point,0.0
IMB,57fe23d7910ce795b139ad54bb9a4025c039dc34dfc8b554c5f3ef1b2ea04426,1633,1,True,MTEXT,identity,0.0,,,,within_numeric_and_curve_sampling_tolerance,source_Point_to_delivery_Point,0.0
IMB,5aebd9ac712732951579b4d2ef716413095fa58a84e46cb88243fbab4be5963c,1621,1,True,MTEXT,identity,0.0,,,,within_numeric_and_curve_sampling_tolerance,source_Point_to_delivery_Point,0.0
IMB,5b4e377265bd060aad3e847e708399dd00a4e135d0478be1fef2df56f14c9e44,161E,1,True,MTEXT,identity,0.0,,,,within_numeric_and_curve_sampling_tolerance,source_Point_to_delivery_Point,0.0
IMB,5c2223a60add08c864b963958b102d45af4a1cc624c14e3aa71f45a9e1f615c3,15FA,1,True,MTEXT,identity,0.0,,,,within_numeric_and_curve_sampling_tolerance,source_Point_to_delivery_Point,0.0
IMB,5ca26dc43e50d53be37093de25c03a520e880cf438dba180517f1ebb8274678e,1611,1,True,MTEXT,identity,0.0,,,,within_numeric_and_curve_sampling_tolerance,source_Point_to_delivery_Point,0.0
IMB,5f035b25943648ff36f4840880d31d50893b6c9b3160f059f0780528fa5d1660,1677,1,True,MTEXT,identity,0.0,,,,within_numeric_and_curve_sampling_tolerance,source_Point_to_delivery_Point,0.0
IMB,60ecd78f691307f6488624e1d42e897e6938f1c268616617cd37fced39133d60,1658,1,True,MTEXT,identity,0.0,,,,within_numeric_and_curve_sampling_tolerance,source_Point_to_delivery_Point,0.0
IMB,612362637178d35a1441a93630f893e49e389f72f92720769b73a370c4548c2f,160D,1,True,MTEXT,identity,0.0,,,,within_numeric_and_curve_sampling_tolerance,source_Point_to_delivery_Point,0.0
IMB,61c6ae1fdeb30848a3035469fce15dc7780aac1d0f8453a15db08169a2cb95ff,15E9,1,True,MTEXT,identity,0.0,,,,within_numeric_and_curve_sampling_tolerance,source_Point_to_delivery_Point,0.0
IMB,626640b0d47a40225e2f8d4294f60cf175c559643d486e553e1359273ab495d9,1622,1,True,MTEXT,identity,0.0,,,,within_numeric_and_curve_sampling_tolerance,source_Point_to_delivery_Point,0.0
IMB,63f26d5fa08bdce045dd4c19d3e8a68169de3c5c590a0e6636d921159b24abb7,1606,1,True,MTEXT,identity,0.0,,,,within_numeric_and_curve_sampling_tolerance,source_Point_to_delivery_Point,0.0
IMB,67099e7ed2046302595108bbae8e4daf70e4fe8a6fb148ed796432d3fe5018f9,15D7,1,True,MTEXT,identity,0.0,,,,within_numeric_and_curve_sampling_tolerance,source_Point_to_delivery_Point,0.0
IMB,67bbde85aafa694ec370bf50060ae22f24d9b85dd61b66fbdf852aca1a59b2d4,15AE,1,True,MTEXT,identity,0.0,,,,within_numeric_and_curve_sampling_tolerance,source_Point_to_delivery_Point,0.0
IMB,681fac628b4d5ce2b232d11170b5d1038ca4152a964b34eb482ce35e1b7ed388,15DD,1,True,MTEXT,identity,0.0,,,,within_numeric_and_curve_sampling_tolerance,source_Point_to_delivery_Point,0.0
IMB,68dbf83053a0624e2f2366af7578c780c673e3d213edd5dd2012512afadd6f48,15B8,1,True,MTEXT,identity,0.0,,,,within_numeric_and_curve_sampling_tolerance,source_Point_to_delivery_Point,0.0
IMB,69e665580ecfafe132f2088b2a5d7a1ff6bc7df6fae2fbd2a2510300a951388b,167A,1,True,MTEXT,identity,0.0,,,,within_numeric_and_curve_sampling_tolerance,source_Point_to_delivery_Point,0.0
IMB,6ae35c776542f72fb11ba6f8391cbedfa4b89145da4254cca403fe2cf0db4b0a,15EA,1,True,MTEXT,identity,0.0,,,,within_numeric_and_curve_sampling_tolerance,source_Point_to_delivery_Point,0.0
IMB,6cbaed59dcd964f6ed806f639afe79f0fc28fc8b660d21a400b24754577bc9b9,166C,1,True,MTEXT,identity,0.0,,,,within_numeric_and_curve_sampling_tolerance,source_Point_to_delivery_Point,0.0
IMB,6d5204dcd2486f5290ca37cad95e0a550a130c77c695d25ec5a8979b40a0f50d,1649,1,True,MTEXT,identity,0.0,,,,within_numeric_and_curve_sampling_tolerance,source_Point_to_delivery_Point,0.0
IMB,6dbd7a40833b9465c5ecc9a081ff174ef8571361ff3bc82ae97f266a4f400945,164C,1,True,MTEXT,identity,0.0,,,,within_numeric_and_curve_sampling_tolerance,source_Point_to_delivery_Point,0.0
IMB,6ea1f33770208b16637e9f75c4a40f39930c10fccce4a88da90a8df89fdbbd8f,15AF,1,True,MTEXT,identity,0.0,,,,within_numeric_and_curve_sampling_tolerance,source_Point_to_delivery_Point,0.0
IMB,6ed33861b1ae77cd1d4e22f499e58a771741794ac58a6197afa216ae20223676,15DA,1,True,MTEXT,identity,0.0,,,,within_numeric_and_curve_sampling_tolerance,source_Point_to_delivery_Point,0.0
IMB,6ed6ebda1da3d6e48ee47a59db416f3a22b9e4bf7feba26f7085d589c4b736ee,1663,1,True,MTEXT,identity,0.0,,,,within_numeric_and_curve_sampling_tolerance,source_Point_to_delivery_Point,0.0
IMB,6f0bcea526d6ee4089a04545169ee210eeda11995c0b7a74f34d83d4ffd83db7,15BB,1,True,MTEXT,identity,0.0,,,,within_numeric_and_curve_sampling_tolerance,source_Point_to_delivery_Point,0.0
IMB,70bf0f8ff50edf37c24eb68410cb262b4a7b569b1781418a7f73da9c4319c056,1604,1,True,MTEXT,identity,0.0,,,,within_numeric_and_curve_sampling_tolerance,source_Point_to_delivery_Point,0.0
IMB,7143b34ef3a773101267b72b83317355340c73fb880bb1ad598fb4e14f37d62a,1666,1,True,MTEXT,identity,0.0,,,,within_numeric_and_curve_sampling_tolerance,source_Point_to_delivery_Point,0.0
IMB,7243b4dbfa292b8b86b52771e14e668e80e9bbea7cb285d1d02c4da24c0084df,175D,1,True,MTEXT,identity,0.0,,,,within_numeric_and_curve_sampling_tolerance,source_Point_to_delivery_Point,0.0
