fid,CODE,REF_PLAQUE,REGION,PROVINCE,VILLE,COMMUNE,CODE_POSTAL,NUMERO_VOIE,TYPE_VOIE,TYPE_BATIMENT,TYPE_CLIENT,NB_LOC_RES,NB_LOC_PRO,NB_LOC_TOT,RACCORDEMENT,STATUT,NB_ETAGE,COL_MONTANTE,SOUS_SOL,SOUS_SOL_COMMUN,BPE_CODE,X,Y,display_label,label_provenance,source_entity_key,source_handle,source_layer,geometry_role,style_aci,style_truecolor,style_linetype,style_lineweight,style_rotation,style_rotation_deg,style_qgis_rotation_deg,style_render_key,lineage_json,source_cad_length_m,dimension_length_m,source_segment_sum_m,source_native_length_delta_m,delivery_grid_length_m,geodesic_length_m
11,58,,,,,,,,,,,,,,,,,,,,,13902191.31459043,145904.2163129725,58,DWG_DIRECT:text|RULE:AI-IMB-LABEL-001,f77ebe8a5ebce72944ae31540b8c7ebf2f6b1cb6356c70d53c9ed527d385e18b,15D5,REDUCE,SOURCE_HOME_LABEL,251,,Continuous,-1,6.16616827121598,353.2954177081548,6.70458229526546,ACI:251|LT:Continuous|LW:-1|ROT_QGIS:6.704582295,"[{""operation"":""identity"",""source_entity_key"":""f77ebe8a5ebce72944ae31540b8c7ebf2f6b1cb6356c70d53c9ed527d385e18b"",""max_displacement_m"":0.0}]",,,,,,
12,150,,,,,,,,,,,,,,,,,,,,,13902041.99533553,146067.3770059827,150,DWG_DIRECT:text|RULE:AI-IMB-LABEL-001,c070833c63bdc2d3ffbdd1ccfa5306a689727b8d0397421cd005b2d2c777cbca,1631,HOMENUMBER,SOURCE_HOME_LABEL,6,,Continuous,-1,5.922419767134503,339.3296571616589,20.67034282593218,ACI:6|LT:Continuous|LW:-1|ROT_QGIS:20.670342826,"[{""operation"":""identity"",""source_entity_key"":""c070833c63bdc2d3ffbdd1ccfa5306a689727b8d0397421cd005b2d2c777cbca"",""max_displacement_m"":0.0}]",,,,,,
13,165,,,,,,,,,,,,,,,,,,,,,13901935.84171778,146041.156992405,165,DWG_DIRECT:text|RULE:AI-IMB-LABEL-001,fcbb758e7f619bca8e2431c51720f15ed560bef6b28069064fdde6e748fd3d11,1640,HOMENUMBER,SOURCE_HOME_LABEL,6,,Continuous,-1,5.448969801331361,312.20297231052564,47.797027696246495,ACI:6|LT:Continuous|LW:-1|ROT_QGIS:47.797027696,"[{""operation"":""identity"",""source_entity_key"":""fcbb758e7f619bca8e2431c51720f15ed560bef6b28069064fdde6e748fd3d11"",""max_displacement_m"":0.0}]",,,,,,
14,78,,,,,,,,,,,,,,,,,,,,,13902261.73267871,145926.4471487228,78,DWG_DIRECT:text|RULE:AI-IMB-LABEL-001,61c6ae1fdeb30848a3035469fce15dc7780aac1d0f8453a15db08169a2cb95ff,15E9,HOMENUMBER,SOURCE_HOME_LABEL,6,,Continuous,-1,0.0,0.0,0.0,ACI:6|LT:Continuous|LW:-1|ROT_QGIS:0.000000000,"[{""operation"":""identity"",""source_entity_key"":""61c6ae1fdeb30848a3035469fce15dc7780aac1d0f8453a15db08169a2cb95ff"",""max_displacement_m"":0.0}]",,,,,,
15,19,,,,,,,,,,,,,,,,,,,,,13901858.8433756,146101.9150135704,19,DWG_DIRECT:text|RULE:AI-IMB-LABEL-001,67bbde85aafa694ec370bf50060ae22f24d9b85dd61b66fbdf852aca1a59b2d4,15AE,HOMENUMBER,SOURCE_HOME_LABEL,6,,Continuous,-1,5.45403091672944,312.4929528624643,47.50704710931174,ACI:6|LT:Continuous|LW:-1|ROT_QGIS:47.507047109,"[{""operation"":""identity"",""source_entity_key"":""67bbde85aafa694ec370bf50060ae22f24d9b85dd61b66fbdf852aca1a59b2d4"",""max_displacement_m"":0.0}]",,,,,,
16,17,,,,,,,,,,,,,,,,,,,,,13901944.73183727,145993.8874383821,17,DWG_DIRECT:text|RULE:AI-IMB-LABEL-001,feee077bdfc69232d9939200888e717fbd3a3a64b143ee34450999a0835e1466,15AC,HOMENUMBER,SOURCE_HOME_LABEL,6,,Continuous,-1,5.935604539043982,340.08508894591466,19.914911043292992,ACI:6|LT:Continuous|LW:-1|ROT_QGIS:19.914911043,"[{""operation"":""identity"",""source_entity_key"":""feee077bdfc69232d9939200888e717fbd3a3a64b143ee34450999a0835e1466"",""max_displacement_m"":0.0}]",,,,,,
17,193,,,,,,,,,,,,,,,,,,,,,13901811.3314923,146002.300546533,193,DWG_DIRECT:text|RULE:AI-IMB-LABEL-001,3dbc45eef80ff702010d80fe2707a588a156d085c0081c46663588b92f8073af,165C,HOMENUMBER,SOURCE_HOME_LABEL,6,,Continuous,-1,5.45403091672944,312.4929528624643,47.50704710931174,ACI:6|LT:Continuous|LW:-1|ROT_QGIS:47.507047109,"[{""operation"":""identity"",""source_entity_key"":""3dbc45eef80ff702010d80fe2707a588a156d085c0081c46663588b92f8073af"",""max_displacement_m"":0.0}]",,,,,,
18,170,,,,,,,,,,,,,,,,,,,,,13901916.69366556,145989.4988372062,170,DWG_DIRECT:text|RULE:AI-IMB-LABEL-001,a0dab9d479990feda391ccf61e4128fcf42867f97deaa47d7a7c69a9763d6dc3,1645,HOMENUMBER,SOURCE_HOME_LABEL,6,,Continuous,-1,5.45403091672944,312.4929528624643,47.50704710931174,ACI:6|LT:Continuous|LW:-1|ROT_QGIS:47.507047109,"[{""operation"":""identity"",""source_entity_key"":""a0dab9d479990feda391ccf61e4128fcf42867f97deaa47d7a7c69a9763d6dc3"",""max_displacement_m"":0.0}]",,,,,,
19,8,,,,,,,,,,,,,,,,,,,,,13902133.73979796,145857.298580683,8,DWG_DIRECT:text|RULE:AI-IMB-LABEL-001,d2e85ffe96febdee25daf19287221523811edd559074e066d2d33d88eaf98886,15A2,HOMENUMBER,SOURCE_HOME_LABEL,6,,Continuous,-1,6.088359127159026,348.8372821461659,11.162717857246479,ACI:6|LT:Continuous|LW:-1|ROT_QGIS:11.162717857,"[{""operation"":""identity"",""source_entity_key"":""d2e85ffe96febdee25daf19287221523811edd559074e066d2d33d88eaf98886"",""max_displacement_m"":0.0}]",,,,,,
20,148,,,,,,,,,,,,,,,,,,,,,13902025.9082861,146040.7034259003,148,DWG_DIRECT:text|RULE:AI-IMB-LABEL-001,39b2cf1fc1030dc4e97451a163af6d739acf6ab5658264914a069bdf3ac99520,162F,HOMENUMBER,SOURCE_HOME_LABEL,6,,Continuous,-1,6.029500437960269,345.4649276674048,14.535072333292323,ACI:6|LT:Continuous|LW:-1|ROT_QGIS:14.535072333,"[{""operation"":""identity"",""source_entity_key"":""39b2cf1fc1030dc4e97451a163af6d739acf6ab5658264914a069bdf3ac99520"",""max_displacement_m"":0.0}]",,,,,,
21,48,,,,,,,,,,,,,,,,,,,,,13902166.55452849,145887.2826365452,48,DWG_DIRECT:text|RULE:AI-IMB-LABEL-001,ea0a3bf6f4703a634ac9738c82d02051237e10ca12b7ce3d120202b0a461f4b5,15CB,HOMENUMBER,SOURCE_HOME_LABEL,6,,Continuous,-1,6.088359127159026,348.8372821461659,11.162717857246479,ACI:6|LT:Continuous|LW:-1|ROT_QGIS:11.162717857,"[{""operation"":""identity"",""source_entity_key"":""ea0a3bf6f4703a634ac9738c82d02051237e10ca12b7ce3d120202b0a461f4b5"",""max_displacement_m"":0.0}]",,,,,,
22,206,,,,,,,,,,,,,,,,,,,,,13901848.23743142,145986.7479286898,206,DWG_DIRECT:text|RULE:AI-IMB-LABEL-001,dda98a2fae0453797024d966233cb1dc0597df33fba32375e47bf88d7b8d0854,1669,HOMENUMBER,SOURCE_HOME_LABEL,6,,Continuous,-1,5.45403091672944,312.4929528624643,47.50704710931174,ACI:6|LT:Continuous|LW:-1|ROT_QGIS:47.507047109,"[{""operation"":""identity"",""source_entity_key"":""dda98a2fae0453797024d966233cb1dc0597df33fba32375e47bf88d7b8d0854"",""max_displacement_m"":0.0}]",,,,,,
23,NN-SMP NEGERI 9 SATAP TONDANO,,,,,,,,,,,,,,,,,,,,,13902084.80978521,145887.231087899,NN-SMP NEGERI 9 SATAP TONDANO,DWG_DIRECT:text|RULE:AI-IMB-LABEL-001,d954cfd6dd5914ee255c796ace9550219010dc8e9aadb2d27254f0537b730508,167F,HOMENUMBER,SOURCE_HOME_LABEL,6,,Continuous,-1,6.111755771193529,350.17781110411283,9.822188888202612,ACI:6|LT:Continuous|LW:-1|ROT_QGIS:9.822188888,"[{""operation"":""identity"",""source_entity_key"":""d954cfd6dd5914ee255c796ace9550219010dc8e9aadb2d27254f0537b730508"",""max_displacement_m"":0.0}]",,,,,,
24,214,,,,,,,,,,,,,,,,,,,,,13901858.30419891,146017.4457706609,214,DWG_DIRECT:text|RULE:AI-IMB-LABEL-001,ff4e91a6f43726aecdca442838e9dcd865ab4cce2fea341fc0a2b73378033523,1671,HOMENUMBER,SOURCE_HOME_LABEL,6,,Continuous,-1,5.45403091672944,312.4929528624643,47.50704710931174,ACI:6|LT:Continuous|LW:-1|ROT_QGIS:47.507047109,"[{""operation"":""identity"",""source_entity_key"":""ff4e91a6f43726aecdca442838e9dcd865ab4cce2fea341fc0a2b73378033523"",""max_displacement_m"":0.0}]",,,,,,
25,91,,,,,,,,,,,,,,,,,,,,,13902169.96289828,145951.1146808166,91,DWG_DIRECT:text|RULE:AI-IMB-LABEL-001,0f0f6f1127636aaf1cbf8d1e6073f9504e31d01d04beff97f06d9978d01f563d,15F6,HOMENUMBER,SOURCE_HOME_LABEL,6,,Continuous,-1,6.100042398615744,349.5066842915415,10.493315714483911,ACI:6|LT:Continuous|LW:-1|ROT_QGIS:10.493315714,"[{""operation"":""identity"",""source_entity_key"":""0f0f6f1127636aaf1cbf8d1e6073f9504e31d01d04beff97f06d9978d01f563d"",""max_displacement_m"":0.0}]",,,,,,
26,225,,,,,,,,,,,,,,,,,,,,,13901782.90750237,146026.4498971646,225,DWG_DIRECT:text|RULE:AI-IMB-LABEL-001,3966047b0de602e413fc257c8fe6a6c35a9eb144597255090f77688bc4407fac,1698,HOMENUMBER,SOURCE_HOME_LABEL,6,,Continuous,-1,5.45403091672944,312.4929528624643,47.50704710931174,ACI:6|LT:Continuous|LW:-1|ROT_QGIS:47.507047109,"[{""operation"":""identity"",""source_entity_key"":""3966047b0de602e413fc257c8fe6a6c35a9eb144597255090f77688bc4407fac"",""max_displacement_m"":0.0}]",,,,,,
27,5,,,,,,,,,,,,,,,,,,,,,13902126.37297459,145860.175447066,5,DWG_DIRECT:text|RULE:AI-IMB-LABEL-001,b84ce0ca03b29df022130b8ac73be2d6110612a56e3a41d4fcddd5de1d1634ef,159F,HOMENUMBER,SOURCE_HOME_LABEL,6,,Continuous,-1,6.088359127159026,348.8372821461659,11.162717857246479,ACI:6|LT:Continuous|LW:-1|ROT_QGIS:11.162717857,"[{""operation"":""identity"",""source_entity_key"":""b84ce0ca03b29df022130b8ac73be2d6110612a56e3a41d4fcddd5de1d1634ef"",""max_displacement_m"":0.0}]",,,,,,
28,160,,,,,,,,,,,,,,,,,,,,,13901817.3299727,146015.6077921194,160,DWG_DIRECT:text|RULE:AI-IMB-LABEL-001,54f5cb8d73ae9623c95616ee4f4c376f6e5a59bcf8383f7623236aa80f9ca544,163B,HOMENUMBER,SOURCE_HOME_LABEL,6,,Continuous,-1,5.45403091672944,312.4929528624643,47.50704710931174,ACI:6|LT:Continuous|LW:-1|ROT_QGIS:47.507047109,"[{""operation"":""identity"",""source_entity_key"":""54f5cb8d73ae9623c95616ee4f4c376f6e5a59bcf8383f7623236aa80f9ca544"",""max_displacement_m"":0.0}]",,,,,,
29,4,,,,,,,,,,,,,,,,,,,,,13902116.44754871,145862.158106135,4,DWG_DIRECT:text|RULE:AI-IMB-LABEL-001,a09d714065e455137a9355204bcc16906820efdc6c6d9caadba69e3314b56908,159E,HOMENUMBER,SOURCE_HOME_LABEL,6,,Continuous,-1,6.088359127159026,348.8372821461659,11.162717857246479,ACI:6|LT:Continuous|LW:-1|ROT_QGIS:11.162717857,"[{""operation"":""identity"",""source_entity_key"":""a09d714065e455137a9355204bcc16906820efdc6c6d9caadba69e3314b56908"",""max_displacement_m"":0.0}]",,,,,,
30,44,,,,,,,,,,,,,,,,,,,,,13902173.96016063,145872.5720481188,44,DWG_DIRECT:text|RULE:AI-IMB-LABEL-001,7d5d80ef79085bc25bfd543771e8ecdea88615baca43e7d5561f39b0655b3f9b,15C7,HOMENUMBER,SOURCE_HOME_LABEL,6,,Continuous,-1,6.07178541817773,347.88767857065955,12.11232142140208,ACI:6|LT:Continuous|LW:-1|ROT_QGIS:12.112321421,"[{""operation"":""identity"",""source_entity_key"":""7d5d80ef79085bc25bfd543771e8ecdea88615baca43e7d5561f39b0655b3f9b"",""max_displacement_m"":0.0}]",,,,,,
31,171,,,,,,,,,,,,,,,,,,,,,13901924.60609232,145996.7767769112,171,DWG_DIRECT:text|RULE:AI-IMB-LABEL-001,41e5ed895a8392be18fc847071039f7858f058b359ec96a60cbdf239816d4417,1646,HOMENUMBER,SOURCE_HOME_LABEL,6,,Continuous,-1,5.45403091672944,312.4929528624643,47.50704710931174,ACI:6|LT:Continuous|LW:-1|ROT_QGIS:47.507047109,"[{""operation"":""identity"",""source_entity_key"":""41e5ed895a8392be18fc847071039f7858f058b359ec96a60cbdf239816d4417"",""max_displacement_m"":0.0}]",,,,,,
32,39,,,,,,,,,,,,,,,,,,,,,13902204.79275635,145863.1623961199,39,DWG_DIRECT:text|RULE:AI-IMB-LABEL-001,1e5f92568dbe35b6db1760686742215c9067216a401a817763f9cf2b36fa33e4,15C2,HOMENUMBER,SOURCE_HOME_LABEL,6,,Continuous,-1,6.07178541817773,347.88767857065955,12.11232142140208,ACI:6|LT:Continuous|LW:-1|ROT_QGIS:12.112321421,"[{""operation"":""identity"",""source_entity_key"":""1e5f92568dbe35b6db1760686742215c9067216a401a817763f9cf2b36fa33e4"",""max_displacement_m"":0.0}]",,,,,,
33,144,,,,,,,,,,,,,,,,,,,,,13901967.11672475,146015.7367429121,144,DWG_DIRECT:text|RULE:AI-IMB-LABEL-001,8b61138226bc1698e1ffbf4dbe03e82ee10d3a1bf1170866603c8d30d468f44d,162B,HOMENUMBER,SOURCE_HOME_LABEL,6,,Continuous,-1,5.868720725741977,336.2529287259688,23.747071289680623,ACI:6|LT:Continuous|LW:-1|ROT_QGIS:23.747071290,"[{""operation"":""identity"",""source_entity_key"":""8b61138226bc1698e1ffbf4dbe03e82ee10d3a1bf1170866603c8d30d468f44d"",""max_displacement_m"":0.0}]",,,,,,
34,202,,,,,,,,,,,,,,,,,,,,,13901886.53356988,146060.9829348235,202,DWG_DIRECT:text|RULE:AI-IMB-LABEL-001,bfbdacb5296845c015be5de5452fce2d0c8b1f81f74a89358b84a5fb3b431b60,1665,HOMENUMBER,SOURCE_HOME_LABEL,6,,Continuous,-1,5.45403091672944,312.4929528624643,47.50704710931174,ACI:6|LT:Continuous|LW:-1|ROT_QGIS:47.507047109,"[{""operation"":""identity"",""source_entity_key"":""bfbdacb5296845c015be5de5452fce2d0c8b1f81f74a89358b84a5fb3b431b60"",""max_displacement_m"":0.0}]",,,,,,
35,62,,,,,,,,,,,,,,,,,,,,,13902335.7873206,145954.3985160261,62,DWG_DIRECT:text|RULE:AI-IMB-LABEL-001,98bb5a555019c964783518a7dfdc4c34dc4a563184a3a20d5ffbff411258074e,15D9,HOMENUMBER,SOURCE_HOME_LABEL,6,,Continuous,-1,0.1834586741525042,10.511407744004295,349.48859225886446,ACI:6|LT:Continuous|LW:-1|ROT_QGIS:349.488592259,"[{""operation"":""identity"",""source_entity_key"":""98bb5a555019c964783518a7dfdc4c34dc4a563184a3a20d5ffbff411258074e"",""max_displacement_m"":0.0}]",,,,,,
36,54,,,,,,,,,,,,,,,,,,,,,13902102.75736072,145938.8421450391,54,DWG_DIRECT:text|RULE:AI-IMB-LABEL-001,8917add6de4619e43c2aec3043d4d965d9da455593c16b95cb8d19617a2e3a39,15D1,HOMENUMBER,SOURCE_HOME_LABEL,6,,Continuous,-1,6.021622739805305,345.0135688108474,14.986431176045393,ACI:6|LT:Continuous|LW:-1|ROT_QGIS:14.986431176,"[{""operation"":""identity"",""source_entity_key"":""8917add6de4619e43c2aec3043d4d965d9da455593c16b95cb8d19617a2e3a39"",""max_displacement_m"":0.0}]",,,,,,
37,145,,,,,,,,,,,,,,,,,,,,,13901980.54053068,146008.0074895262,145,DWG_DIRECT:text|RULE:AI-IMB-LABEL-001,f9eee21c514400e0f39e6f4d76d7298bdba1175669bcbdc10bc1d75d088fed80,162C,HOMENUMBER,SOURCE_HOME_LABEL,6,,Continuous,-1,5.868720725741977,336.2529287259688,23.747071289680623,ACI:6|LT:Continuous|LW:-1|ROT_QGIS:23.747071290,"[{""operation"":""identity"",""source_entity_key"":""f9eee21c514400e0f39e6f4d76d7298bdba1175669bcbdc10bc1d75d088fed80"",""max_displacement_m"":0.0}]",,,,,,
38,79,,,,,,,,,,,,,,,,,,,,,13902249.48223314,145923.5013574383,79,DWG_DIRECT:text|RULE:AI-IMB-LABEL-001,6ae35c776542f72fb11ba6f8391cbedfa4b89145da4254cca403fe2cf0db4b0a,15EA,HOMENUMBER,SOURCE_HOME_LABEL,6,,Continuous,-1,0.0,0.0,0.0,ACI:6|LT:Continuous|LW:-1|ROT_QGIS:0.000000000,"[{""operation"":""identity"",""source_entity_key"":""6ae35c776542f72fb11ba6f8391cbedfa4b89145da4254cca403fe2cf0db4b0a"",""max_displacement_m"":0.0}]",,,,,,
39,80,,,,,,,,,,,,,,,,,,,,,13902237.07600731,145921.2131271212,80,DWG_DIRECT:text|RULE:AI-IMB-LABEL-001,9bff93c17c771c7c2e3bab1788e609de4c2271e61c0972aa568522965a27771d,15EB,HOMENUMBER,SOURCE_HOME_LABEL,6,,Continuous,-1,0.0,0.0,0.0,ACI:6|LT:Continuous|LW:-1|ROT_QGIS:0.000000000,"[{""operation"":""identity"",""source_entity_key"":""9bff93c17c771c7c2e3bab1788e609de4c2271e61c0972aa568522965a27771d"",""max_displacement_m"":0.0}]",,,,,,
40,23,,,,,,,,,,,,,,,,,,,,,13901821.21250348,146132.0537270732,23,DWG_DIRECT:text|RULE:AI-IMB-LABEL-001,92a43ce932f6406558e2546781475c30b90ea97d4c3ecbe4741afe113e2ffd47,15B2,HOMENUMBER,SOURCE_HOME_LABEL,6,,Continuous,-1,6.093348899818663,349.12317506029285,10.87682494707577,ACI:6|LT:Continuous|LW:-1|ROT_QGIS:10.876824947,"[{""operation"":""identity"",""source_entity_key"":""92a43ce932f6406558e2546781475c30b90ea97d4c3ecbe4741afe113e2ffd47"",""max_displacement_m"":0.0}]",,,,,,
41,43,,,,,,,,,,,,,,,,,,,,,13902015.33714466,145872.175400469,43,DWG_DIRECT:text|RULE:AI-IMB-LABEL-001,b8c4efa770480f1ec3c8b40079222206e39ee2e8e8d31eb3c32cb3376b95b0f4,15C6,HOMENUMBER,SOURCE_HOME_LABEL,6,,Continuous,-1,5.829952039383908,334.03164662038506,25.96835336533049,ACI:6|LT:Continuous|LW:-1|ROT_QGIS:25.968353365,"[{""operation"":""identity"",""source_entity_key"":""b8c4efa770480f1ec3c8b40079222206e39ee2e8e8d31eb3c32cb3376b95b0f4"",""max_displacement_m"":0.0}]",,,,,,
42,30,,,,,,,,,,,,,,,,,,,,,13901960.13484616,145982.7497681872,30,DWG_DIRECT:text|RULE:AI-IMB-LABEL-001,e808dda0d106b6d98b95d80dd2558c8e295bc96627c577e48e7d13c2e3552dcb,15B9,HOMENUMBER,SOURCE_HOME_LABEL,6,,Continuous,-1,5.935604539043982,340.08508894591466,19.914911043292992,ACI:6|LT:Continuous|LW:-1|ROT_QGIS:19.914911043,"[{""operation"":""identity"",""source_entity_key"":""e808dda0d106b6d98b95d80dd2558c8e295bc96627c577e48e7d13c2e3552dcb"",""max_displacement_m"":0.0}]",,,,,,
43,134,,,,,,,,,,,,,,,,,,,,,13902102.66637475,146015.1715074938,134,DWG_DIRECT:text|RULE:AI-IMB-LABEL-001,5aebd9ac712732951579b4d2ef716413095fa58a84e46cb88243fbab4be5963c,1621,HOMENUMBER,SOURCE_HOME_LABEL,6,,Continuous,-1,6.100042398615744,349.5066842915415,10.493315714483911,ACI:6|LT:Continuous|LW:-1|ROT_QGIS:10.493315714,"[{""operation"":""identity"",""source_entity_key"":""5aebd9ac712732951579b4d2ef716413095fa58a84e46cb88243fbab4be5963c"",""max_displacement_m"":0.0}]",,,,,,
44,216,,,,,,,,,,,,,,,,,,,,,13901826.82905184,146003.9156206732,216,DWG_DIRECT:text|RULE:AI-IMB-LABEL-001,d80f5133ba3619624ae40d1e1bc9a7f2838cfad1cc7c90f3b244446d045a09b9,1673,HOMENUMBER,SOURCE_HOME_LABEL,6,,Continuous,-1,5.45403091672944,312.4929528624643,47.50704710931174,ACI:6|LT:Continuous|LW:-1|ROT_QGIS:47.507047109,"[{""operation"":""identity"",""source_entity_key"":""d80f5133ba3619624ae40d1e1bc9a7f2838cfad1cc7c90f3b244446d045a09b9"",""max_displacement_m"":0.0}]",,,,,,
