fid,CODE,NOM,REF_PLAQUE,TYPE,NATURE,HAUTEUR_APPUI,TYPE_APPUI,EFFORT_APPUI,NB_BOITIERS,STATUT,PROPRIETAIRE,GESTIONNAIRE,ADRESSSE,VILLE,CODE_POSTAL,COMMENT,X,Y,display_label,label_provenance,source_entity_key,source_handle,source_layer,geometry_role,style_aci,style_truecolor,style_linetype,style_lineweight,style_rotation,style_rotation_deg,style_qgis_rotation_deg,style_render_key,lineage_json,source_cad_length_m,dimension_length_m,source_segment_sum_m,source_native_length_delta_m,delivery_grid_length_m,geodesic_length_m
11,MR.MSRG1-3.P013,,,,,,,,,,,,,,,,13902062.51222468,145875.3295574012,MR.MSRG1-3.P013,DWG_DERIVED:pole-label-semantic|RULE:AI-ANNOTATION-ASSIGN-001,290883aa588c2271ecaf3c93655ab83b237e5bb5f8d1c263af9cdba042ff9831,19A5,NEW POLE 7m(3 inches),SOURCE_ASSET,4,,Continuous,-1,0.0,0.0,0.0,"PTECH:NP7 3""|ROT_QGIS:0.000000000","[{""operation"":""identity"",""source_entity_key"":""290883aa588c2271ecaf3c93655ab83b237e5bb5f8d1c263af9cdba042ff9831"",""max_displacement_m"":0.0}]",,,,,,
12,MR.MSRG1-3.P008,,,,,,,,,,,,,,,,13902100.06170737,145957.0561147082,MR.MSRG1-3.P008,DWG_DERIVED:pole-label-semantic|RULE:AI-ANNOTATION-ASSIGN-001,8a71e77ba6d920c35984bbc146cc1ad46e8ef7c36edcfe771936d63d077ce86b,3027,NEW POLE 7m(2'5 inches),SOURCE_ASSET,6,,Continuous,-1,0.0,0.0,0.0,"PTECH:NP7 2.5""|ROT_QGIS:0.000000000","[{""operation"":""identity"",""source_entity_key"":""8a71e77ba6d920c35984bbc146cc1ad46e8ef7c36edcfe771936d63d077ce86b"",""max_displacement_m"":0.0}]",,,,,,
13,MR.MSRG1-3.P043,,,,,,,,,,,,,,,,13901985.56742364,146109.8255559287,MR.MSRG1-3.P043,DWG_DERIVED:pole-label-semantic|RULE:AI-ANNOTATION-ASSIGN-001,e15244aa96dd5e7b22b68287e2ae355a2b6617fa9b15f8eb86bede232a57a63a,20F4,NEW POLE 7m(2'5 inches),SOURCE_ASSET,6,,Continuous,-1,0.0,0.0,0.0,"PTECH:NP7 2.5""|ROT_QGIS:0.000000000","[{""operation"":""identity"",""source_entity_key"":""e15244aa96dd5e7b22b68287e2ae355a2b6617fa9b15f8eb86bede232a57a63a"",""max_displacement_m"":0.0}]",,,,,,
14,MR.MSRG1-3.P012,,,,,,,,,,,,,,,,13902106.67309548,145871.483614305,MR.MSRG1-3.P012,DWG_DERIVED:pole-label-semantic|RULE:AI-ANNOTATION-ASSIGN-001,f03560f28475094b171b042c976a912d4c90341a49b444082ea193c7ed3520c6,3955,NEW POLE 7m(3 inches),SOURCE_ASSET,4,,Continuous,-1,0.0,0.0,0.0,"PTECH:NP7 3""|ROT_QGIS:0.000000000","[{""operation"":""identity"",""source_entity_key"":""f03560f28475094b171b042c976a912d4c90341a49b444082ea193c7ed3520c6"",""max_displacement_m"":0.0}]",,,,,,
15,MR.MSRG1-3.P007,,,,,,,,,,,,,,,,13902126.20000524,145950.4508721099,MR.MSRG1-3.P007,DWG_DERIVED:pole-label-semantic|RULE:AI-ANNOTATION-ASSIGN-001,705d98c80fe39f34984269aeb62a1c66bc94cacecbb2562cfe67b5d55c0214d2,196D,NEW POLE 7m(2'5 inches),SOURCE_ASSET,6,,Continuous,-1,0.0,0.0,0.0,"PTECH:NP7 2.5""|ROT_QGIS:0.000000000","[{""operation"":""identity"",""source_entity_key"":""705d98c80fe39f34984269aeb62a1c66bc94cacecbb2562cfe67b5d55c0214d2"",""max_displacement_m"":0.0}]",,,,,,
16,MR.MSRG1-3.P023,,,,,,,,,,,,,,,,13901829.553604,146034.8975840939,MR.MSRG1-3.P023,DWG_DERIVED:pole-label-semantic|RULE:AI-ANNOTATION-ASSIGN-001,b6df7acb64da6e8d31fa3648c367ab41cb34bd3e334a6b20fc8ee365392c4c5d,19DD,NEW POLE 7m(3 inches),SOURCE_ASSET,4,,Continuous,-1,0.0,0.0,0.0,"PTECH:NP7 3""|ROT_QGIS:0.000000000","[{""operation"":""identity"",""source_entity_key"":""b6df7acb64da6e8d31fa3648c367ab41cb34bd3e334a6b20fc8ee365392c4c5d"",""max_displacement_m"":0.0}]",,,,,,
17,MR.MSRG1-3.P004,,,,,,,,,,,,,,,,13902269.15304487,145965.7178417741,MR.MSRG1-3.P004,DWG_DERIVED:pole-label-semantic|RULE:AI-ANNOTATION-ASSIGN-001,3abc833f7a3ae27bd4183586abc642e2c53a9d499946fe9d197147251ddba394,31B9,NEW POLE 7m(2'5 inches),SOURCE_ASSET,6,,Continuous,-1,0.0,0.0,0.0,"PTECH:NP7 2.5""|ROT_QGIS:0.000000000","[{""operation"":""identity"",""source_entity_key"":""3abc833f7a3ae27bd4183586abc642e2c53a9d499946fe9d197147251ddba394"",""max_displacement_m"":0.0}]",,,,,,
18,MR.MSRG1-3.P025,,,,,,,,,,,,,,,,13901773.29607045,145989.4857876535,MR.MSRG1-3.P025,DWG_DERIVED:pole-label-semantic|RULE:AI-ANNOTATION-ASSIGN-001,0ef6065c0be03d38cbc2b460319b65a9fa781b6375c4c6cfeae80a3f99a2b2ce,1B93,NEW POLE 7m(2'5 inches),SOURCE_ASSET,6,,Continuous,-1,0.0,0.0,0.0,"PTECH:NP7 2.5""|ROT_QGIS:0.000000000","[{""operation"":""identity"",""source_entity_key"":""0ef6065c0be03d38cbc2b460319b65a9fa781b6375c4c6cfeae80a3f99a2b2ce"",""max_displacement_m"":0.0}]",,,,,,
19,MR.MSRG1-3.P020,,,,,,,,,,,,,,,,13901925.34480386,145988.6925634885,MR.MSRG1-3.P020,DWG_DERIVED:pole-label-semantic|RULE:AI-ANNOTATION-ASSIGN-001,fa778e76fb417c62e963a1fef3343d8d16c55b552f6dc9d5916f0175ff718069,4339,NEW POLE 7m(2'5 inches),SOURCE_ASSET,6,,Continuous,-1,0.0,0.0,0.0,"PTECH:NP7 2.5""|ROT_QGIS:0.000000000","[{""operation"":""identity"",""source_entity_key"":""fa778e76fb417c62e963a1fef3343d8d16c55b552f6dc9d5916f0175ff718069"",""max_displacement_m"":0.0}]",,,,,,
20,MR.MSRG1-3.P016,,,,,,,,,,,,,,,,13902002.09687198,145893.794791475,MR.MSRG1-3.P016,DWG_DERIVED:pole-label-semantic|RULE:AI-ANNOTATION-ASSIGN-001,480cdb2fd56b2c8b4e17668e52a332c3c1c966139acaead879a85e0077f3deaf,303F,NEW POLE 7m(2'5 inches),SOURCE_ASSET,6,,Continuous,-1,0.0,0.0,0.0,"PTECH:NP7 2.5""|ROT_QGIS:0.000000000","[{""operation"":""identity"",""source_entity_key"":""480cdb2fd56b2c8b4e17668e52a332c3c1c966139acaead879a85e0077f3deaf"",""max_displacement_m"":0.0}]",,,,,,
21,MR.MSRG1-3.P031,,,,,,,,,,,,,,,,13901902.61096736,146070.5682222621,MR.MSRG1-3.P031,DWG_DERIVED:pole-label-semantic|RULE:AI-ANNOTATION-ASSIGN-001,0e7c83ea62df09484835e5186e061f7f3c5cc086d3a87daff483290354a7e281,1A15,NEW POLE 7m(3 inches),SOURCE_ASSET,4,,Continuous,-1,0.0,0.0,0.0,"PTECH:NP7 3""|ROT_QGIS:0.000000000","[{""operation"":""identity"",""source_entity_key"":""0e7c83ea62df09484835e5186e061f7f3c5cc086d3a87daff483290354a7e281"",""max_displacement_m"":0.0}]",,,,,,
22,MR.MSRG1-3.P006,,,,,,,,,,,,,,,,13902163.47899962,145939.8592660858,MR.MSRG1-3.P006,DWG_DERIVED:pole-label-semantic|RULE:AI-ANNOTATION-ASSIGN-001,72fbc867e36e65aff3ed39b4a844158b5ab59f614ce955c7b127c28876ecdadd,1989,NEW POLE 7m(3 inches),SOURCE_ASSET,4,,Continuous,-1,0.0,0.0,0.0,"PTECH:NP7 3""|ROT_QGIS:0.000000000","[{""operation"":""identity"",""source_entity_key"":""72fbc867e36e65aff3ed39b4a844158b5ab59f614ce955c7b127c28876ecdadd"",""max_displacement_m"":0.0}]",,,,,,
23,MR.MSRG1-3.P030,,,,,,,,,,,,,,,,13901799.01578351,146154.0230630736,MR.MSRG1-3.P030,DWG_DERIVED:pole-label-semantic|RULE:AI-ANNOTATION-ASSIGN-001,26f4a033987e050184891682a90d97268e98e05aa8f0ff8353fb2473df6a6991,1BAF,NEW POLE 7m(2'5 inches),SOURCE_ASSET,6,,Continuous,-1,0.0,0.0,0.0,"PTECH:NP7 2.5""|ROT_QGIS:0.000000000","[{""operation"":""identity"",""source_entity_key"":""26f4a033987e050184891682a90d97268e98e05aa8f0ff8353fb2473df6a6991"",""max_displacement_m"":0.0}]",,,,,,
24,MR.MSRG1-3.P027,,,,,,,,,,,,,,,,13901882.95257744,146087.8826206079,MR.MSRG1-3.P027,DWG_DERIVED:pole-label-semantic|RULE:AI-ANNOTATION-ASSIGN-001,6d6b1b69a09037bfa713b334862e291e473c2908de61e7f1a595b9602b1be3b5,19F2,NEW POLE 7m(3 inches),SOURCE_ASSET,4,,Continuous,-1,0.0,0.0,0.0,"PTECH:NP7 3""|ROT_QGIS:0.000000000","[{""operation"":""identity"",""source_entity_key"":""6d6b1b69a09037bfa713b334862e291e473c2908de61e7f1a595b9602b1be3b5"",""max_displacement_m"":0.0}]",,,,,,
25,MR.MSRG1-3.P037,,,,,,,,,,,,,,,,13902077.16846134,145959.0537736947,MR.MSRG1-3.P037,DWG_DERIVED:pole-label-semantic|RULE:AI-ANNOTATION-ASSIGN-001,6c761f28b43a53f0c57666b58e49bc76b3def51b08cc23291ef789c2df3d2b3b,1D79,NEW POLE 7m(3 inches),SOURCE_ASSET,4,,Continuous,-1,0.0,0.0,0.0,"PTECH:NP7 3""|ROT_QGIS:0.000000000","[{""operation"":""identity"",""source_entity_key"":""6c761f28b43a53f0c57666b58e49bc76b3def51b08cc23291ef789c2df3d2b3b"",""max_displacement_m"":0.0}]",,,,,,
26,MR.MSRG1-3.P036,,,,,,,,,,,,,,,,13902034.30907794,145969.400386897,MR.MSRG1-3.P036,DWG_DERIVED:pole-label-semantic|RULE:AI-ANNOTATION-ASSIGN-001,75f962d31a127ea7efe4006e13cdeb5378e398495cf872e0acd709bc7722b1f4,1974,NEW POLE 7m(2'5 inches),SOURCE_ASSET,6,,Continuous,-1,0.0,0.0,0.0,"PTECH:NP7 2.5""|ROT_QGIS:0.000000000","[{""operation"":""identity"",""source_entity_key"":""75f962d31a127ea7efe4006e13cdeb5378e398495cf872e0acd709bc7722b1f4"",""max_displacement_m"":0.0}]",,,,,,
27,MR.MSRG1-3.P042,,,,,,,,,,,,,,,,13901989.04967773,146069.4151321917,MR.MSRG1-3.P042,DWG_DERIVED:pole-label-semantic|RULE:AI-ANNOTATION-ASSIGN-001,9205aba807293a5c75b380a2f9e57f13f0f0c3d86be109723b230fd5ada7b9f4,1933,NEW POLE 7m(3 inches),SOURCE_ASSET,4,,Continuous,-1,0.0,0.0,0.0,"PTECH:NP7 3""|ROT_QGIS:0.000000000","[{""operation"":""identity"",""source_entity_key"":""9205aba807293a5c75b380a2f9e57f13f0f0c3d86be109723b230fd5ada7b9f4"",""max_displacement_m"":0.0}]",,,,,,
28,MR.MSRG1-3.P028,,,,,,,,,,,,,,,,13901863.79154248,146129.6903503245,MR.MSRG1-3.P028,DWG_DERIVED:pole-label-semantic|RULE:AI-ANNOTATION-ASSIGN-001,bf2f4b3354e5b66e6893f4856f3f6f8c7e9033e0291145c0972877a68e8e23c1,1A00,NEW POLE 7m(3 inches),SOURCE_ASSET,4,,Continuous,-1,0.0,0.0,0.0,"PTECH:NP7 3""|ROT_QGIS:0.000000000","[{""operation"":""identity"",""source_entity_key"":""bf2f4b3354e5b66e6893f4856f3f6f8c7e9033e0291145c0972877a68e8e23c1"",""max_displacement_m"":0.0}]",,,,,,
29,MR.MSRG1-3.P011,,,,,,,,,,,,,,,,13902187.11596263,145856.4575855598,MR.MSRG1-3.P011,DWG_DERIVED:pole-label-semantic|RULE:AI-ANNOTATION-ASSIGN-001,555346f9ae518dca15ec1b736966b10bed18dbb88586556e368810d15569052b,1997,NEW POLE 7m(2'5 inches),SOURCE_ASSET,6,,Continuous,-1,0.0,0.0,0.0,"PTECH:NP7 2.5""|ROT_QGIS:0.000000000","[{""operation"":""identity"",""source_entity_key"":""555346f9ae518dca15ec1b736966b10bed18dbb88586556e368810d15569052b"",""max_displacement_m"":0.0}]",,,,,,
30,MR.MSRG1-3.P003,,,,,,,,,,,,,,,,13902261.7598687,145935.4923161157,MR.MSRG1-3.P003,DWG_DERIVED:pole-label-semantic|RULE:AI-ANNOTATION-ASSIGN-001,df3fb2ee5f00dd7cb556bd57147c44370c107b72afebae157c10802bef19bf69,394E,NEW POLE 7m(3 inches),SOURCE_ASSET,4,,Continuous,-1,0.0,0.0,0.0,"PTECH:NP7 3""|ROT_QGIS:0.000000000","[{""operation"":""identity"",""source_entity_key"":""df3fb2ee5f00dd7cb556bd57147c44370c107b72afebae157c10802bef19bf69"",""max_displacement_m"":0.0}]",,,,,,
31,MR.MSRG1-3.P015,,,,,,,,,,,,,,,,13902026.9842209,145881.9166698063,MR.MSRG1-3.P015,DWG_DERIVED:pole-label-semantic|RULE:AI-ANNOTATION-ASSIGN-001,26f0f38e2c411071d963a8a74a498e4051e1015ae7d1f1cd03c18bb3d477c1f5,1B77,NEW POLE 7m(2'5 inches),SOURCE_ASSET,6,,Continuous,-1,0.0,0.0,0.0,"PTECH:NP7 2.5""|ROT_QGIS:0.000000000","[{""operation"":""identity"",""source_entity_key"":""26f0f38e2c411071d963a8a74a498e4051e1015ae7d1f1cd03c18bb3d477c1f5"",""max_displacement_m"":0.0}]",,,,,,
32,MR.MSRG1-3.P018,,,,,,,,,,,,,,,,13901928.95322063,145930.3332883666,MR.MSRG1-3.P018,DWG_DERIVED:pole-label-semantic|RULE:AI-ANNOTATION-ASSIGN-001,c163c003a80700ec774df2b93d4a80203c8038f2300a93ce7d175e736a5271a8,395C,NEW POLE 7m(2'5 inches),SOURCE_ASSET,6,,Continuous,-1,0.0,0.0,0.0,"PTECH:NP7 2.5""|ROT_QGIS:0.000000000","[{""operation"":""identity"",""source_entity_key"":""c163c003a80700ec774df2b93d4a80203c8038f2300a93ce7d175e736a5271a8"",""max_displacement_m"":0.0}]",,,,,,
33,MR.MSRG1-3.P024,,,,,,,,,,,,,,,,13901803.11979981,146021.9791304476,MR.MSRG1-3.P024,DWG_DERIVED:pole-label-semantic|RULE:AI-ANNOTATION-ASSIGN-001,b67c15f39d26ac06c58e8c1b3989a411706f2aaf74c6ab884a3915a9e98bc411,320A,NEW POLE 7m(2'5 inches),SOURCE_ASSET,6,,Continuous,-1,0.0,0.0,0.0,"PTECH:NP7 2.5""|ROT_QGIS:0.000000000","[{""operation"":""identity"",""source_entity_key"":""b67c15f39d26ac06c58e8c1b3989a411706f2aaf74c6ab884a3915a9e98bc411"",""max_displacement_m"":0.0}]",,,,,,
34,MR.MSRG1-3.P039,,,,,,,,,,,,,,,,13902095.33012327,146033.1564666176,MR.MSRG1-3.P039,DWG_DERIVED:pole-label-semantic|RULE:AI-ANNOTATION-ASSIGN-001,aee21196e84f6345cdf347697f99e48743c4ae1d65cf4c58b3581376186c7106,1942,NEW POLE 7m(3 inches),SOURCE_ASSET,4,,Continuous,-1,0.0,0.0,0.0,"PTECH:NP7 3""|ROT_QGIS:0.000000000","[{""operation"":""identity"",""source_entity_key"":""aee21196e84f6345cdf347697f99e48743c4ae1d65cf4c58b3581376186c7106"",""max_displacement_m"":0.0}]",,,,,,
35,MR.MSRG1-3.P019,,,,,,,,,,,,,,,,13901894.11170064,145953.4044943343,MR.MSRG1-3.P019,DWG_DERIVED:pole-label-semantic|RULE:AI-ANNOTATION-ASSIGN-001,11b062eb02a90df8d3f7f9ef4111115aa52087f64a9056cc9dffed607f17e6e5,19C8,NEW POLE 7m(3 inches),SOURCE_ASSET,4,,Continuous,-1,0.0,0.0,0.0,"PTECH:NP7 3""|ROT_QGIS:0.000000000","[{""operation"":""identity"",""source_entity_key"":""11b062eb02a90df8d3f7f9ef4111115aa52087f64a9056cc9dffed607f17e6e5"",""max_displacement_m"":0.0}]",,,,,,
36,MR.MSRG1-3.P021,,,,,,,,,,,,,,,,13901876.87352962,145969.1389558072,MR.MSRG1-3.P021,DWG_DERIVED:pole-label-semantic|RULE:AI-ANNOTATION-ASSIGN-001,9a7e03dea71aca603e49febba074c47a0d62f69c58c5a40d8d0ba4a6dd74f773,1B85,NEW POLE 7m(2'5 inches),SOURCE_ASSET,6,,Continuous,-1,0.0,0.0,0.0,"PTECH:NP7 2.5""|ROT_QGIS:0.000000000","[{""operation"":""identity"",""source_entity_key"":""9a7e03dea71aca603e49febba074c47a0d62f69c58c5a40d8d0ba4a6dd74f773"",""max_displacement_m"":0.0}]",,,,,,
37,MR.MSRG1-3.P034,,,,,,,,,,,,,,,,13901975.47130824,146036.4743558258,MR.MSRG1-3.P034,DWG_DERIVED:pole-label-semantic|RULE:AI-ANNOTATION-ASSIGN-001,2ec57787a402324f2db00e4f824697439f30e3f434c85a33f42598fde81db754,4340,NEW POLE 7m(2'5 inches),SOURCE_ASSET,6,,Continuous,-1,0.0,0.0,0.0,"PTECH:NP7 2.5""|ROT_QGIS:0.000000000","[{""operation"":""identity"",""source_entity_key"":""2ec57787a402324f2db00e4f824697439f30e3f434c85a33f42598fde81db754"",""max_displacement_m"":0.0}]",,,,,,
38,MR.MSRG1-3.P029,,,,,,,,,,,,,,,,13901829.88749667,146145.8654568184,MR.MSRG1-3.P029,DWG_DERIVED:pole-label-semantic|RULE:AI-ANNOTATION-ASSIGN-001,792f81a742e5e6e66b312d5391d3d3b3a7c42c9d641a1a226a90429b46f84415,3218,NEW POLE 7m(2'5 inches),SOURCE_ASSET,6,,Continuous,-1,0.0,0.0,0.0,"PTECH:NP7 2.5""|ROT_QGIS:0.000000000","[{""operation"":""identity"",""source_entity_key"":""792f81a742e5e6e66b312d5391d3d3b3a7c42c9d641a1a226a90429b46f84415"",""max_displacement_m"":0.0}]",,,,,,
39,MR.MSRG1-3.P014,,,,,,,,,,,,,,,,13902070.42890224,145915.7529465817,MR.MSRG1-3.P014,DWG_DERIVED:pole-label-semantic|RULE:AI-ANNOTATION-ASSIGN-001,433e746bed2fe0f17e484ea28f2c1fffad1b6277aac00831db11d62ddb945555,2083,NEW POLE 7m(2'5 inches),SOURCE_ASSET,6,,Continuous,-1,0.0,0.0,0.0,"PTECH:NP7 2.5""|ROT_QGIS:0.000000000","[{""operation"":""identity"",""source_entity_key"":""433e746bed2fe0f17e484ea28f2c1fffad1b6277aac00831db11d62ddb945555"",""max_displacement_m"":0.0}]",,,,,,
40,MR.MSRG1-3.P032,,,,,,,,,,,,,,,,13901925.02140693,146038.5659368937,MR.MSRG1-3.P032,DWG_DERIVED:pole-label-semantic|RULE:AI-ANNOTATION-ASSIGN-001,01498e0d862d310497c7c359986c13bc5c27636155bf44796faaf9ffd8de0937,20EC,NEW POLE 7m(2'5 inches),SOURCE_ASSET,6,,Continuous,-1,0.0,0.0,0.0,"PTECH:NP7 2.5""|ROT_QGIS:0.000000000","[{""operation"":""identity"",""source_entity_key"":""01498e0d862d310497c7c359986c13bc5c27636155bf44796faaf9ffd8de0937"",""max_displacement_m"":0.0}]",,,,,,
41,MR.MSRG1-3.P010,,,,,,,,,,,,,,,,13902149.82054583,145869.2967421371,MR.MSRG1-3.P010,DWG_DERIVED:pole-label-semantic|RULE:AI-ANNOTATION-ASSIGN-001,05c1a660537cdc6d85b9ccf7b72922c8e9b10beb8743a3ba933961cade6de2bb,1990,NEW POLE 7m(3 inches),SOURCE_ASSET,4,,Continuous,-1,0.0,0.0,0.0,"PTECH:NP7 3""|ROT_QGIS:0.000000000","[{""operation"":""identity"",""source_entity_key"":""05c1a660537cdc6d85b9ccf7b72922c8e9b10beb8743a3ba933961cade6de2bb"",""max_displacement_m"":0.0}]",,,,,,
42,MR.MSRG1-3.P022,,,,,,,,,,,,,,,,13901850.54409942,145999.3571982403,MR.MSRG1-3.P022,DWG_DERIVED:pole-label-semantic|RULE:AI-ANNOTATION-ASSIGN-001,9ee07ffc9e70d84324753a5422c7565b61e19a40320165e65ae440e4d4592e98,1B8C,NEW POLE 7m(3 inches),SOURCE_ASSET,4,,Continuous,-1,0.0,0.0,0.0,"PTECH:NP7 3""|ROT_QGIS:0.000000000","[{""operation"":""identity"",""source_entity_key"":""9ee07ffc9e70d84324753a5422c7565b61e19a40320165e65ae440e4d4592e98"",""max_displacement_m"":0.0}]",,,,,,
